,month,day,year,cdate,lat,long,count,segment,dischcf,dischcm,discbins,efish_distance,response
273,8,24,2020,24/08/2020,41.43072577,-83.04488965,0,M,59.29583333,1.679068253,a,223.6154,Targeted
274,8,24,2020,24/08/2020,41.43841071,-83.03168975,0,M,59.29583333,1.679068253,a,321.2313657,Realtime
275,8,24,2020,24/08/2020,41.42358575,-83.06592688,0,LM,59.29583333,1.679068253,a,247.4838,Targeted
276,8,24,2020,24/08/2020,41.37435396,-83.09537695,0,UM,59.29583333,1.679068253,a,401.3101,Targeted
277,8,24,2020,24/08/2020,41.38685747,-83.09040147,0,UM,59.29583333,1.679068253,a,361.3039,Targeted
278,8,24,2020,24/08/2020,41.38595031,-83.09547439,0,UM,59.29583333,1.679068253,a,363.0837,Targeted
279,8,25,2020,25/08/2020,41.40193283,-83.09608421,0,LM,55.61875,1.57494502,a,337.7777,Targeted
280,8,25,2020,25/08/2020,41.37817154,-83.09487321,0,UM,55.61875,1.57494502,a,278.9867,Targeted
281,8,25,2020,25/08/2020,41.38478699,-83.09575363,0,UM,55.61875,1.57494502,a,321.2313657,Targeted
282,8,25,2020,25/08/2020,41.36030907,-83.10053446,0,FM,55.61875,1.57494502,a,202.6728,Targeted
283,8,25,2020,25/08/2020,41.35877349,-83.10162413,0,FM,55.61875,1.57494502,a,312.1431,Realtime
284,8,26,2020,26/08/2020,41.40593828,-83.07964021,3,LM,50.5375,1.43106028,a,329.6968,Targeted
285,8,26,2020,26/08/2020,41.38759246,-83.08495406,0,UM,50.5375,1.43106028,a,321.2313657,Exploratory
286,8,26,2020,26/08/2020,41.3894432,-83.10427544,0,UM,50.5375,1.43106028,a,289.5251,Targeted
287,8,26,2020,26/08/2020,41.35374217,-83.10493893,0,FM,50.5375,1.43106028,a,374.702,Targeted
288,8,26,2020,26/08/2020,41.36135344,-83.10026776,0,FM,50.5375,1.43106028,a,266.0848,Exploratory
289,8,31,2020,31/08/2020,41.4432636,-82.99601906,0,M,262.9166667,7.444958668,a,608.8485,Sustained
290,8,31,2020,31/08/2020,41.44889808,-83.01578865,0,M,262.9166667,7.444958668,a,478.0376,Sustained
291,8,31,2020,31/08/2020,41.45255245,-83.02028786,0,M,262.9166667,7.444958668,a,1136.619,Sustained
292,8,31,2020,31/08/2020,41.44366858,-83.02906333,0,M,262.9166667,7.444958668,a,624.1189,Sustained
293,8,31,2020,31/08/2020,41.43184955,-83.04540793,0,M,262.9166667,7.444958668,a,422.8429,Sustained
294,8,31,2020,31/08/2020,41.42777416,-83.06081185,0,M,262.9166667,7.444958668,a,470.0662,Sustained
295,8,31,2020,31/08/2020,41.42237192,-83.06631602,0,LM,262.9166667,7.444958668,a,478.1854,Sustained
296,9,15,2020,15/09/2020,41.43913113,-83.03123518,0,M,259.1770833,7.339065632,a,272.0782,Realtime
297,9,15,2020,15/09/2020,41.40529006,-83.08070622,1,LM,259.1770833,7.339065632,a,472.3075,Targeted
298,9,15,2020,15/09/2020,41.38346116,-83.09755565,0,UM,259.1770833,7.339065632,a,302.3567,Targeted
299,9,16,2020,16/09/2020,41.41547631,-83.08526181,0,LM,190.8958333,5.405559132,a,215.8923,Targeted
300,9,16,2020,16/09/2020,41.40565692,-83.07993073,0,LM,190.8958333,5.405559132,a,518.0825,Targeted
301,9,16,2020,16/09/2020,41.41478533,-83.08602809,0,LM,190.8958333,5.405559132,a,433.2031,Targeted
302,9,16,2020,16/09/2020,41.39130667,-83.10299518,0,UM,190.8958333,5.405559132,a,369.0471,Targeted
303,9,16,2020,16/09/2020,41.37452646,-83.09495085,0,UM,190.8958333,5.405559132,a,328.2584,Targeted
304,9,16,2020,16/09/2020,41.35890317,-83.10138157,0,FM,190.8958333,5.405559132,a,276.2557,Targeted
305,9,17,2020,17/09/2020,41.42972228,-83.04546383,0,M,133.65625,3.7847173,a,365.9786,Targeted
306,9,17,2020,17/09/2020,41.42592421,-83.06097837,0,M,133.65625,3.7847173,a,432.8199,Targeted
307,9,17,2020,17/09/2020,41.40205654,-83.08332139,0,LM,133.65625,3.7847173,a,274.5756,Targeted
308,9,17,2020,17/09/2020,41.36016839,-83.10064848,1,FM,133.65625,3.7847173,a,315.6375,Targeted
309,9,17,2020,17/09/2020,41.36386822,-83.10540114,0,FM,133.65625,3.7847173,a,321.2313657,Targeted
310,9,17,2020,17/09/2020,41.36648961,-83.10752021,0,FM,133.65625,3.7847173,a,273.9765,Targeted
311,9,18,2020,18/09/2020,41.41528221,-83.08645023,0,LM,104.85625,2.96919346,a,415.321,Targeted
312,9,18,2020,18/09/2020,41.38685762,-83.09047479,0,UM,104.85625,2.96919346,a,321.2313657,Targeted
313,9,21,2020,21/09/2020,41.37449851,-83.09487853,0,UM,73.94583333,2.093909373,a,321.2313657,Targeted
314,9,21,2020,21/09/2020,41.36019669,-83.10062054,1,FM,73.94583333,2.093909373,a,315.6375,Targeted
315,9,22,2020,22/09/2020,41.42795515,-83.06069058,0,M,66.509375,1.88333267,a,607.378,Targeted
316,9,22,2020,22/09/2020,41.45084857,-83.02667339,0,M,66.509375,1.88333267,a,344.2398,Targeted
317,9,23,2020,23/09/2020,41.43844529,-83.04038984,0,M,65.7,1.86041376,a,209.1009,Realtime
318,9,23,2020,23/09/2020,41.40216338,-83.09521125,0,LM,65.7,1.86041376,a,336.2009,Targeted
319,9,23,2020,23/09/2020,41.41528205,-83.08645649,0,LM,65.7,1.86041376,a,261.77,Targeted
320,9,23,2020,23/09/2020,41.39680322,-83.10289412,1,UM,65.7,1.86041376,a,579.6231,Targeted
321,9,23,2020,23/09/2020,41.37418576,-83.09480144,0,UM,65.7,1.86041376,a,325.3981,Targeted
322,9,23,2020,23/09/2020,41.39482943,-83.10546205,0,UM,65.7,1.86041376,a,367.0005,Targeted
323,9,23,2020,23/09/2020,41.38614295,-83.08924503,0,UM,65.7,1.86041376,a,299.023,Targeted
324,9,24,2020,24/09/2020,41.40544,-83.08049,4,LM,65.7,1.86041376,a,438.5043,Targeted
325,9,24,2020,24/09/2020,41.39318894,-83.09408081,2,UM,65.7,1.86041376,a,451.2215,Targeted
326,9,28,2020,28/09/2020,41.43731514,-83.03355931,0,M,50.00625,1.41601698,a,398.3163,Targeted
327,9,28,2020,28/09/2020,41.38072373,-83.09557787,0,UM,50.00625,1.41601698,a,463.136,Targeted
328,9,28,2020,28/09/2020,41.35562918,-83.10694828,0,FM,50.00625,1.41601698,a,399.4031,Realtime
329,9,29,2020,29/09/2020,41.43832057,-83.03183133,0,M,50.1,1.41867168,a,437.5928,Targeted
330,9,29,2020,29/09/2020,41.40543009,-83.08046878,2,LM,50.1,1.41867168,a,316.6276,Targeted
331,9,29,2020,29/09/2020,41.40884935,-83.07865473,0,LM,50.1,1.41867168,a,719.2116,Targeted
332,9,29,2020,29/09/2020,41.41832571,-83.0834239,0,LM,50.1,1.41867168,a,331.2219,Targeted
333,9,29,2020,29/09/2020,41.39494131,-83.10494408,0,UM,50.1,1.41867168,a,433.6151,Targeted
334,9,30,2020,30/09/2020,41.40543009,-83.08047371,1,LM,53.25625,1.50804658,a,316.6276,Targeted
335,8,10,2020,8/10/2020,41.41531982,-83.08642764,0,LM,64.97083333,1.839766093,a,124.9249,Targeted
336,8,10,2020,8/10/2020,41.38573168,-83.09546658,0,UM,64.97083333,1.839766093,a,126.7155,Targeted
337,8,10,2020,8/10/2020,41.39023782,-83.10370899,0,UM,64.97083333,1.839766093,a,107.0881,Targeted
338,8,10,2020,8/10/2020,41.35881427,-83.10154842,0,FM,64.97083333,1.839766093,a,302.9089,Targeted
339,8,10,2020,8/10/2020,41.36746062,-83.10724572,0,FM,64.97083333,1.839766093,a,358.8655,Targeted
340,10,13,2020,13/10/2020,41.42685352,-83.06113421,0,M,50.5375,1.43106028,a,333.7053,Targeted
341,10,13,2020,13/10/2020,41.40527122,-83.08058704,3,LM,50.5375,1.43106028,a,454.4573,Targeted
342,10,13,2020,13/10/2020,41.42332846,-83.0653966,0,LM,50.5375,1.43106028,a,362.1037,Targeted
343,10,14,2020,14/10/2020,41.40580565,-83.07959948,0,LM,49.6,1.40451328,a,252.2612,Targeted
344,10,14,2020,14/10/2020,41.41733083,-83.08585555,0,LM,49.6,1.40451328,a,156.9275,Targeted
345,10,14,2020,14/10/2020,41.39109792,-83.10293662,0,UM,49.6,1.40451328,a,436.9909,Targeted
346,10,15,2020,15/10/2020,41.37546,-83.09502,2,UM,49.9125,1.41336228,a,321.2313657,Targeted
347,10,16,2020,16/10/2020,41.40553127,-83.08027299,1,LM,52.6,1.48946368,a,470.0211,Targeted
348,10,16,2020,16/10/2020,41.37402448,-83.09488566,0,UM,52.6,1.48946368,a,311.5401,Targeted
349,10,19,2020,19/10/2020,41.41748,-83.0861,2,LM,44.71875,1.2662919,a,431.1676,Targeted
350,10,20,2020,20/10/2020,41.43638,-83.0301,0,M,57.01041667,1.614352567,a,461.9508,Targeted
351,10,20,2020,20/10/2020,41.42969,-83.04544,0,M,57.01041667,1.614352567,a,382.8828,Targeted
352,10,20,2020,20/10/2020,41.40533,-83.08068,0,LM,57.01041667,1.614352567,a,119.8001,Targeted
353,10,20,2020,20/10/2020,41.38566867,-83.09558474,0,UM,57.01041667,1.614352567,a,228.571,Targeted
354,10,20,2020,20/10/2020,41.35609052,-83.10602806,1,FM,57.01041667,1.614352567,a,323.7806,Targeted
355,10,20,2020,20/10/2020,41.36018671,-83.10058493,1,FM,57.01041667,1.614352567,a,188.9213,Targeted
356,10,22,2020,22/10/2020,41.36023,-83.10049,0,FM,1137.1875,32.201511,b,321.2313657,Targeted
357,10,26,2020,26/10/2020,41.39430236,-83.10581777,0,UM,612.0208333,17.33047153,b,407.7181,Targeted
358,10,26,2020,26/10/2020,41.35274,-83.111,0,FM,612.0208333,17.33047153,b,751.3951,Realtime
359,10,27,2020,27/10/2020,41.40192131,-83.08410232,0,LM,435.0208333,12.31839793,b,284.4655,Targeted
360,10,27,2020,27/10/2020,41.39317816,-83.09415599,0,UM,435.0208333,12.31839793,b,484.4127,Targeted
361,10,28,2020,28/10/2020,41.35755709,-83.1035303,0,FM,340.125,9.6312516,a,371.7412,Targeted
362,10,28,2020,28/10/2020,41.37041039,-83.09968831,0,FM,340.125,9.6312516,a,341.8708,Targeted
363,8,11,2020,8/11/2020,41.43640227,-83.04112213,0,M,237.28125,6.7190457,a,321.2313657,Realtime
364,8,11,2020,8/11/2020,41.43852384,-83.03148216,0,M,237.28125,6.7190457,a,200.6319,Realtime
365,8,11,2020,8/11/2020,41.40128307,-83.09744995,0,LM,237.28125,6.7190457,a,305.1929,Targeted
366,8,11,2020,8/11/2020,41.37548442,-83.09492137,0,UM,237.28125,6.7190457,a,105.5494,Targeted
367,8,11,2020,8/11/2020,41.38939588,-83.1043515,0,UM,237.28125,6.7190457,a,433.5686,Targeted
368,8,11,2020,8/11/2020,41.3968016,-83.10284156,0,UM,237.28125,6.7190457,a,149.9941,Targeted
369,8,11,2020,8/11/2020,41.38684587,-83.09044442,1,UM,237.28125,6.7190457,a,297.7933,Targeted
370,9,11,2020,9/11/2020,41.38455601,-83.09724852,0,UM,209.5520833,5.933844432,a,264.9162,Targeted
371,9,11,2020,9/11/2020,41.37384991,-83.09476475,1,UM,209.5520833,5.933844432,a,471.84,Targeted
372,9,11,2020,9/11/2020,41.38954344,-83.08554579,1,UM,209.5520833,5.933844432,a,409.1924,Targeted
373,9,11,2020,9/11/2020,41.39350353,-83.10709089,0,UM,209.5520833,5.933844432,a,257.9149,Targeted
374,9,11,2020,9/11/2020,41.39121191,-83.10303846,1,UM,209.5520833,5.933844432,a,331.666,Targeted
375,8,12,2020,8/12/2020,41.42547,-83.04812,0,M,1366.66667,38.69962676,b,329.7825,Targeted
376,8,12,2020,8/12/2020,41.38575827,-83.09575402,0,UM,1366.66667,38.69962676,b,130.8962,Targeted
377,8,12,2020,8/12/2020,41.38934773,-83.08639801,0,UM,1366.66667,38.69962676,b,159.399,Targeted
378,8,12,2020,8/12/2020,41.39681273,-83.10283718,0,UM,1366.66667,38.69962676,b,149.991,Targeted
379,10,12,2020,10/12/2020,41.35417402,-83.1045998,0,FM,722.40625,20.4562333,b,300.311,Sustained
380,10,12,2020,10/12/2020,41.36033888,-83.10056206,2,FM,722.40625,20.4562333,b,296.0294,Targeted
381,4,27,2021,4/27/2021,41.42732976,-83.05576166,0,LM,NA,NA,,616.2070433,Targeted
382,4,27,2021,4/27/2021,41.432841,-83.04296474,0,M,NA,NA,,239.3514054,Bait_Attractant
383,4,27,2021,4/27/2021,41.42233572,-83.06940731,0,LM,NA,NA,,414.7541488,Bait_Attractant
384,4,27,2021,4/27/2021,41.42033711,-83.07748361,0,LM,NA,NA,,131.0156018,Targeted
385,5,18,2021,5/18/2021,41.38863971,-83.08596763,1,UM,NA,NA,,310.2938688,Targeted
386,5,18,2021,5/18/2021,41.3736841,-83.09489334,0,FM,NA,NA,,296.4388191,Targeted
387,5,20,2021,5/20/2021,41.39282843,-83.10696652,0,UM,NA,NA,,371.7063439,Targeted
388,5,20,2021,5/20/2021,41.3857,-83.09368,0,UM,NA,NA,,305.0235094,Targeted
389,5,21,2021,5/21/2021,41.63513,-83.53065,0,LM,NA,NA,,417.5360418,Targeted
390,5,24,2021,5/24/2021,41.41224,-83.08,0,LM,NA,NA,,330.6170977,Targeted
391,5,24,2021,5/24/2021,41.40809851,-83.07758521,0,LM,NA,NA,,316.5395571,Targeted
392,5,24,2021,5/24/2021,41.39674153,-83.10279475,0,UM,NA,NA,,330.9876636,Targeted
393,5,24,2021,5/24/2021,41.40083,-83.09819,0,UM,NA,NA,,298.5460964,Targeted
394,5,24,2021,5/24/2021,41.38618186,-83.08569201,0,UM,NA,NA,,300.6690953,Targeted
395,5,24,2021,5/24/2021,41.37743408,-83.09480314,1,FM,NA,NA,,406.7105274,Targeted
396,5,24,2021,5/24/2021,41.3601104,-83.09943534,0,FM,NA,NA,,254.2822588,Targeted
397,5,24,2021,5/24/2021,41.43717354,-83.03409567,0,M,NA,NA,,328.7862123,Targeted
398,5,24,2021,5/24/2021,41.42540652,-83.05205811,0,LM,NA,NA,,304.1365718,Targeted
399,5,25,2021,5/25/2021,41.37883577,-83.09488724,1,FM,NA,NA,,493.6631521,Targeted
400,5,25,2021,5/25/2021,41.4379529,-83.04138958,0,M,NA,NA,,191.0388995,Realtime
401,5,25,2021,5/25/2021,41.42874,-83.05693,0,LM,NA,NA,,251.4739223,Targeted
402,5,27,2021,5/27/2021,41.42042,-83.07693,0,LM,NA,NA,,418.6540095,Targeted
403,5,27,2021,5/27/2021,41.41487,-83.08634,1,LM,NA,NA,,425.6793614,Targeted
404,5,27,2021,5/27/2021,41.38605826,-83.09502475,0,UM,NA,NA,,488.3735447,Targeted
405,5,27,2021,5/27/2021,41.36035166,-83.10061263,0,FM,NA,NA,,354.8262738,Targeted
406,6,1,2021,6/1/2021,41.41478,-83.08628,0,LM,NA,NA,,455.7379328,Targeted
407,6,1,2021,6/1/2021,41.3948282,-83.10540718,1,UM,NA,NA,,1212.794331,Targeted
408,6,1,2021,6/1/2021,41.38982657,-83.086612,0,UM,NA,NA,,1014.317518,Targeted
409,6,1,2021,6/1/2021,41.39081416,-83.08782894,0,UM,NA,NA,,93.93247399,Targeted
410,6,1,2021,6/1/2021,41.38381366,-83.09759088,0,UM,NA,NA,,901.1176937,Targeted
411,6,1,2021,6/1/2021,41.447,-83.02804,0,M,NA,NA,,802.032732,Realtime
412,6,1,2021,6/1/2021,41.43840073,-83.03838398,0,M,NA,NA,,407.2873151,Targeted
413,6,2,2021,6/2/2021,41.40157,-83.08557,0,LM,NA,NA,,417.5360418,Targeted
414,6,2,2021,6/2/2021,41.39129,-83.1059,1,UM,NA,NA,,610.0533412,Targeted
415,6,2,2021,6/2/2021,41.36333392,-83.1047686,0,FM,NA,NA,,1074.553198,Targeted
416,6,2,2021,6/2/2021,41.36740024,-83.10723321,0,FM,NA,NA,,1142.038507,Targeted
417,6,2,2021,6/2/2021,41.35905255,-83.10128714,0,FM,NA,NA,,412.6253088,Targeted
418,6,3,2021,6/3/2021,41.38476593,-83.09578473,1,UM,NA,NA,,667.5239712,Targeted
419,6,3,2021,6/3/2021,41.37420547,-83.09487302,1,FM,NA,NA,,289.7810088,Targeted
420,6,3,2021,6/3/2021,41.37887061,-83.09493437,0,FM,NA,NA,,429.3456912,Targeted
421,6,3,2021,6/3/2021,41.37569349,-83.09592414,2,FM,NA,NA,,112.5590364,Targeted
422,6,3,2021,6/3/2021,41.35557414,-83.10603734,0,FM,NA,NA,,621.4550187,Targeted
423,6,3,2021,6/3/2021,41.35704,-83.1047,0,FM,NA,NA,,593.0037787,Targeted
424,6,4,2021,6/4/2021,41.38650157,-83.08564041,0,UM,NA,NA,,1180.846927,Targeted
425,6,4,2021,6/4/2021,41.38520887,-83.0959811,0,UM,NA,NA,,472.7422883,Targeted
426,6,4,2021,6/4/2021,41.38367454,-83.09769936,2,UM,NA,NA,,619.2908587,Targeted
427,6,4,2021,6/4/2021,41.37365739,-83.09482745,0,FM,NA,NA,,264.0015872,Targeted
428,6,4,2021,6/4/2021,41.37890389,-83.09484138,0,FM,NA,NA,,208.3482653,Targeted
429,6,4,2021,6/4/2021,41.42359526,-83.06686158,0,LM,NA,NA,,223.3604096,Targeted
430,6,7,2021,6/7/2021,41.38952313,-83.08627509,0,UM,NA,NA,,518.3425482,Targeted
431,6,7,2021,6/7/2021,41.58252,-83.60105,0,UM,NA,NA,,417.5360418,Targeted
432,6,7,2021,6/7/2021,41.58252,-83.60105,0,UM,NA,NA,,417.5360418,Targeted
433,6,7,2021,6/7/2021,41.37365284,-83.09483572,0,FM,NA,NA,,348.0157615,Targeted
434,6,7,2021,6/7/2021,41.37852939,-83.09486514,0,FM,NA,NA,,385.8126809,Targeted
435,6,7,2021,6/7/2021,41.43330186,-83.04323626,0,M,NA,NA,,297.0760741,Targeted
436,6,7,2021,6/7/2021,41.42766645,-83.05609667,0,LM,NA,NA,,334.9775025,Targeted
437,6,7,2021,6/7/2021,41.42575958,-83.06122443,0,LM,NA,NA,,424.8653849,Targeted
438,6,8,2021,6/8/2021,41.41940613,-83.08070932,0,LM,NA,NA,,223.5772426,Targeted
439,6,8,2021,6/8/2021,41.4093634,-83.07876561,0,LM,NA,NA,,447.202774,Targeted
440,6,8,2021,6/8/2021,41.38977529,-83.08658131,0,UM,NA,NA,,381.7222603,Targeted
441,6,8,2021,6/8/2021,41.37343327,-83.09469509,1,FM,NA,NA,,417.5360418,Targeted
442,6,8,2021,6/8/2021,41.37896071,-83.09504585,0,FM,NA,NA,,459.5164822,Targeted
443,6,14,2021,6/14/2021,41.43382,-83.03089,0,M,NA,NA,,462.0606398,Sustained
444,6,14,2021,6/14/2021,41.43548166,-83.02952266,0,M,NA,NA,,617.4335836,Sustained
445,6,14,2021,6/14/2021,41.43162951,-83.04567641,0,M,NA,NA,,486.7918975,Sustained
446,6,14,2021,6/14/2021,41.42831,-83.04733,0,M,NA,NA,,581.2163581,Sustained
447,6,14,2021,6/14/2021,41.41686358,-83.07269193,0,LM,NA,NA,,252.5602647,Sustained
448,6,14,2021,6/14/2021,41.41992,-83.07466,0,LM,NA,NA,,487.5477779,Sustained
449,6,15,2021,6/15/2021,41.41529995,-83.09127714,0,LM,NA,NA,,415.4265001,Sustained
450,6,15,2021,6/15/2021,41.396,-83.10251,0,UM,NA,NA,,546.3989904,Sustained
451,6,15,2021,6/15/2021,41.39946,-83.09744,0,UM,NA,NA,,530.7602441,Sustained
452,6,15,2021,6/15/2021,41.39220471,-83.10614955,0,UM,NA,NA,,48.08741392,Sustained
453,6,15,2021,6/15/2021,41.39216904,-83.08850731,1,UM,NA,NA,,552.4261049,Sustained
454,6,15,2021,6/15/2021,41.386,-83.09066,0,UM,NA,NA,,491.0875608,Sustained
455,6,16,2021,6/16/2021,41.4441,-83.01089,0,M,NA,NA,,656.8590762,Sustained
456,6,16,2021,6/16/2021,41.44650848,-83.01205503,0,M,NA,NA,,417.5360418,Sustained
457,6,16,2021,6/16/2021,41.38573,-83.0957,1,UM,NA,NA,,463.2235471,Sustained
458,6,16,2021,6/16/2021,41.38573,-83.0957,1,UM,NA,NA,,154.2656312,Sustained
459,6,16,2021,6/16/2021,41.37765639,-83.09614426,0,FM,NA,NA,,574.7809279,Sustained
460,6,16,2021,6/16/2021,41.36970837,-83.10477649,0,FM,NA,NA,,554.8906369,Sustained
461,6,16,2021,6/16/2021,41.35709,-83.10453,0,FM,NA,NA,,548.8966512,Sustained
462,6,16,2021,6/16/2021,41.42555,-83.05242,0,M,NA,NA,,265.9283068,Sustained
463,6,17,2021,6/17/2021,41.38679701,-83.09025873,0,UM,NA,NA,,317.6009408,Targeted
464,6,17,2021,6/17/2021,41.38351914,-83.09773505,1,UM,NA,NA,,518.3957262,Targeted
465,6,17,2021,6/17/2021,41.37872912,-83.09486827,0,FM,NA,NA,,310.769344,Targeted
466,6,22,2021,6/22/2021,41.40321532,-83.08390137,0,LM,NA,NA,,450.3792448,Targeted
467,6,22,2021,6/22/2021,41.40046614,-83.09634839,0,UM,NA,NA,,483.0487875,Targeted
468,6,22,2021,6/22/2021,41.39146912,-83.10693629,0,UM,NA,NA,,430.2854828,Targeted
469,6,22,2021,6/22/2021,41.39468552,-83.10531482,0,UM,NA,NA,,436.4673475,Targeted
470,6,22,2021,6/22/2021,41.39187,-83.38955,2,UM,NA,NA,,417.5360418,Targeted
471,6,22,2021,6/22/2021,41.389,-83.08614,0,UM,NA,NA,,498.2798368,Targeted
472,6,22,2021,6/22/2021,41.37449,-83.09584,0,FM,NA,NA,,487.9470607,Targeted
473,6,22,2021,6/22/2021,41.37937,-83.0952,1,FM,NA,NA,,444.5866891,Targeted
474,6,23,2021,6/23/2021,41.41511,-83.08648,0,LM,NA,NA,,424.8578543,Targeted
475,6,23,2021,6/23/2021,41.40519,-83.08057,0,LM,NA,NA,,486.9127554,Targeted
476,6,23,2021,6/23/2021,41.38570336,-83.08706646,0,UM,NA,NA,,502.5587863,Targeted
477,6,23,2021,6/23/2021,41.38672908,-83.09336286,0,UM,NA,NA,,400.8423432,Targeted
478,6,23,2021,6/23/2021,41.37422453,-83.09499145,0,FM,NA,NA,,348.9297834,Targeted
479,6,23,2021,6/23/2021,41.37876528,-83.0949055,0,FM,NA,NA,,395.4419766,Targeted
480,6,24,2021,6/24/2021,41.41625427,-83.08516129,0,LM,NA,NA,,411.1691437,Targeted
481,6,24,2021,6/24/2021,41.40239845,-83.0944702,0,UM,NA,NA,,218.3512716,Targeted
482,6,24,2021,6/24/2021,41.38476623,-83.0958459,0,UM,NA,NA,,474.3656055,Targeted
483,6,24,2021,6/24/2021,41.38365005,-83.09773662,0,UM,NA,NA,,461.8821927,Targeted
484,6,24,2021,6/24/2021,41.36037009,-83.10044898,0,FM,NA,NA,,393.4992401,Targeted
485,6,24,2021,6/24/2021,41.42999,-83.04562,0,M,NA,NA,,470.5947916,Realtime
486,6,28,2021,6/28/2021,41.41483839,-83.08620364,0,LM,NA,NA,,364.0406759,Targeted
487,6,28,2021,6/28/2021,41.40179995,-83.08554226,1,LM,NA,NA,,372.1176765,Targeted
488,6,28,2021,6/28/2021,41.39835704,-83.10074131,0,UM,NA,NA,,519.7143969,Targeted
489,6,28,2021,6/28/2021,41.3941154,-83.10727584,0,UM,NA,NA,,252.1299193,Targeted
490,6,28,2021,6/28/2021,41.37366889,-83.09477151,0,FM,NA,NA,,228.2898936,Targeted
491,6,28,2021,6/28/2021,41.36478053,-83.10721093,0,FM,NA,NA,,288.3882095,Targeted
492,6,28,2021,6/28/2021,41.36031617,-83.10060287,1,FM,NA,NA,,322.7268852,Targeted
493,6,29,2021,6/29/2021,41.43274026,-83.04302593,0,M,NA,NA,,356.0344409,Bait_Attractant
494,6,29,2021,6/29/2021,41.42407919,-83.06192774,0,LM,NA,NA,,347.8228971,Bait_Attractant
495,6,30,2021,6/30/2021,41.35623214,-83.10590199,0,FM,NA,NA,,306.1160447,Realtime
496,6,30,2021,6/30/2021,41.38360676,-83.09773798,0,UM,NA,NA,,53.55286819,Targeted
497,6,30,2021,6/30/2021,41.42491678,-83.06195173,0,LM,NA,NA,,291.4757321,Targeted
498,7,6,2021,7/6/2021,41.41562705,-83.08521806,0,LM,NA,NA,,1045.603069,Targeted
499,7,6,2021,7/6/2021,41.38783734,-83.08501962,0,UM,NA,NA,,935.8150938,Targeted
500,7,6,2021,7/6/2021,41.38481762,-83.0956464,0,UM,NA,NA,,1415.356827,Targeted
501,7,6,2021,7/6/2021,41.37369077,-83.09475422,0,FM,NA,NA,,137.0476725,Targeted
502,7,6,2021,7/6/2021,41.37873291,-83.09502464,0,FM,NA,NA,,376.4494893,Targeted
503,7,6,2021,7/6/2021,41.36495023,-83.10724735,0,FM,NA,NA,,441.7526658,Targeted
504,7,7,2021,7/7/2021,41.40083992,-83.09795133,0,UM,NA,NA,,378.974355,Targeted
505,7,7,2021,7/7/2021,41.39404808,-83.10585659,0,UM,NA,NA,,457.5534273,Targeted
506,7,7,2021,7/7/2021,41.38676,-83.08579,0,UM,NA,NA,,484.5272035,Targeted
507,7,7,2021,7/7/2021,41.37046,-83.10111,0,FM,NA,NA,,501.791703,Targeted
508,7,7,2021,7/7/2021,41.36477,-83.10745,0,FM,NA,NA,,459.4220766,Targeted
509,7,7,2021,7/7/2021,41.43779342,-83.03218334,0,M,NA,NA,,1454.655647,Targeted
510,7,7,2021,7/7/2021,41.43836283,-83.03826887,0,M,NA,NA,,903.6402187,Targeted
511,7,7,2021,7/7/2021,41.43694273,-83.03610793,0,M,NA,NA,,651.1900935,Targeted
512,7,8,2021,7/8/2021,41.4093,-83.07849,0,LM,NA,NA,,464.7109136,Targeted
513,7,8,2021,7/8/2021,41.40307,-83.08476,0,LM,NA,NA,,524.3170159,Targeted
514,7,8,2021,7/8/2021,41.39143,-83.10295,1,UM,NA,NA,,316.8237884,Targeted
515,7,8,2021,7/8/2021,41.44929269,-83.02577134,0,M,NA,NA,,197.1242124,Targeted
516,7,8,2021,7/8/2021,41.44118138,-83.0305707,0,M,NA,NA,,558.426611,Targeted
517,7,9,2021,7/9/2021,41.38613,-83.0949,0,UM,NA,NA,,302.0171426,Targeted
518,7,9,2021,7/9/2021,41.3794,-83.09506,0,FM,NA,NA,,505.4827613,Targeted
519,7,12,2021,7/12/2021,41.39116,-83.10307,1,UM,NA,NA,,920.9106189,Targeted
520,7,12,2021,7/12/2021,41.3879,-83.08579,0,UM,NA,NA,,706.3595527,Targeted
521,7,12,2021,7/12/2021,41.38663,-83.09369,0,UM,NA,NA,,480.1107565,Targeted
522,7,12,2021,7/12/2021,41.37064844,-83.09551453,0,FM,NA,NA,,213.8230768,Targeted
523,7,12,2021,7/12/2021,41.374,-83.095,0,FM,NA,NA,,113.1511823,Targeted
524,7,12,2021,7/12/2021,41.36143396,-83.10027889,0,FM,NA,NA,,228.4773144,Targeted
525,7,12,2021,7/12/2021,41.36034827,-83.10061423,0,FM,NA,NA,,270.2670451,Targeted
526,7,13,2021,7/13/2021,41.42933952,-83.05896885,0,LM,NA,NA,,478.0918257,Bait_Attractant
527,7,13,2021,7/13/2021,41.42231599,-83.06925101,0,LM,NA,NA,,334.5582498,Bait_Attractant
528,7,13,2021,7/13/2021,41.42032808,-83.07759416,0,LM,NA,NA,,495.6865541,Bait_Attractant
529,7,14,2021,7/14/2021,41.39259,-83.1071,0,UM,NA,NA,,383.6203173,Targeted
530,7,14,2021,7/14/2021,41.39070697,-83.10341776,1,UM,NA,NA,,141.8397515,Targeted
531,7,14,2021,7/14/2021,41.38668,-83.09345,0,UM,NA,NA,,488.197241,Targeted
532,7,14,2021,7/14/2021,41.3636122,-83.10637854,0,FM,NA,NA,,370.4766049,Targeted
