month,day,year,cdate,lat,long,count,segment,dischcf,dischcm,discbins,efish_distance
6,22,2021,6/22/2021,41.38679,-83.38595,0,UM,,,,580.8976722
6,22,2021,6/22/2021,41.37603,-83.09498,0,FM,,,,367.9821603
6,22,2021,6/22/2021,41.37965,-83.09534,0,FM,,,,392.110708
6,22,2021,6/22/2021,41.38059303,-83.09575405,0,FM,,,,865.5748861
6,23,2021,6/23/2021,41.39325,-83.10705,0,UM,,,,964.0602844
6,23,2021,6/23/2021,41.39229,-83.10104,0,UM,,,,544.2007666
6,23,2021,6/23/2021,41.37029054,-83.10106129,0,FM,,,,631.3405241
6,23,2021,6/23/2021,41.36438251,-83.10679197,0,FM,,,,301.7625018
6,23,2021,6/23/2021,41.3612218,-83.1005512,1,FM,,,,86.88485808
6,24,2021,6/24/2021,41.42017947,-83.08167934,0,LM,,,,494.6826699
6,24,2021,6/24/2021,41.41966613,-83.07466554,0,LM,,,,539.8938682
6,24,2021,6/24/2021,41.37224762,-83.09519405,0,FM,,,,455.2068112
6,24,2021,6/24/2021,41.43747,-83.04286,0,M,,,,407.6809679
6,24,2021,6/24/2021,41.43242,-83.04298,0,M,,,,285.1140009
6,29,2021,6/29/2021,41.39416115,-83.10701374,0,UM,,,,212.2732175
6,29,2021,6/29/2021,41.39481153,-83.10649885,0,UM,,,,185.3689829
6,29,2021,6/29/2021,41.3765693,-83.09537137,0,FM,,,,344.341557
6,30,2021,6/30/2021,41.35152242,-83.11184361,0,FM,,,,247.8531795
6,30,2021,6/30/2021,41.35774139,-83.10193676,0,FM,,,,158.9423177
6,30,2021,6/30/2021,41.39431589,-83.10680335,0,UM,,,,575.3102558
6,30,2021,6/30/2021,41.4481496,-83.02800064,0,M,,,,682.3086805
6,30,2021,6/30/2021,41.42456389,-83.05030591,0,M,,,,418.4671855
6,30,2021,6/30/2021,41.42983517,-83.05843028,0,LM,,,,434.1327001
7,1,2021,7/1/2021,14.35081,-83.11122,1,FM,,,,2811.458595
7,6,2021,7/6/2021,41.41807729,-83.08668588,0,LM,,,,40.03872814
7,6,2021,7/6/2021,41.41766632,-83.08626282,0,LM,,,,325.0069204
7,6,2021,7/6/2021,41.39283625,-83.10696172,0,UM,,,,419.6591764
7,6,2021,7/6/2021,41.36490349,-83.10674047,0,FM,,,,607.2487881
7,6,2021,7/6/2021,41.36192145,-83.10118921,0,FM,,,,396.7311781
7,7,2021,7/7/2021,41.4531487,-83.021845,0,M,,,,692.6798633
7,7,2021,7/7/2021,41.43994812,-83.03126154,0,M,,,,986.6974423
7,7,2021,7/7/2021,41.44040203,-83.03108397,0,M,,,,931.1259668
7,9,2021,7/9/2021,41.3853797,-83.087097,1,UM,,,,1323.537509
7,9,2021,7/9/2021,41.3928775,-83.0926116,0,UM,,,,1066.016614
7,9,2021,7/9/2021,41.4135823,-83.0848862,0,LM,,,,469.172647
7,9,2021,7/9/2021,41.4024984,-83.0868037,0,LM,,,,583.7174216
7,9,2021,7/9/2021,41.4024654,-83.0862662,0,UM,,,,1228.563029
7,9,2021,7/9/2021,41.3966295,-83.1026923,0,UM,,,,1165.585261
7,9,2021,7/9/2021,41.3914956,-83.1025786,0,UM,,,,714.4642837
7,9,2021,7/9/2021,41.3929631,-83.0921751,0,UM,,,,548.017859
7,9,2021,7/9/2021,41.3872825,-83.085517,0,UM,,,,1270.660951
7,9,2021,7/9/2021,41.3863499,-83.0851755,0,UM,,,,1317.919138
7,9,2021,7/9/2021,41.3674,-83.10711,0,FM,,,,619.9354578
7,9,2021,7/9/2021,41.36046,-83.10026,0,FM,,,,679.0780639
7,9,2021,7/9/2021,41.35199,-83.11082,0,FM,,,,730.6665287
7,10,2021,7/10/2021,41.4023539,-83.0878252,0,LM,,,,1131.773562
7,10,2021,7/10/2021,41.3854976,-83.0872565,0,UM,,,,1904.550819
7,10,2021,7/10/2021,41.3582002,-83.1014564,0,FM,,,,637.5829764
7,10,2021,7/10/2021,41.3585659,-83.100308,0,FM,,,,1856.304804
7,10,2021,7/10/2021,41.3509741,-83.1112213,0,FM,,,,925.1150137
7,10,2021,7/10/2021,41.3422884,-83.1093514,0,FM,,,,1086.558086
7,11,2021,7/11/2021,41.3511313,-83.1111701,0,FM,,,,1048.478009
7,11,2021,7/11/2021,41.3505422,-83.1111296,0,FM,,,,926.4621665
7,11,2021,7/11/2021,41.3568724,-83.1043093,0,FM,,,,861.1688869
7,11,2021,7/11/2021,41.3420642,-83.1091347,1,FM,,,,41.16906044
7,11,2021,7/11/2021,41.3434833,-83.1092484,0,FM,,,,911.064049
7,12,2021,7/12/2021,41.4021569,-83.086589,0,LM,,,,1576.146372
7,12,2021,7/12/2021,41.37419,-83.09518,0,FM,,,,1013.079395
7,12,2021,7/12/2021,41.36740512,-83.10699084,0,FM,,,,484.9089954
7,12,2021,7/12/2021,41.68834752,-83.39901286,0,FM,,,,580.8976722
7,12,2021,7/12/2021,41.35228399,-83.11092455,0,FM,,,,459.7366295
7,12,2021,7/12/2021,41.35184,-83.1113472,0,FM,,,,538.3245427
7,12,2021,7/12/2021,41.3506926,-83.1130847,0,FM,,,,994.0448442
7,12,2021,7/12/2021,41.3420251,-83.109328,0,FM,,,,1066.242077
7,13,2021,7/13/2021,41.34152,-83.10966,0,FM,,,,633.4293802
7,14,2021,7/14/2021,41.41515,-83.08626,0,LM,,,,339.3518316
7,14,2021,7/14/2021,41.38574,-83.08754,0,UM,,,,302.3597874
7,14,2021,7/14/2021,41.37419685,-83.09493471,0,FM,,,,75.80935987
7,14,2021,7/14/2021,41.37027,-83.10182,0,FM,,,,807.9865416
7,14,2021,7/14/2021,41.35257,-83.10619,0,FM,,,,421.2907398
7,14,2021,7/14/2021,41.35908,-83.10099,0,FM,,,,446.7064419
7,14,2021,7/14/2021,41.35593,-83.10455,0,FM,,,,741.5826203
7,19,2021,7/19/2021,41.34174,-83.10956,1,FM,,,,1119.726863
7,19,2021,7/19/2021,41.34174,-83.10956,0,FM,,,,1119.726863
7,19,2021,7/19/2021,41.34174,-83.10956,0,FM,,,,1072.344665
7,19,2021,7/19/2021,41.34174,-83.10956,0,FM,,,,1161.05721
7,20,2021,7/20/2021,41.41328811,-83.08395784,0,LM,,,,313.0319108
7,20,2021,7/20/2021,41.38983,-83.10199,1,UM,,,,607.2238824
7,20,2021,7/20/2021,41.39368,-83.10708,0,UM,,,,1114.059149
7,20,2021,7/20/2021,41.39415411,-83.10741334,0,UM,,,,871.3320508
7,20,2021,7/20/2021,41.39045196,-83.10277874,0,UM,,,,722.5640893
7,20,2021,7/20/2021,41.41883639,-83.07113121,0,LM,,,,734.699052
7,29,2021,7/29/2021,41.39426269,-83.1063952,0,UM,,,,182.2711284
7,29,2021,7/29/2021,41.39205113,-83.10221029,0,UM,,,,399.9524472
7,29,2021,7/29/2021,41.39400992,-83.09568637,0,UM,,,,1454.523573
7,29,2021,7/29/2021,41.39405124,-83.09466208,0,UM,,,,1376.291047
7,29,2021,7/29/2021,41.37948751,-83.09564396,0,FM,,,,939.8720889
7,29,2021,7/29/2021,41.37896866,-83.09520126,0,FM,,,,884.6481465
7,29,2021,7/29/2021,41.36991177,-83.10253863,0,FM,,,,485.9152603
7,29,2021,7/29/2021,41.37003426,-83.10201977,0,FM,,,,519.1427156
8,2,2021,8/2/2021,41.41704,-83.08571,0,LM,,,,546.8172749
