DATE,Upurp,Utot,AM.UTP,GM.UTP
2-Aug-93,0,0,9.449999928,8.932958295
2-Aug-93,0,2,10.9000001,10.89265817
2-Aug-93,0,5,11.12500024,9.944096076
2-Aug-93,0,0,11.20000029,11.03766307
2-Aug-93,0,0,11.64999962,11.18749262
2-Aug-93,0,0,12.95000005,11.70042742
2-Aug-93,1,1,13.82500029,11.97385767
2-Aug-93,0,0,14,13.99964285
2-Aug-93,0,2,14.5,13.93735986
2-Aug-93,0,0,17.55000019,15.84297964
2-Aug-93,0,0,18.84999943,18.74886608
2-Aug-93,0,1,19.4000001,17.62810271
2-Aug-93,0,0,21.94999981,21.91985379
2-Aug-93,0,0,22.40000057,20.37817514
2-Aug-93,0,0,23.25,21.69884775
2-Aug-93,0,1,23.27500057,20.4766734
2-Aug-93,0,0,24.9000001,22.67047391
2-Aug-93,0,0,25.75,25.74956311
2-Aug-93,0,0,25.82500005,23.42729542
2-Aug-93,0,0,26.80000019,26.77312105
2-Aug-93,0,0,28.26666609,16.07624024
2-Aug-93,0,0,29.15000057,25.42951054
2-Aug-93,0,0,29.9000001,27.22178538
2-Aug-93,0,0,32.64999962,32.6453668
2-Aug-93,0,0,32.64999962,32.15742495
2-Aug-93,0,0,34.57499933,31.82447745
2-Aug-93,0,0,34.95000076,34.94195263
2-Aug-93,0,0,37.20000076,31.041747
2-Aug-93,0,0,40.45000076,33.78076467
2-Aug-93,0,2,40.60000038,40.46566475
2-Aug-93,0,0,41.49999905,38.65539986
2-Aug-93,0,0,45.06666692,42.01903941
2-Aug-93,0,0,51.30000114,50.52207561
2-Aug-93,0,0,64.69999981,59.17251407
2-Aug-93,0,0,72.27499866,68.45104424
2-Aug-93,0,0,76.09999847,74.87489439
16-Dec-93,0,0,7.36,3.66303878
16-Dec-93,0,0,7.9,3.619840681
16-Dec-93,0,1,8.025,6.068491876
16-Dec-93,0,2,8.475,6.261918091
16-Dec-93,0,9,8.566666667,8.260410488
16-Dec-93,0,6,9.133333333,9.083155249
16-Dec-93,0,0,9.32,3.310741343
16-Dec-93,0,16,9.6,9.523568443
16-Dec-93,0,3,9.775,6.820979919
16-Dec-93,0,10,9.875,8.148903964
16-Dec-93,0,5,10.625,4.020606621
16-Dec-93,0,6,11.375,6.231772158
16-Dec-93,11,11,13.2,13.88125763
16-Dec-93,0,14,13.4,10.69900128
16-Dec-93,0,0,13.46,5.695088062
16-Dec-93,0,0,14.76,7.676631145
16-Dec-93,0,3,15.06666667,13.84273318
16-Dec-93,0,3,15.4,9.773177251
16-Dec-93,0,0,16.4,7.930832978
16-Dec-93,0,1,16.425,8.285871173
16-Dec-93,0,0,17.18,10.42367777
16-Dec-93,0,0,17.5,10.78334958
16-Dec-93,0,0,17.62,9.788029851
16-Dec-93,0,0,18.775,11.12866668
16-Dec-93,0,0,20.54,12.33935464
16-Dec-93,0,0,22.475,16.10627627
16-Dec-93,0,0,25.275,10.97579358
16-Dec-93,0,0,29.5,18.45598145
16-Dec-93,0,0,30.6,11.77658076
16-Dec-93,0,0,31.05,9.954420421
16-Dec-93,0,0,32.06,18.37944678
16-Dec-93,0,0,34.54,18.78287005
16-Dec-93,0,0,43.8,21.84770375
16-Dec-93,0,0,49.66666667,45.29267019
16-Dec-93,0,0,51.24,23.01612127
16-Dec-93,0,0,110.05,36.76444071
10-Apr-94,3,11,4.92,4.480692757
10-Apr-94,0,2,5.18,5.515384615
10-Apr-94,0,14,5.266666667,2.80336896
10-Apr-94,0,12,5.4,3.418335951
10-Apr-94,0,13,5.82,4.924633498
10-Apr-94,1,1,5.916666667,2.600670399
10-Apr-94,0,17,6.016666667,3.514997653
10-Apr-94,0,0,7.32,8.491287652
10-Apr-94,12,12,8.72,7.888370752
10-Apr-94,0,14,8.975,8.291255623
10-Apr-94,10,10,8.98,4.460761875
10-Apr-94,17,17,9.15,8.656246756
10-Apr-94,0,8,11.35,9.969252681
10-Apr-94,0,4,12.68333333,7.871987202
10-Apr-94,0,0,13.6,8.379859991
10-Apr-94,0,0,14.05,9.194872027
10-Apr-94,0,0,14.08,9.374391263
10-Apr-94,5,11,14.38,8.174691881
10-Apr-94,2,5,14.45,9.112180459
10-Apr-94,2,6,16.38,8.892319298
10-Apr-94,6,12,18.5,15.1745563
10-Apr-94,0,0,18.95,13.32435673
10-Apr-94,0,0,19.74,9.005980294
10-Apr-94,0,0,20.41666667,8.784495924
10-Apr-94,0,0,29.74,20.37088312
10-Apr-94,0,0,30.88,20.47070164
10-Apr-94,0,0,32.16,16.75215182
10-Apr-94,0,0,35.06666667,15.18603856
10-Apr-94,0,0,36.11666667,15.80580048
10-Apr-94,0,0,36.81666667,20.37710074
10-Apr-94,0,0,38,36.92480434
10-Apr-94,0,0,38.56666667,16.62590797
10-Apr-94,0,0,44.38,20.18119817
18-Aug-94,16,16,10.31666676,9.896878112
18-Aug-94,18,20,10.81666676,9.83067568
18-Aug-94,11,11,10.95000013,10.44349112
18-Aug-94,10,10,11.11666671,10.5222252
18-Aug-94,12,14,11.44999989,9.82603346
18-Aug-94,1,3,11.8166666,11.13523168
18-Aug-94,11,11,11.94999989,10.81408507
18-Aug-94,7,7,13.26666665,12.08185172
18-Aug-94,18,18,13.80000019,12.09996391
18-Aug-94,1,1,15.23333327,12.02019124
18-Aug-94,10,11,15.3666664,11.93956926
18-Aug-94,6,14,18.26666657,15.71518354
18-Aug-94,1,1,19.85000006,16.9746013
18-Aug-94,20,21,23.38333337,21.8600542
18-Aug-94,0,0,25.10000022,21.98781091
18-Aug-94,0,0,27.23333327,24.16148149
18-Aug-94,5,10,28.10000006,26.62787548
18-Aug-94,0,8,28.74999951,13.61318345
18-Aug-94,6,15,29.58333333,22.39025723
18-Aug-94,0,0,32.73333248,26.7033264
18-Aug-94,0,0,37.33333349,32.97432729
18-Aug-94,0,0,41.70000013,38.73511546
18-Aug-94,0,0,42.44999933,38.360838
18-Aug-94,2,6,49.58333397,37.5080437
18-Aug-94,0,2,50.69999949,39.85450944
18-Aug-94,0,0,50.84999959,32.73238013
18-Aug-94,0,0,54.03333441,41.01592039
18-Aug-94,1,1,59.39999946,36.4835472
18-Aug-94,0,0,61.06666629,58.01903542
18-Aug-94,0,0,85.28333282,59.17204012
18-Aug-94,0,0,92.26666705,73.35357606
18-Aug-94,0,0,94.48333168,79.27819219
18-Aug-94,0,0,97.53333282,71.27690116
18-Aug-94,0,0,104.4999975,64.30745644
18-Aug-94,0,0,163.7833329,76.25110343
18-Aug-94,0,2,338.9833263,71.51950263
30-Mar-95,11,12,3.5,3.464101615
30-Mar-95,0,0,3.5,3.464101615
30-Mar-95,4,4,3.5,3.464101615
30-Mar-95,6,18,3.5,3.464101615
30-Mar-95,3,3,3.5,3.464101615
30-Mar-95,1,2,4.05,4.049691346
30-Mar-95,16,18,4.1,3.774917218
30-Mar-95,2,2,4.3,4.224926035
30-Mar-95,15,15,4.35,4.135214626
30-Mar-95,2,3,5.15,5.041825066
30-Mar-95,2,2,5.9,5.896609195
30-Mar-95,1,1,6,5.196152423
25-Aug-95,20,20,6.04,5.513402855
25-Aug-95,5,5,6.466666667,6.078284315
25-Aug-95,3,3,7.0625,6.413494504
25-Aug-95,5,5,7.35,6.372248449
25-Aug-95,8,8,7.64,6.151855678
25-Aug-95,2,2,7.64375,7.126402194
25-Aug-95,11,13,7.7125,7.070087137
25-Aug-95,4,12,7.9125,7.493330598
25-Aug-95,5,7,7.981818182,7.052857509
25-Aug-95,6,6,8.261538462,7.232525968
25-Aug-95,9,9,8.625,6.885167674
25-Aug-95,1,1,8.70625,8.070301084
25-Aug-95,2,2,9.157894737,8.14115635
25-Aug-95,21,21,9.377777778,7.571550678
25-Aug-95,2,2,9.50625,9.078533558
25-Aug-95,12,18,9.633333333,8.280978425
25-Aug-95,7,7,9.738888889,7.506934523
25-Aug-95,9,9,9.886666667,8.910927656
25-Aug-95,9,11,9.894444444,8.359085209
25-Aug-95,16,34,9.95,8.460853397
25-Aug-95,2,10,10.17777778,8.385931066
25-Aug-95,7,7,10.38333333,8.568971177
25-Aug-95,1,2,10.54375,9.437188611
25-Aug-95,8,11,10.6625,7.84222441
25-Aug-95,2,4,10.6875,9.080250621
25-Aug-95,9,16,11.15,10.07764529
25-Aug-95,12,18,11.29090909,10.40142601
25-Aug-95,19,22,11.35,10.52373572
25-Aug-95,7,7,11.46666667,8.754643608
25-Aug-95,22,22,11.84375,9.408135068
25-Aug-95,1,3,12.0875,10.81130458
25-Aug-95,11,21,12.18888889,8.942631674
25-Aug-95,0,5,12.36875,11.09067369
25-Aug-95,12,18,12.41666667,10.33671759
25-Aug-95,0,0,12.65,10.30135914
25-Aug-95,13,13,12.74,11.36310447
25-Aug-95,7,12,13.275,10.86271491
25-Aug-95,15,15,13.275,11.81643131
25-Aug-95,0,6,13.375,8.910904893
25-Aug-95,10,10,13.5625,10.15148362
25-Aug-95,22,22,13.66923077,11.34303705
25-Aug-95,13,13,14.21,9.586730201
25-Aug-95,4,13,14.93333333,13.30391238
25-Aug-95,0,0,15.6,11.60783228
25-Aug-95,16,41,16,14.96194791
25-Aug-95,9,19,17.13333333,13.28995462
25-Aug-95,0,1,17.70909091,13.36098199
25-Aug-95,14,14,17.82727273,9.002831989
25-Aug-95,20,20,17.83125,12.83259263
25-Aug-95,0,0,18.07619048,14.03486284
25-Aug-95,0,0,18.51666667,15.48217739
25-Aug-95,0,0,18.6,13.65896018
25-Aug-95,3,3,19.00625,14.00613852
25-Aug-95,0,0,19.17222222,14.09370219
25-Aug-95,11,11,19.3,16.1320187
25-Aug-95,0,0,19.475,16.54927467
25-Aug-95,18,21,19.68333333,15.59055268
25-Aug-95,2,2,19.8375,13.8394918
25-Aug-95,0,0,21.71904762,17.16619356
25-Aug-95,18,19,22.2,17.15062631
25-Aug-95,2,2,22.23333333,17.87885318
25-Aug-95,0,0,22.33,20.00083588
25-Aug-95,0,3,22.86666667,13.93006161
25-Aug-95,0,0,23.08125,19.60580374
25-Aug-95,0,0,24.84487073,14.86120287
25-Aug-95,0,0,26.09375,17.44156289
25-Aug-95,0,0,26.65625,17.77419738
25-Aug-95,16,16,27.13846154,16.71464884
25-Aug-95,1,1,27.2,14.69762739
25-Aug-95,0,0,30.6875,17.19468828
25-Aug-95,0,0,33.075,22.55644441
25-Aug-95,0,0,33.46111111,22.87482532
25-Aug-95,6,9,33.84444444,21.83175101
25-Aug-95,7,10,34.59090909,20.39391412
25-Aug-95,0,0,36.08947368,24.91343805
25-Aug-95,0,0,36.90625,23.67335965
25-Aug-95,0,2,37.38421053,24.29172105
25-Aug-95,0,0,38.57894737,24.4433086
25-Aug-95,0,3,39.8047619,23.38570027
25-Aug-95,0,0,43.4625,28.97604644
25-Aug-95,0,0,46.32352941,28.03666669
25-Aug-95,0,0,53.7625,37.145383
25-Aug-95,0,0,54.1,34.90197997
25-Aug-95,0,0,57.18125,38.83475556
25-Aug-95,0,0,73.675,48.66401772
25-Aug-95,0,0,73.86842105,48.88862034
25-Aug-95,0,0,76.46,61.3621354
17-Jan-96,9,9,6.777777778,6.268954482
17-Jan-96,6,6,6.977777778,6.614153311
17-Jan-96,7,7,6.992307692,5.515053955
17-Jan-96,7,7,7.385,6.761719283
17-Jan-96,10,11,7.45,6.877057688
17-Jan-96,4,17,7.577777778,7.337877978
17-Jan-96,9,9,7.665,7.431839451
17-Jan-96,4,12,7.677777778,8.388455401
17-Jan-96,4,12,7.788888889,7.489139129
17-Jan-96,28,34,7.85,7.26549228
17-Jan-96,10,10,8.285,7.7598934
17-Jan-96,10,10,8.38,7.346207517
17-Jan-96,11,11,8.44375,7.39537971
17-Jan-96,4,8,8.5,8.084477217
17-Jan-96,5,12,8.55,7.936998903
17-Jan-96,14,17,8.588888889,8.472188228
17-Jan-96,2,5,8.745,7.555628671
17-Jan-96,37,45,8.78,7.626767001
17-Jan-96,3,8,8.83,8.196725225
17-Jan-96,7,7,8.84,7.627696128
17-Jan-96,32,39,8.988888889,8.402028736
17-Jan-96,16,35,9,8.655670158
17-Jan-96,19,22,9.123076923,8.305098836
17-Jan-96,5,5,9.265,8.252495114
17-Jan-96,8,32,9.446153846,8.297275008
17-Jan-96,27,31,9.725,9.236067428
17-Jan-96,16,76,10.20769231,9.417291215
17-Jan-96,15,15,10.55,7.797785413
17-Jan-96,0,22,10.55555556,9.595024057
17-Jan-96,12,12,11.03333333,9.59022801
17-Jan-96,26,30,11.43076923,10.38200992
17-Jan-96,2,2,11.49230769,9.246119458
17-Jan-96,25,33,11.575,9.049252306
17-Jan-96,1,1,11.77777778,9.807850607
17-Jan-96,7,13,12.4,11.32923059
17-Jan-96,6,6,12.83333333,10.76247136
17-Jan-96,6,6,13.15384615,10.50765762
17-Jan-96,6,7,13.32222222,10.73167906
17-Jan-96,6,7,13.85833333,8.7187896
17-Jan-96,13,13,14.48461538,10.65882248
17-Jan-96,4,4,15.56666667,11.7690789
17-Jan-96,2,2,16.08,11.84350319
17-Jan-96,0,0,17.01052632,12.9729809
17-Jan-96,12,12,17.1,13.9982481
17-Jan-96,25,29,17.40666667,9.61076012
17-Jan-96,16,18,17.43333333,13.17999593
17-Jan-96,0,5,18,15.59556397
17-Jan-96,0,11,18.14375,15.95500706
17-Jan-96,1,1,18.165,13.21044233
17-Jan-96,0,0,19.75625,14.62821292
17-Jan-96,0,0,20.28947368,13.65186541
17-Jan-96,3,3,20.53846154,9.455357407
17-Jan-96,4,6,20.75555556,15.38039068
17-Jan-96,0,0,20.88421053,14.18348487
17-Jan-96,17,17,21.3,17.61428407
17-Jan-96,21,23,21.345,12.9961945
17-Jan-96,0,3,21.69375,19.28277315
17-Jan-96,9,9,22.47692308,9.249602143
17-Jan-96,12,12,23.35,13.91312588
17-Jan-96,0,0,24.25555556,15.96406748
17-Jan-96,10,10,24.445,15.95355044
17-Jan-96,1,3,25.195,18.24788519
17-Jan-96,0,0,25.38,15.72355834
17-Jan-96,8,8,27.92222222,12.29919504
17-Jan-96,0,0,28.105,19.43070467
17-Jan-96,32,32,29.47777778,17.26848987
17-Jan-96,3,8,30.47777778,16.3399464
17-Jan-96,0,0,30.775,16.09360933
17-Jan-96,0,0,31.8375,19.43550742
17-Jan-96,6,6,31.8875,20.19022082
17-Jan-96,0,2,32.48,21.92329327
17-Jan-96,0,0,33.46666667,18.75807181
17-Jan-96,0,0,35.04375,27.42121075
17-Jan-96,0,0,35.67,24.7720791
17-Jan-96,0,0,36.525,29.32851196
17-Jan-96,0,0,39.4875,19.98299016
17-Jan-96,0,0,40.88,20.3225767
17-Jan-96,14,14,46.71,19.61694068
17-Jan-96,0,0,50.14375,25.21746197
17-Jan-96,0,0,51.16,30.69172889
17-Jan-96,0,0,57.65789474,21.88163058
17-Jan-96,0,0,59.6375,41.23625687
17-Jan-96,0,0,60.475,37.65429512
17-Jan-96,8,8,63.69375,42.74605952
17-Jan-96,0,0,66.23,27.35775316
17-Jan-96,0,0,69.265,45.24258348
17-Jan-96,19,19,71.53125,23.82988946
27-Mar-96,35,37,9.15,8.16790608
27-Mar-96,17,19,9.208333333,8.636002856
27-Mar-96,10,15,10.025,11.15523742
27-Mar-96,3,13,10.225,9.840170872
27-Mar-96,6,6,10.35833333,9.11396704
27-Mar-96,2,15,10.5,9.647366384
27-Mar-96,11,15,10.535,8.953911044
27-Mar-96,24,26,10.805,9.451917702
27-Mar-96,4,11,10.82,9.827369711
27-Mar-96,14,19,10.91333333,9.904115167
27-Mar-96,7,16,10.9625,10.19435272
27-Mar-96,5,9,11.125,10.48892222
27-Mar-96,25,25,11.135,10.14770462
27-Mar-96,3,3,11.15,10.45964174
27-Mar-96,49,54,11.235,9.874205196
27-Mar-96,3,84,11.275,9.874003761
27-Mar-96,12,12,11.305,9.785261206
27-Mar-96,10,10,11.5,10.55839091
27-Mar-96,6,14,11.67,10.85603298
27-Mar-96,12,18,11.7375,11.19360434
27-Mar-96,10,15,11.8125,10.92473607
27-Mar-96,5,5,11.84,10.5976106
27-Mar-96,64,72,12.025,10.60006727
27-Mar-96,4,20,12.9125,11.48265741
27-Mar-96,5,5,13.305,10.87885027
27-Mar-96,20,29,13.4,12.30315424
27-Mar-96,8,24,13.95,12.02547229
27-Mar-96,28,39,14.12,10.91495481
27-Mar-96,26,55,15.34166667,13.78681544
27-Mar-96,7,53,16.125,14.92592757
27-Mar-96,15,36,16.44166667,13.91411543
27-Mar-96,45,61,16.6375,14.84980837
27-Mar-96,18,59,17.75,15.97969156
27-Mar-96,10,14,19.03333333,15.44649927
27-Mar-96,12,53,20.54,17.08719702
27-Mar-96,14,22,21.0375,17.6606115
27-Mar-96,1,1,21.825,16.3185264
27-Mar-96,3,20,22.45,19.9051856
27-Mar-96,10,10,23.4875,20.90422638
27-Mar-96,7,20,24.0875,20.56332642
27-Mar-96,27,34,24.675,22.32760909
27-Mar-96,0,4,25,14.90172145
27-Mar-96,17,27,25.74166667,17.4456759
27-Mar-96,17,22,25.93333333,11.82825147
27-Mar-96,11,42,26.125,20.89367344
27-Mar-96,0,0,27.09166667,17.18329988
27-Mar-96,2,4,27.58421053,19.72455471
27-Mar-96,5,8,27.6125,25.76290122
27-Mar-96,0,0,30.325,24.69196072
27-Mar-96,0,0,32.155,24.3460822
27-Mar-96,6,8,32.50526316,20.86500021
27-Mar-96,22,30,34.3375,18.05244993
27-Mar-96,15,21,34.35,28.16585051
27-Mar-96,0,0,34.41578947,24.39863968
27-Mar-96,0,0,34.48,23.34780023
27-Mar-96,4,17,35.34375,31.0422525
27-Mar-96,0,0,37.5125,29.51253823
27-Mar-96,0,0,38.645,28.0581193
27-Mar-96,3,8,40.4,31.3423511
27-Mar-96,0,0,41.11,29.0440727
27-Mar-96,0,0,41.39375,34.13268131
27-Mar-96,0,0,42.035,26.1086953
27-Mar-96,0,0,42.13,32.9496386
27-Mar-96,0,0,42.13684211,27.99644067
27-Mar-96,0,0,42.64285714,36.44059273
27-Mar-96,0,0,42.74,27.73211021
27-Mar-96,1,4,43.0625,29.22636505
27-Mar-96,0,0,44.5125,38.47699153
27-Mar-96,2,2,44.975,29.96577468
27-Mar-96,0,0,48.07,23.96428057
27-Mar-96,1,1,50.55625,41.3603408
27-Mar-96,0,0,53.355,35.21716649
27-Mar-96,0,0,54.32105263,41.29365009
27-Mar-96,2,8,61.505,34.58761548
27-Mar-96,0,0,62.57,36.4499012
27-Mar-96,0,0,64.60625,42.04055677
27-Mar-96,0,1,66.095,23.34983519
27-Mar-96,0,0,66.80666667,58.24077121
27-Mar-96,0,0,67.39375,51.20177411
27-Mar-96,0,10,71.16875,34.30722404
27-Mar-96,0,0,71.95625,34.20240259
27-Mar-96,0,0,80.985,47.8305175
27-Mar-96,0,0,82.165,45.67356004
27-Mar-96,1,1,86.4375,48.60981237
27-Mar-96,0,0,96.02,55.3203258
27-Mar-96,0,0,115.125,77.94077629
13-Aug-96,21,29,8.900000022,8.339242282
13-Aug-96,17,18,8.92307707,8.533354322
13-Aug-96,32,32,9.253846169,8.679847739
13-Aug-96,23,31,9.592307714,8.784047829
13-Aug-96,16,21,9.799999972,8.472884086
