Province,Type,NWRFD,NWRSD,PlanningZone,Longitude,Latitude,Magnitude,ServedPeople,Quantity,As,Note1,F,Note4,Copper,Note7,City.num,Name.num
Shanxi,stream,D,D050000,5,111.905,36.825,medium,1.131770412,40,NA,,NA,,NA,,143,1925
Shanxi,stream,D,D060000,5,111.69,35.33,medium,1,30,0.005,<,1,,NA,,342,3220
Shanxi,reservoir,D,D050000,5,111.25,35.11,medium,2.5,24,0.005,,0.51,,0.001,<,342,3482
Shanxi,reservoir,D,D050000,5,110.05,34.06666667,medium,2.8,120,0.012,,0.4,,NA,,342,1206
Shanxi,reservoir,D,D040000,5,111.2,37.28333333,medium,NA,47.98,NA,,NA,,NA,,185,335
Shanxi,groundwater,D,D050000,5,112.503,37.991,xlarge,96.10592749,14493.6,0.00159,,NA,,NA,,264,1670
Shanxi,groundwater,D,D050000,5,112.456,37.955,xlarge,44.56877111,6721.3538,0.00118,,NA,,NA,,264,3449
Shanxi,groundwater,D,D050000,5,112.488,37.772,large,8.779340398,1324,0.01,<,0.5,,0.01,<,264,3023
Shanxi,groundwater,D,D050000,5,112.643,37.855,medium,1.989276525,300,NA,,NA,,NA,,264,3034
Shanxi,groundwater,D,D050000,5,112.446,37.848,small,0.484057288,73,0.02,<,0.39,,0.05,<,264,3435
Shanxi,groundwater,D,D050000,5,112.568,37.732,medium,3.711923687,559.79,0.005,<,0.51,,0.1,<,264,3563
Shanxi,groundwater,D,D050000,5,112.472,37.939,small,0.26523687,40,NA,,NA,,NA,,264,1435
Shanxi,groundwater,D,D050000,5,112.332,37.627,medium,4.51,570,0.05,<,0.9,,1,<,264,2527
Shanxi,groundwater,D,D050000,5,112.666,38.061,medium,2.14,120.45,NA,,0.087,,NA,,264,3792
Shanxi,groundwater,D,D050000,5,111.793,38.073,medium,1.78,72,NA,,NA,,NA,,264,1945
Shanxi,groundwater,D,D050000,5,111.838,38.112,small,0.29,750,NA,,NA,,NA,,264,1438
Shanxi,groundwater,D,D050000,5,112.152,37.909,large,6,324,NA,,NA,,NA,,264,995
Shanxi,groundwater,C,C020000,5,113.32,40.14,xlarge,36,3648,0.0033,,0.47,,0.008,<,54,4271
Shanxi,groundwater,C,C020000,5,113.33,40.07,large,6,1018.34,0.0021,,0.77,,0.008,<,54,4273
Shanxi,groundwater,C,C020000,5,113.2,40.04,large,8.69,634,0.005,<,0.6,,0.1,<,54,3169
Shanxi,groundwater,C,C020000,5,113.42,40.13,large,5,594,0.0009,<,0.52,,0.008,<,54,4276
Shanxi,groundwater,C,C020000,5,113.3,40.13,large,10,520.53,NA,,0.4,,NA,,54,3122
Shanxi,groundwater,C,C020000,5,113.22,40.06,xlarge,20,435.91,0.002,,0.65,,0.008,<,54,4274
Shanxi,groundwater,C,C020000,5,113.38,40.06,large,5,414,0.002,,0.71,,0.009,,54,4272
Shanxi,groundwater,C,C020000,5,113.29,40.13,medium,2.3,380.75,0.007,<,0.28,,0.008,<,54,2698
Shanxi,groundwater,C,C020000,5,113.21,40.06,small,0.8,310.11,NA,,NA,,NA,,54,3833
Shanxi,groundwater,C,C020000,5,113.13,39,medium,3.78,290,0.005,<,0.7,,0.05,<,54,3170
Shanxi,groundwater,C,C020000,5,113.42,39.98,medium,1,289,0.0009,<,1.43,,0.014,,54,4275
Shanxi,groundwater,C,C020000,5,113.25,40.01,medium,3.61,285,0.005,<,0.8,,0.1,<,54,3168
Shanxi,groundwater,C,C020000,5,113.12,39.95,medium,4.46,227,0.005,<,0.6,,0.1,<,54,3171
Shanxi,groundwater,C,C020000,5,113.14,39.98,large,5,218,0.0045,,0.81,,0.008,<,54,4278
Shanxi,groundwater,C,C020000,5,113.11,39.98,small,0.6,187.56,0.007,<,0.2,,0.008,<,54,2916
Shanxi,groundwater,C,C020000,5,113.28,40.13,small,0.5,150.58,NA,,NA,,NA,,54,3165
Shanxi,groundwater,C,C020000,5,113.21,40.05,medium,1,127,0.007,<,0.72,,0.008,<,54,1354
Shanxi,groundwater,C,C020000,5,113.19,40.04,medium,1,92.5,0.007,<,0.24,,0.0037,,54,305
Shanxi,groundwater,C,C020000,5,113.2,40.23,small,0.76,150,NA,,NA,,NA,,54,341
Shanxi,groundwater,C,C020000,5,113.1,40.22,small,0.6,3770,NA,,NA,,NA,,54,363
Shanxi,groundwater,C,C020000,5,113.15,40.21,small,0.6,984.65,NA,,NA,,NA,,54,383
Shanxi,groundwater,C,C020000,5,113.11,40.2,small,0.5,270.5,NA,,NA,,NA,,54,1638
Shanxi,groundwater,C,C020000,5,113,40.17,medium,2.28,49,NA,,NA,,NA,,54,3646
Shanxi,groundwater,C,C020000,5,113.75,40.27,large,7,190,NA,,NA,,NA,,54,1904
Shanxi,groundwater,C,C020000,5,113.88,40.15,medium,4.8,365,0.009,<,0.96,,0.07,,54,1000
Shanxi,groundwater,C,C020000,5,114.1,39.8,medium,2.6,47,NA,,NA,,NA,,54,2379
Shanxi,groundwater,C,C020000,5,114.25,39.75,medium,2.2,43,NA,,NA,,NA,,54,3401
Shanxi,groundwater,C,C030000,5,114.21,39.48,medium,3.2,155,0.02,<,0.17,,NA,,54,637
Shanxi,groundwater,C,C030000,5,114.42,39.46,medium,1.2,100.6,0.02,<,0.17,,NA,,54,1752
Shanxi,groundwater,C,C020000,5,113.67,39.62,large,10.2,266,NA,,0.05,<,NA,,54,349
Shanxi,groundwater,C,C020000,5,112.38,39.44,medium,2.5,54.75,NA,,0.91,,0.1,<,54,633
Shanxi,groundwater,C,C020000,5,112.39,39.45,medium,1.66,27.25,NA,,0.58,,0.1,<,54,4235
Shanxi,groundwater,C,C020000,5,113.3,39.5,medium,2.6,55,0.01,<,0.85,,0.04,<,54,899
Shanxi,groundwater,C,C020000,5,113.3,39.5,medium,1.2,37,NA,,1.68,,0.04,<,54,2254
Shanxi,groundwater,C,C020000,5,113.3,39.5,medium,1,25,0.01,<,0.85,,0.04,<,54,2921
Shanxi,groundwater,C,C030000,5,113.8805,42.1138,large,10,2098.86,NA,,0.07,,NA,,324,3794
Shanxi,groundwater,C,C030000,5,113.6041,38.1541,medium,2,633.52,NA,,NA,,0.011,,324,3870
Shanxi,groundwater,C,C030000,5,113.4777,37.87,medium,1,340,NA,,NA,,0.0411,,324,3661
Shanxi,groundwater,C,C030000,5,113.5611,38.06,medium,2,1010.7,NA,,NA,,0.014,,324,2623
Shanxi,groundwater,C,C030000,5,113.3363,38.12,medium,3,90.97,NA,,0.56,,0.0304,,324,3878
Shanxi,groundwater,C,C030000,5,113.8944,38.03,medium,4,1830,NA,,NA,,0.014,,324,2380
Shanxi,groundwater,C,C030000,5,113.3188,38.43,medium,4,180,NA,,0.02,,0.0255,,324,3681
Shanxi,groundwater,C,C030000,5,113.5138,38.9,medium,3,180,NA,,NA,,NA,,324,3279
Shanxi,groundwater,C,C030000,5,113.4638,38.89,medium,1,180,NA,,NA,,0.008,<,324,1538
Shanxi,groundwater,C,C030000,5,113.38,36.4,xlarge,39.4,2553,0.03,<,0.399,,0.01,<,351,2830
Shanxi,groundwater,C,C030000,5,113.08,36.32,large,7.33,231.35,0.1309,,0.452,,0.001,<,351,4057
Shanxi,groundwater,C,C030000,5,113.1,36.3,medium,4.9,154.65,NA,,0.36,,NA,,351,4055
Shanxi,groundwater,C,C030000,5,113.03,35.98,large,5,115,0.01,<,0.35,,0.01,,351,4146
Shanxi,groundwater,C,C030000,5,112.97,36.5,medium,4.8,200,NA,,NA,,NA,,351,634
Shanxi,groundwater,C,C030000,5,113.18,36.53,small,0.69,20,NA,,NA,,NA,,351,3275
Shanxi,groundwater,C,C030000,5,113.03,36.52,small,0.15,5,NA,,NA,,NA,,351,1445
Shanxi,groundwater,C,C030000,5,112.47,36.22,medium,3.5,66,0.01,<,0.4,,0.05,<,351,3522
Shanxi,groundwater,C,C030000,5,113.45,36.2,medium,1.77,30.5,NA,,0.2,,NA,,351,2395
Shanxi,groundwater,C,C030000,5,113.45,36.37,small,0.81,9,NA,,0.3,,NA,,351,39
Shanxi,groundwater,C,C030000,5,113.37,36.5,medium,2.68,68,NA,,NA,,NA,,351,1730
Shanxi,groundwater,C,C030000,5,113.37,36.5,small,0.52,18.9,NA,,NA,,NA,,351,1729
Shanxi,groundwater,C,C030000,5,113.2,36.12,medium,2.6,75,NA,,NA,,NA,,351,4286
Shanxi,groundwater,C,C030000,5,113.17,35.08,medium,1.8,51,NA,,NA,,NA,,351,2431
Shanxi,groundwater,C,C030000,5,112.48,35.92,medium,1,65.5,NA,,0.64,,NA,,351,4147
Shanxi,groundwater,C,C030000,5,112.48,35.92,medium,3.5,55,0.01,<,0.33,,0.013,,351,1145
Shanxi,groundwater,C,C030000,5,112.43,36.65,medium,1.8,78,NA,,1,,NA,,351,3366
Shanxi,groundwater,C,C030000,5,112.43,36.65,small,0.19,10.2,NA,,0.8,,NA,,351,625
Shanxi,groundwater,C,C030000,5,112.43,36.65,small,0.18,10.1,NA,,1,,NA,,351,3473
Shanxi,groundwater,C,C030000,5,112.43,36.65,small,0.21,9.6,NA,,0.8,,NA,,351,3365
Shanxi,groundwater,C,C030000,5,112.43,36.65,small,0.22,8.7,NA,,1,,NA,,351,1254
Shanxi,groundwater,C,C030000,5,112.98,36.98,medium,3.5,80,NA,,NA,,NA,,351,3417
Shanxi,groundwater,D,D060000,5,112.33,36.53,medium,2.5,85,0.03,,0.309,,NA,,351,237
Shanxi,groundwater,C,C030000,5,113.38,36.4,large,9.6,1724,NA,,0.3,,NA,,351,1976
Shanxi,groundwater,C,C030000,5,113.18,36.33,small,0.5,96.9,NA,,NA,,NA,,351,1975
Shanxi,groundwater,C,C030000,5,113.22,36.33,small,NA,32,NA,,NA,,NA,,351,2837
Shanxi,groundwater,D,D060000,5,112.8555556,35.4954955,xlarge,20,2100,NA,,0.5,,NA,,142,2835
Shanxi,groundwater,D,D060000,5,112.8888889,35.54954955,large,5,1191,NA,,0.4,,0.007,,142,229
Shanxi,groundwater,D,D060000,5,112.9739,35.4478,large,9.8,232.4,NA,,0.2,,0.004,,142,1056
Shanxi,groundwater,D,D060000,5,112.0722,35.3925,medium,1.2,43,0.01,<,0.1,<,0.02,<,142,232
Shanxi,groundwater,D,D060000,5,112.081,35.4367,medium,1.2,26,NA,,NA,,NA,,142,3697
Shanxi,groundwater,D,D060000,5,112.1042,35.4136,medium,1.1,22,NA,,NA,,NA,,142,2974
Shanxi,groundwater,D,D060000,5,112.4222222,35.46846847,large,5,219,NA,,NA,,NA,,142,3769
Shanxi,groundwater,D,D060000,5,112.4333333,35.45945946,medium,3.48,464.44,NA,,0.8,,NA,,142,3770
Shanxi,groundwater,C,C030000,5,113.4689,35.6756,large,10,125,0.0012,,0.12,,0.0001,,142,2164
Shanxi,groundwater,D,D060000,5,112.7958,35.4597,medium,3.44,415,NA,,0.4,,0.008,<,142,2213
Shanxi,groundwater,D,D060000,5,112.9042,35.7708,large,7.05,359.3,NA,,0.4,,0.008,<,142,343
Shanxi,groundwater,C,C020000,5,112.4486111,39.38416667,large,5.5,420,0.001,<,0.44,,0.1,<,253,949
Shanxi,groundwater,C,C020000,5,112.3916667,39.29166667,medium,3.5,243,0.001,<,0.72,,0.1,<,253,2688
Shanxi,groundwater,C,C020000,5,112.55,39.36722222,medium,3.3,NA,NA,,0.76,,NA,,253,2755
Shanxi,groundwater,C,C020000,5,112.4430556,39.34722222,medium,3.1,NA,NA,,0.28,,NA,,253,2396
Shanxi,groundwater,C,C020000,5,112.2961111,39.54111111,large,5,90,0.0009,<,0.42,,0.008,<,253,2269
Shanxi,groundwater,C,C020000,5,112.2933333,39.54583333,medium,2.4,50,0.0009,<,0.6,,0.008,<,253,223
Shanxi,groundwater,C,C020000,5,112.8125,39.58333333,large,6,40,0.05,<,2.1,,1,<,253,238
Shanxi,groundwater,C,C020000,5,113.2680556,39.50555556,large,5.2,135,0.01,<,0.05,<,0.01,<,253,208
Shanxi,groundwater,D,D040000,5,113.3480556,39.9725,medium,4,54,0.0009,<,1.2,,0.01,<,253,3250
Shanxi,groundwater,C,C020000,5,113.6388889,39.7375,large,6,80,0.04,,0.63,,0.24,,253,3945
Shanxi,groundwater,C,C020000,5,113.6391667,39.73694444,medium,3.2,200,0.04,,0.63,,0.24,,253,224
Shanxi,groundwater,C,C020000,5,113.6380556,39.73583333,medium,3.2,90,0.04,,0.63,,0.24,,253,4167
Shanxi,groundwater,D,D050000,5,112.7138889,37.73333333,large,7.65711275,367,NA,,NA,,NA,,143,3992
Shanxi,groundwater,D,D050000,5,112.8963889,37.70444444,large,13.70769231,657,NA,,NA,,NA,,143,3448
Shanxi,groundwater,D,D050000,5,112.7113889,37.78722222,large,8.335194942,399.5,NA,,NA,,NA,,143,228
Shanxi,groundwater,C,C030000,5,112.9547222,37.09444444,medium,3.2,250,NA,,NA,,NA,,143,2235
Shanxi,groundwater,C,C030000,5,113.6852778,41.31944444,medium,2.8,65.7,NA,,NA,,NA,,143,3394
Shanxi,groundwater,C,C030000,5,113.7938889,37.44,medium,3.6,160,0.05,<,1,<,NA,,143,1144
Shanxi,groundwater,C,C030000,5,113.6227778,37.6175,medium,1.8,66,0.01,<,0.05,<,NA,,143,1219
Shanxi,groundwater,D,D050000,5,113.0911111,37.0875,medium,4.5,110,0.0004,,NA,,NA,,143,1321
Shanxi,groundwater,D,D050000,5,112.6441667,37.42361111,large,7.7275,130,NA,,NA,,NA,,143,1061
Shanxi,groundwater,D,D050000,5,112.3205556,37.35833333,medium,2.39,1493,NA,,0.05,<,NA,,143,2447
Shanxi,groundwater,D,D050000,5,112.1666667,37.07388889,large,6.2,0.38,0.002,,0.42,,NA,,143,2421
Shanxi,groundwater,D,D050000,5,111.8736111,36.89138889,large,5.347615198,189,NA,,NA,,NA,,143,1555
Shanxi,groundwater,D,D050000,5,111.7725,36.82388889,small,0.181083266,6.4,NA,,NA,,NA,,143,1062
Shanxi,groundwater,D,D050000,5,111.8233333,36.8575,small,0.339531124,12,NA,,NA,,NA,,143,3035
Shanxi,groundwater,D,D050000,5,110.9211111,36.97416667,large,6.311,451,NA,,2.5,,NA,,143,1490
Shanxi,groundwater,D,D050000,5,111.9513889,37.03055556,medium,4,100,NA,,NA,,NA,,143,3682
Shanxi,groundwater,C,C030000,5,112.7305556,38.32222222,large,8.823529412,500,0.00057,,0.78,,0.1,<,309,721
Shanxi,groundwater,C,C030000,5,112.7055556,38.41944444,large,6.176470588,350,0.0004,<,1.425,,0.1,<,309,368
Shanxi,groundwater,C,C030000,5,112.9611111,38.47777778,medium,3.5,66.7,0.01,,0.41,,0.02,,309,377
Shanxi,groundwater,C,C030000,5,113.2694444,38.70555556,medium,2.5,120,0.01,<,0.18,,0.02,<,309,2012
Shanxi,groundwater,C,C030000,5,112.9444444,39.075,medium,2,146,0.007,<,0.17,,0.01,,309,1246
Shanxi,groundwater,C,C030000,5,113.2888889,39.19444444,medium,2.8,76,0.01,,0.12,,0.02,,309,2764
Shanxi,groundwater,D,D050000,5,112.0777778,38.80277778,medium,3.7,142,0.01,<,0.13,,0.0075,<,309,799
Shanxi,groundwater,D,D050000,5,112.0361111,38.36111111,medium,2.8,130,0.0004,<,0.76,,0.1,<,309,2321
Shanxi,groundwater,D,D040000,5,112.0944444,39.06944444,medium,2.8,76.3,0.00312,,0.66,,0.1,<,309,2287
Shanxi,groundwater,D,D040000,5,111.8361111,38.91944444,medium,3.7,110,0.01,<,0.1,<,0.02,<,309,3373
Shanxi,groundwater,D,D040000,5,111.6055556,38.69444444,medium,2,109.5,0.01,<,0.1,,0.02,<,309,2338
Shanxi,groundwater,D,D040000,5,111.2555556,39.42222222,medium,3.1,122,0.0004,<,0.75,,0.1,<,309,1772
Shanxi,groundwater,D,D040000,5,111.1138889,39.04166667,medium,3,95,0.01,<,0.42,,0.0075,<,309,3112
Shanxi,groundwater,D,D040000,5,111.0527778,39.44444444,medium,2.8,66,0.0004,<,0.97,,0.1,<,309,192
Shanxi,groundwater,C,C030000,5,112.6972222,38.70277778,large,8.5,507.9,0.025,<,0.21,,0.05,<,309,3800
Shanxi,groundwater,D,D050000,5,111.3705556,36.07027778,xlarge,39.55,1580,0.007,<,0.8,,0.004,<,170,1941
Shanxi,groundwater,D,D050000,5,111.4527778,36.2,small,0.5,1220,0.007,<,0.7,,0.004,<,170,3192
Shanxi,groundwater,D,D050000,5,111.4911111,36.105,small,0.3,300,NA,,NA,,NA,,170,3811
Shanxi,groundwater,D,D050000,5,111.54,35.59027778,large,5.3,131,0.007,<,0.2,,0.1,<,170,3483
Shanxi,groundwater,D,D050000,5,111.56,35.77,large,5.2,106.4,0.01,<,1.4,,0.1,<,170,3649
Shanxi,groundwater,D,D050000,5,111.7027778,35.73,medium,1.4,28,NA,,NA,,NA,,170,283
Shanxi,groundwater,D,D050000,5,111.68,35.7225,small,0.7,15.6,NA,,NA,,NA,,170,800
Shanxi,groundwater,D,D050000,5,111.42,35.87027778,medium,4.6,150,NA,,NA,,NA,,170,3526
Shanxi,groundwater,D,D050000,5,111.44,35.86166667,medium,1.5,58.4,NA,,NA,,NA,,170,3527
Shanxi,groundwater,D,D050000,5,111.7916667,36.29166667,large,8.5,390,0.0001,<,0.4,,0.1,<,170,1352
Shanxi,groundwater,D,D050000,5,111.8141667,36.25,medium,1.79,62.05,0.01,<,0.16,<,0.02,<,170,1447
Shanxi,groundwater,D,D060000,5,112.2627778,36.18222222,medium,1.27,36,NA,,0.05,<,NA,,170,755
Shanxi,groundwater,D,D050000,5,111.8566667,35.96861111,medium,2,73,NA,,1.3,,1,<,170,2466
Shanxi,groundwater,D,D040000,5,110.6580556,36.10777778,medium,2.4,54.7,NA,,0.05,<,NA,,170,1928
Shanxi,groundwater,D,D040000,5,110.8008333,35.98222222,medium,2.1,35,0.0005,,0.5,,0.1,<,170,3896
Shanxi,groundwater,D,D040000,5,110.8227778,35.97916667,medium,1.7,30,0.007,<,1.1,,NA,,170,3099
Shanxi,groundwater,D,D040000,5,110.7808333,35.97333333,small,0.65,10,0.0007,,0.4,,0.1,<,170,3533
Shanxi,groundwater,D,D040000,5,110.2561111,36.45305556,small,0.87,7.2,NA,,NA,,NA,,170,2251
Shanxi,groundwater,D,D040000,5,110.7891667,36.48,small,0.8,6.3,NA,,NA,,NA,,170,1003
Shanxi,groundwater,D,D040000,5,110.925,36.50833333,medium,2.6,217.23,0.003,,0.18,,NA,,170,3
Shanxi,groundwater,D,D040000,5,110.9027778,36.46666667,small,0.6,35.79,0.003,,0.3,,NA,,170,278
Shanxi,groundwater,D,D040000,5,110.62,36.76,medium,1.2,15.3,NA,,NA,,NA,,170,3915
Shanxi,groundwater,D,D040000,5,110.6513889,36.73888889,small,0.3,3.9,NA,,NA,,NA,,170,702
Shanxi,groundwater,D,D040000,5,110.6588889,36.77694444,small,0.3,3.8,0.0001,<,1,,0.1,<,170,1896
Shanxi,groundwater,D,D040000,5,111.0888889,36.41194444,medium,2.83,127.75,NA,,NA,,NA,,170,2413
Shanxi,groundwater,D,D040000,5,111.6180556,36.64888889,medium,3.3,92.05,0.0003,,0.9,,0.1,<,170,1446
Shanxi,groundwater,D,D040000,5,111.2761111,36.65611111,small,0.7,18.25,NA,,NA,,NA,,170,3561
Shanxi,groundwater,D,D050000,5,111.4541667,35.66888889,large,6.3,219,NA,,NA,,NA,,170,3480
Shanxi,groundwater,D,D050000,5,111.35,35.59166667,medium,3.8,132,0.00006,<,1.72,,0.1,<,170,2719
Shanxi,groundwater,D,D050000,5,111.445,35.61666667,medium,3.12,109,NA,,NA,,NA,,170,2293
Shanxi,groundwater,D,D050000,5,NA,NA,medium,NA,1127.2,NA,,NA,,NA,,170,1233
Shanxi,groundwater,D,D050000,5,111.6238889,36.43916667,medium,4,141.1,0.007,<,0.1,<,0.1,<,170,529
Shanxi,groundwater,D,D050000,5,112.0544444,36.73444444,large,5.5,193.9,NA,,NA,,NA,,170,1353
Shanxi,groundwater,D,D040000,5,111.15,37.5,large,7.142857143,250,NA,,NA,,NA,,185,2705
Shanxi,groundwater,D,D040000,5,111.1666667,37.53333333,medium,4.857142857,170,NA,,NA,,NA,,185,2430
Shanxi,groundwater,D,D050000,5,111.0833333,37.05,medium,2.46,91.5,NA,,0.6,,NA,,185,4036
Shanxi,groundwater,D,D050000,5,111.0833333,37.51666667,medium,1.62,60,NA,,0.6,,NA,,185,2289
Shanxi,groundwater,D,D050000,5,111.405,37.46222222,large,5.2,130,0.01,<,0.5,,0.02,<,185,3221
Shanxi,groundwater,D,D040000,5,110.1666667,38.46666667,medium,3.1,200.3,NA,,NA,,NA,,185,2476
Shanxi,groundwater,D,D040000,5,111.1538889,38.46083333,medium,4.8,67,NA,,NA,,NA,,185,1149
Shanxi,groundwater,D,D040000,5,110.1388889,38.42388889,small,0.2,2.5,NA,,NA,,NA,,185,4179
Shanxi,groundwater,D,D040000,5,111.1111111,37.98888889,large,6.2,70,NA,,NA,,NA,,185,1239
Shanxi,groundwater,D,D040000,5,110.8666667,37.4,large,7.2,194,NA,,0.8,,NA,,185,1857
Shanxi,groundwater,D,D040000,5,110.3666667,36.86666667,medium,2.5,45,0.007,<,0.443,,NA,,185,3443
Shanxi,groundwater,D,D050000,5,111.6488889,38.27305556,medium,2.2,120,0.04,<,0.73,,0.05,<,185,4281
Shanxi,groundwater,D,D050000,5,111.6669444,38.28,medium,1.2,62.5,0.04,<,0.54,,0.05,<,185,4284
Shanxi,groundwater,D,D050000,5,111.6619444,38.28305556,small,0.23,12,NA,,NA,,NA,,185,3604
Shanxi,groundwater,D,D050000,5,111.66,38.26194444,small,0.04,12,NA,,NA,,NA,,185,3387
Shanxi,groundwater,D,D050000,5,111.6869444,38.27305556,small,0.13,9,NA,,NA,,NA,,185,3087
Shanxi,groundwater,D,D050000,5,111.6869444,38.27305556,small,0.06,7,NA,,NA,,NA,,185,2063
Shanxi,groundwater,D,D050000,5,111.6338889,38.27694444,small,0.17,5.5,NA,,NA,,NA,,185,700
Shanxi,groundwater,D,D050000,5,111.6861111,38.275,small,0.09,5,NA,,NA,,NA,,185,925
Shanxi,groundwater,D,D050000,5,111.6927778,38.25888889,small,0.09,5,NA,,NA,,NA,,185,2212
Shanxi,groundwater,D,D050000,5,111.6280556,38.27305556,small,0.24,5,NA,,NA,,NA,,185,336
Shanxi,groundwater,D,D050000,5,111.6688889,38.26305556,small,0.11,4,NA,,NA,,NA,,185,991
Shanxi,groundwater,D,D050000,5,111.6711111,38.28,small,0.1,2,NA,,NA,,NA,,185,950
Shanxi,groundwater,D,D050000,5,111.6580556,38.27805556,small,0.04,2,0.04,<,0.19,,0.05,<,185,1167
Shanxi,groundwater,D,D040000,5,111.3080556,37.98,medium,2.6,60,0.005,<,NA,,0.01,<,185,2242
Shanxi,groundwater,D,D040000,5,111.1583333,37.025,medium,2.8,68,0.04,<,0.46,<,0.05,<,185,2741
Shanxi,groundwater,D,D050000,5,111.7691667,37.13611111,large,5.988017429,239,NA,,NA,,NA,,185,3600
Shanxi,groundwater,D,D050000,5,111.7472222,37.13055556,large,5.511982571,220,NA,,NA,,NA,,185,3599
Shanxi,groundwater,D,D050000,5,111.7661111,37.175,large,9,147.49,NA,,NA,,NA,,185,209
Shanxi,groundwater,D,D050000,5,111.7686111,37.175,large,9,124.42,NA,,NA,,NA,,185,3601
Neimeng,stream,D,D030000,7,110.13,40.31,large,9.565834017,1333,0.00288,,0.5,,0.01,,19,567
Neimeng,reservoir,D,D030000,7,109.76,40.73,large,9.852880799,1373,0.000336,,0.6,,0.01,,19,1657
Neimeng,stream,D,D030000,7,109.22,41.2,large,6.465728769,901,0.0077,,0.65,,0.05,<,19,169
Neimeng,stream,D,D030000,7,109.64,40.34,xlarge,43.05701733,6000,NA,,0.9,,NA,,19,1284
Neimeng,lake,A,A010000,7,117.63,49.33,medium,1.4,124.6,NA,,3,,NA,,114,2069
Neimeng,reservoir,K,K010000,7,116.09,43.86,large,6.8595,311,0.0005,,0.7,,0.00167,,298,3456
Neimeng,reservoir,K,K010000,7,114.9,42,small,0.224,NA,NA,,1.05,,NA,,298,2152
Neimeng,stream,K,K020000,7,105.82,38.85,medium,4.5,110,0.003,,0.5,,NA,,3,86
Neimeng,reservoir,K,K020000,7,105.75,38.83,medium,3,120,0.0042,,0.6,,NA,,3,87
Neimeng,groundwater,D,D030000,7,111.63,40.82,large,10.43607235,2509.61,0.0005,<,0.34,,0.001,<,113,1342
Neimeng,groundwater,D,D030000,7,111.65,40.85,large,10.43607235,2509.61,0.0005,<,0.33,,0.001,<,113,1339
Neimeng,groundwater,D,D030000,7,111.62,40.8,large,10.43607235,2509.61,0.0005,<,0.31,,0.001,<,113,1341
Neimeng,groundwater,D,D030000,7,111.6,40.8,large,10.43607235,2509.61,NA,,NA,,NA,,113,1240
Neimeng,groundwater,D,D030000,7,111.58,40.82,large,10.43607235,2509.61,0.0005,<,0.29,,0.03,,113,1340
Neimeng,groundwater,D,D030000,7,111.55,40.8,large,0,,0.0005,<,0.32,,0.001,<,113,1492
Neimeng,groundwater,D,D030000,7,111.67,40.78,large,7.263138084,1746.6,0.0005,<,0.325,,0.001,<,113,3977
Neimeng,groundwater,D,D030000,7,111.7,40.8,large,14.13912504,3400.1,0.0005,<,0.32,,0.03,,113,2767
Neimeng,groundwater,D,D030000,7,111.68,40.83,large,14.13912504,3400.1,0.0005,<,0.23,,0.001,<,113,659
Neimeng,groundwater,D,D030000,7,111.72,40.83,large,14.13912504,3400.1,0.0005,<,0.31,,0.001,<,113,2615
Neimeng,groundwater,D,D030000,7,111.72,40.77,large,14.13912504,3400.1,0.0005,<,0.3,,0.03,,113,1769
Neimeng,groundwater,D,D030000,7,110.03,40.58,xlarge,26.23129178,10966,0.000598,,0.6,,0.023,,19,641
Neimeng,groundwater,D,D030000,7,109.82,40.65,xlarge,26.23129178,10966,0.00008,,0.6,,0.002,,19,1659
Neimeng,groundwater,D,D030000,7,109.9,40.64,xlarge,26.23129178,10966,0.001389,,0.8,,0.001,<,19,2514
Neimeng,groundwater,D,D030000,7,109.23,40.31,medium,1.004663738,140,0.000998,,0.8,,0.001,<,19,2677
Neimeng,groundwater,D,D030000,7,110.3,40.75,medium,4.06,632.18,0.00025,,0.4,,0.001,<,19,2780
Neimeng,groundwater,K,K010000,7,110.4,41.87,small,0.745,109.5,0.000254,,1.6,,0.015,,19,3008
Neimeng,groundwater,K,K010000,7,109.88,41.88,small,0.993333333,146,0.001038,,1,,0.003,,19,140
Neimeng,groundwater,K,K010000,7,110.22,41.65,medium,1.241666667,182.5,0.001241,,1.4,,0.014,,19,1174
Neimeng,groundwater,D,D030000,7,106.79,39.69,large,19.8,14003,0.007,<,0.675416667,,NA,,285,1078
Neimeng,groundwater,D,D030000,7,106.78,39.43,large,11.51,5237,0.007,<,0.508888889,,NA,,285,1091
Neimeng,groundwater,D,D030000,7,106.74,39.53,large,12.92,6660,0.007,<,1.336363636,,NA,,285,3300
Neimeng,groundwater,B,B010000,7,118.95,42.27,xlarge,23,800,0.01,,0.38,,0.05,,46,1213
Neimeng,groundwater,B,B010000,7,119.27,42.02,medium,4.7,709,NA,,0.58,,NA,,46,2389
Neimeng,groundwater,B,B010000,7,119.27,42.02,medium,2.2,569,NA,,0.59,,NA,,46,1902
Neimeng,groundwater,B,B010000,7,118.93,42.17,xlarge,20,700,0.01,,0.6,,0.05,,46,2960
Neimeng,groundwater,B,B010000,7,118.89,42.27,small,0.04,3.06,NA,,NA,,NA,,46,3612
Neimeng,groundwater,B,B010000,7,122.29,43.61,large,5.24,830.8,0.002,<,0.55,,0.02,,272,3144
Neimeng,groundwater,B,B010000,7,122.23,43.61,medium,3.49,553.8,0.002,<,0.51,,0.02,,272,3146
Neimeng,groundwater,B,B010000,7,122.21,43.61,medium,2.79,443.1,0.002,<,0.64,,0.02,,272,1146
