month,day,year,cdate,lat,long,count,segment,dischcf,dischcm,discbins
10,13,2020,13/10/2020,41.42332846,-83.0653966,0,LM,50.5375,1.43106028,a
10,14,2020,14/10/2020,41.40580565,-83.07959948,0,LM,49.6,1.40451328,a
10,14,2020,14/10/2020,41.41733083,-83.08585555,0,LM,49.6,1.40451328,a
10,14,2020,14/10/2020,41.39109792,-83.10293662,0,UM,49.6,1.40451328,a
10,15,2020,15/10/2020,41.37546,-83.09502,2,UM,49.9125,1.41336228,a
10,16,2020,16/10/2020,41.40553127,-83.08027299,1,LM,52.6,1.48946368,a
10,16,2020,16/10/2020,41.37402448,-83.09488566,0,UM,52.6,1.48946368,a
10,19,2020,19/10/2020,41.41748,-83.0861,2,LM,44.71875,1.2662919,a
10,20,2020,20/10/2020,41.43638,-83.0301,0,M,57.01041667,1.614352567,a
10,20,2020,20/10/2020,41.42969,-83.04544,0,M,57.01041667,1.614352567,a
10,20,2020,20/10/2020,41.40533,-83.08068,0,LM,57.01041667,1.614352567,a
10,20,2020,20/10/2020,41.38566867,-83.09558474,0,UM,57.01041667,1.614352567,a
10,20,2020,20/10/2020,41.35609052,-83.10602806,1,FM,57.01041667,1.614352567,a
10,20,2020,20/10/2020,41.36018671,-83.10058493,1,FM,57.01041667,1.614352567,a
10,22,2020,22/10/2020,41.36023,-83.10049,0,FM,1137.1875,32.201511,b
10,26,2020,26/10/2020,41.39430236,-83.10581777,0,UM,612.0208333,17.33047153,b
10,26,2020,26/10/2020,41.35274,-83.111,0,FM,612.0208333,17.33047153,b
10,27,2020,27/10/2020,41.40192131,-83.08410232,0,LM,435.0208333,12.31839793,b
10,27,2020,27/10/2020,41.39317816,-83.09415599,0,UM,435.0208333,12.31839793,b
10,28,2020,28/10/2020,41.35755709,-83.1035303,0,FM,340.125,9.6312516,a
10,28,2020,28/10/2020,41.37041039,-83.09968831,0,FM,340.125,9.6312516,a
8,11,2020,08/11/2020,41.43640227,-83.04112213,0,M,237.28125,6.7190457,a
8,11,2020,08/11/2020,41.43852384,-83.03148216,0,M,237.28125,6.7190457,a
8,11,2020,08/11/2020,41.40128307,-83.09744995,0,LM,237.28125,6.7190457,a
8,11,2020,08/11/2020,41.37548442,-83.09492137,0,UM,237.28125,6.7190457,a
8,11,2020,08/11/2020,41.38939588,-83.1043515,0,UM,237.28125,6.7190457,a
8,11,2020,08/11/2020,41.3968016,-83.10284156,0,UM,237.28125,6.7190457,a
8,11,2020,08/11/2020,41.38684587,-83.09044442,1,UM,237.28125,6.7190457,a
9,11,2020,09/11/2020,41.38455601,-83.09724852,0,UM,209.5520833,5.933844432,a
9,11,2020,09/11/2020,41.37384991,-83.09476475,1,UM,209.5520833,5.933844432,a
9,11,2020,09/11/2020,41.38954344,-83.08554579,1,UM,209.5520833,5.933844432,a
9,11,2020,09/11/2020,41.39350353,-83.10709089,0,UM,209.5520833,5.933844432,a
9,11,2020,09/11/2020,41.39121191,-83.10303846,1,UM,209.5520833,5.933844432,a
8,12,2020,08/12/2020,41.42547,-83.04812,0,M,1366.66667,38.69962676,b
8,12,2020,08/12/2020,41.38575827,-83.09575402,0,UM,1366.66667,38.69962676,b
8,12,2020,08/12/2020,41.38934773,-83.08639801,0,UM,1366.66667,38.69962676,b
8,12,2020,08/12/2020,41.39681273,-83.10283718,0,UM,1366.66667,38.69962676,b
10,12,2020,10/12/2020,41.35417402,-83.1045998,0,FM,722.40625,20.4562333,b
10,12,2020,10/12/2020,41.36033888,-83.10056206,2,FM,722.40625,20.4562333,b
