datetime,waterT,conc,flow
6/7/2000,23.4,0.85,2984822.72
6/8/2000,24.3,0.97,3816658.56
6/9/2000,24.7,0.96,3547535.2
6/10/2000,24.6,0.93,2789096.64
6/11/2000,24.7,0.7,2568904.8
6/12/2000,24.4,0.76,2434343.12
6/13/2000,24.6,0.75,2263082.8
6/14/2000,25.4,0.97,2162773.184
6/15/2000,26.3,0.79,2011085.472
6/16/2000,26.9,0.72,1918115.584
6/17/2000,27.95804033,0.72,1913222.432
6/18/2000,26.8,0.75,2003745.744
6/19/2000,27.1,0.64,2419663.664
6/20/2000,26.8,0.51,2544439.04
6/21/2000,27.6,0.67,2691233.6
6/22/2000,27.2,0.78,2984822.72
6/23/2000,27.7,0.65,3669864
6/24/2000,28.4,0.67,4330439.52
6/25/2000,28.3,0.71,5039946.56
6/26/2000,28.3,0.59,5260138.4
6/27/2000,28.3,0.51,4575097.12
6/28/2000,28.1,0.54,3400740.64
6/29/2000,27.6,0.51,2813562.4
6/30/2000,27.3,0.54,2434343.12
7/1/2000,26.9,0.62,3156083.04
7/2/2000,27.1,0.64,3938987.36
7/3/2000,27,0.58,4721891.68
7/4/2000,27,0.66,4795288.96
7/5/2000,27.5,0.77,4208110.72
7/6/2000,27.5,0.65,3620932.48
7/7/2000,27.5,0.61,3229480.32
7/8/2000,27.5,0.59,3033754.24
7/9/2000,27.1,0.61,3058220
7/10/2000,26.9,0.61,2984822.72
7/11/2000,27.6,0.62,2642302.08
7/13/2000,27.4,0.65,2593370.56
7/14/2000,27.4,0.63,2886959.68
7/15/2000,24.98467855,0.59,3278411.84
7/16/2000,27.9,0.61,4036850.4
7/17/2000,28.4,0.64,3792192.8
7/18/2000,29.2,0.62,3498603.68
7/19/2000,28.8,0.52,4452768.32
7/20/2000,28.5,0.57,4477234.08
7/21/2000,27.9,0.71,3987918.88
7/22/2000,27.5,0.53,3523069.44
7/23/2000,27.7,0.51,3058220
7/24/2000,27.1,0.53,2862493.92
7/25/2000,26.2,0.55,2434343.12
7/26/2000,26.1,0.52,4477234.08
7/27/2000,26.8,0.67,7168467.68
7/28/2000,27.1,0.74,9321454.56
7/29/2000,27.8,0.4,10569208.32
7/30/2000,28.1,0.32,10862797.44
7/31/2000,28.2,0.34,10520276.8
8/1/2000,28.3,0.36,10275619.2
8/2/2000,28.8,0.39,10667071.36
8/3/2000,28.9,0.33,11523372.96
8/4/2000,27.6,0.28,12306277.28
8/5/2000,27.2,0.25,12624332.16
8/6/2000,28,0.22,13407236.48
8/7/2000,27.8,0.21,14190140.8
8/8/2000,27.9,0.18,14997510.88
8/9/2000,28.6,0.14,15584689.12
8/10/2000,28.6,0.12,15804880.96
8/11/2000,28.3,0.09,15804880.96
8/12/2000,27.5,0.08,18153593.92
8/13/2000,27.1,0.08,19474744.96
8/14/2000,23.49799766,0.09,20379978.08
8/15/2000,24.98467855,0.1,20673567.2
8/16/2000,26.47135944,0.15,19499210.72
8/17/2000,27.3,0.17,16416524.96
8/18/2000,27.5,0.22,13994414.72
8/19/2000,27.3,0.3,10960660.48
8/20/2000,26.6,0.37,8073700.8
8/21/2000,26,0.39,6116440
8/22/2000,25.6,0.47,4917617.76
8/23/2000,25.9,0.58,4575097.12
8/24/2000,26.4,0.59,4159179.2
8/25/2000,26.7,0.62,4085781.92
8/26/2000,24.48911826,0.6,3596466.72
8/27/2000,24.48911826,0.66,3229480.32
8/28/2000,24.98467855,0.56,3058220
8/29/2000,24.48911826,0.59,3107151.52
9/2/2000,27.46248004,0.62,8391755.68
9/3/2000,26.96691974,0.66,8342824.16
9/4/2000,25.48023885,0.64,8783207.84
9/5/2000,22.50687707,0.58,11229783.84
9/6/2000,22.50687707,0.57,13162578.88
9/16/2000,19.53351529,0.45,6165371.52
9/17/2000,19.03795499,0.49,4844220.48
9/18/2000,22.50687707,0.53,4648494.4
9/19/2000,24.98467855,0.58,6703618.24
9/20/2000,24.98467855,0.62,7168467.68
9/21/2000,26.96691974,0.39,7095070.4
9/23/2000,23.99355796,0.61,6997207.36
9/24/2000,26.47135944,0.56,10006495.84
9/25/2000,26.96691974,0.58,11596770.24
9/26/2000,21.02019618,0.63,13138113.12
9/27/2000,21,0.54,14654990.24
9/28/2000,20.02907559,0.36,15658086.4
9/29/2000,21.5,0.39,15511291.84
9/30/2000,21.5,0.37,15853812.48
10/1/2000,21.1,0.32,17957867.84
10/2/2000,21.3,0.26,18985429.76
10/3/2000,21.5,0.22,20453375.36
10/4/2000,21.6,0.2,20918224.8
10/5/2000,22.6,0.19,19988525.92
10/6/2000,23.6,0.25,17835539.04
10/7/2000,23,0.25,15682552.16
10/8/2000,20.6,0.29,13358304.96
10/9/2000,18.2,0.36,8244961.12
10/10/2000,17.2,0.43,6752549.76
10/12/2000,17,0.6,4477234.08
10/13/2000,17.9,0.68,3890055.84
10/14/2000,18,0.75,3572000.96
10/15/2000,18.7,0.76,3376274.88
10/16/2000,18.8,0.79,3205014.56
10/17/2000,18.9,0.81,3009288.48
10/18/2000,19.5,0.83,2862493.92
10/19/2000,19.7,0.83,2764630.88
10/20/2000,19.7,0.86,2691233.6
10/21/2000,20.1,0.84,2617836.32
10/22/2000,19.8,0.83,2495507.52
10/23/2000,19.6,0.8,2495507.52
10/24/2000,19.3,3.235,2519973.28
10/25/2000,19.2,0.76,2365838.992
10/26/2000,18.9,0.74,2297334.864
10/27/2000,18.8,0.7,2270422.528
10/28/2000,18.9,0.74,2243510.192
10/29/2000,18.4,0.78,2287548.56
10/30/2000,17.4,0.73,2175006.064
10/31/2000,16.6,0.69,2113841.664
11/1/2000,16.2,0.74,2067356.72
11/2/2000,15.9,0.74,2020871.776
11/3/2000,15.9,0.73,2018425.2
11/4/2000,16.2,0.7,2028211.504
11/5/2000,16.2,0.68,2020871.776
11/6/2000,15.9,0.65,2052677.264
11/7/2000,15.4,0.65,2003745.744
11/8/2000,16.2,0.63,1996406.016
11/9/2000,16.9,0.61,2047784.112
11/10/2000,17.4,0.6,2106501.936
11/11/2000,16.4,0.62,2077143.024
11/12/2000,15.4,0.66,2104055.36
11/13/2000,15.2,0.67,2118734.816
11/14/2000,15.2,0.65,2140754
11/15/2000,14.4,0.62,2135860.848
11/16/2000,13.3,0.68,2277762.256
11/17/2000,13.8,0.69,2353606.112
11/18/2000,13.1,0.74,2568904.8
11/19/2000,12.2,0.7,2935891.2
11/20/2000,11.5,0.61,3302877.6
11/21/2000,10.7,0.67,3351809.12
11/22/2000,9.7,0.67,3327343.36
11/23/2000,9,0.66,3449672.16
11/24/2000,8.7,0.63,3694329.76
11/25/2000,8.7,0.65,3767727.04
11/26/2000,9.6,0.61,4110247.68
11/27/2000,9.7,0.56,4330439.52
11/28/2000,10.3,0.63,4721891.68
11/29/2000,10.1,0.64,5578193.28
11/30/2000,9.9,0.57,6410029.12
12/1/2000,9.6,0.56,6630220.96
12/2/2000,9,0.48,6214303.04
12/3/2000,8.1,0.51,5798385.12
12/4/2000,6.7,0.49,5382467.2
12/5/2000,6.3,0.51,4991015.04
12/6/2000,6.1,0.57,4721891.68
12/7/2000,6.4,0.6,4648494.4
12/8/2000,7,0.65,4648494.4
12/9/2000,7.2,0.73,4599562.88
12/10/2000,7.5,0.74,4624028.64
12/11/2000,7.6,0.78,4501699.84
12/12/2000,8.5,0.76,4403836.8
12/13/2000,8.1,0.99,4232576.48
12/14/2000,9.5,0.89,4330439.52
12/15/2000,10,0.74,4183644.96
12/16/2000,10,0.74,4208110.72
12/17/2000,14.57791233,0.73,4208110.72
12/18/2000,10.5,0.7,4110247.68
12/19/2000,9.5,0.69,4134713.44
12/20/2000,8.6,0.74,4746357.44
12/21/2000,7.3,0.71,5969645.44
12/22/2000,7.2,0.62,6581289.44
12/23/2000,6.4,0.56,6361097.6
12/24/2000,5.5,0.56,5749453.6
12/25/2000,4.9,0.55,5455864.48
12/27/2000,3.5,0.61,4770823.2
12/29/2000,3.7,0.65,4257042.24
12/30/2000,3.8,0.7,4085781.92
1/1/2001,3,0.71,3718795.52
1/2/2001,3,0.74,3620932.48
1/4/2001,2.6,0.85,3474137.92
1/5/2001,2.4,0.89,3523069.44
1/6/2001,2.9,0.93,3547535.2
1/7/2001,3.5,0.9,3572000.96
1/8/2001,4,0.89,3547535.2
1/9/2001,4.4,0.88,3474137.92
1/10/2001,3.9,0.85,3351809.12
1/11/2001,4,0.89,3327343.36
1/12/2001,4.9,0.86,3351809.12
1/13/2001,5.3,0.91,3400740.64
1/14/2001,5.9,0.89,3449672.16
1/15/2001,7.2,0.85,3498603.68
1/18/2001,8.3,0.76,3474137.92
1/29/2001,7,0.54,3890055.84
1/30/2001,7.6,0.56,3743261.28
1/31/2001,8.3,0.56,3547535.2
2/1/2001,9.3,0.59,3351809.12
2/2/2001,9.6,0.67,3278411.84
2/3/2001,8.7,0.62,3302877.6
2/4/2001,8.2,0.63,3400740.64
2/5/2001,8.3,0.66,3523069.44
2/6/2001,8.5,0.69,3645398.24
2/7/2001,8.5,0.72,3718795.52
2/27/2001,12.8,0.61,6899344.32
3/6/2001,5.162266693,0.67,6458960.64
3/7/2001,7.640068176,0.74,7021673.12
3/8/2001,8.6,0.72,8024769.28
3/9/2001,9,0.48,8783207.84
3/13/2001,11.9,0.46,7804577.44
3/14/2001,12.7,0.48,7168467.68
3/15/2001,13.2,0.47,6483426.4
3/16/2001,13.6,0.5,5920713.92
3/17/2001,14.5,0.52,5651590.56
3/18/2001,13.8,0.56,5553727.52
3/19/2001,12.8,0.58,5847316.64
3/20/2001,12,0.61,6043042.72
3/21/2001,15.07347262,0.56,7339728
3/22/2001,15.07347262,0.61,9150194.24
3/23/2001,14.08235203,0.69,13089181.6
3/24/2001,13.58679173,0.69,14973045.12
3/25/2001,10.61342995,0.58,16783511.36
3/26/2001,8.631188769,0.5,18618443.36
3/27/2001,8.135628472,0.44,20110854.72
3/28/2001,11.3,0.36,22092581.28
3/29/2001,11.5,0.32,23560526.88
3/30/2001,13.3,0.3,24710417.6
3/31/2001,14.5,0.29,24465760
4/1/2001,14.1,0.34,23951979.04
4/2/2001,13.2,0.38,22679759.52
4/3/2001,13.2,0.39,21847923.68
4/4/2001,13.6,0.33,21578800.32
4/5/2001,13.5,0.32,22263841.6
4/12/2001,20.7,0.16,23218006.24
4/13/2001,21.2,0.2,21309676.96
4/14/2001,21.4,0.22,19107758.56
4/15/2001,20.5,0.25,17297292.32
4/16/2001,18.8,0.26,15755949.44
4/17/2001,17.7,0.26,14850716.32
4/18/2001,15.6,0.27,14385866.88
4/26/2001,17.2,0.47,8709810.56
4/27/2001,17.1,0.64,8098166.56
4/28/2001,17.5,0.51,8000303.52
4/29/2001,17.9,0.52,8196029.6
4/30/2001,18.5,0.53,8391755.68
5/1/2001,19.7,0.49,8440687.2
5/2/2001,20.9,0.52,7413125.28
5/3/2001,21.8,0.52,5749453.6
5/4/2001,22.7,0.58,4501699.84
5/5/2001,22.9,0.64,3767727.04
5/6/2001,21.6,0.67,3229480.32
5/7/2001,19.4,0.67,3082685.76
5/8/2001,19.9,0.68,2813562.4
5/9/2001,20.5,0.74,2617836.32
5/10/2001,21.7,0.79,2471041.76
5/11/2001,22.1,0.8,2351159.536
5/12/2001,21.7,0.83,2248403.344
5/13/2001,21.9,0.83,2312014.32
5/14/2001,21.9,0.75,2280208.832
5/15/2001,21.5,0.75,2179899.216
5/16/2001,21.3,0.67,2118734.816
5/17/2001,20.4,0.72,2248403.344
5/30/2001,23.9,0.75,4917617.76
5/31/2001,23.6,0.66,4697425.92
6/1/2001,23.5,0.66,4403836.8
6/2/2001,24,0.68,4991015.04
6/3/2001,24.5,0.8,5700522.08
6/4/2001,25.6,0.73,6630220.96
6/5/2001,26,0.66,7608851.36
6/6/2001,26.8,0.65,8073700.8
6/7/2001,26.9,0.46,8342824.16
6/8/2001,26.4,0.38,8440687.2
6/9/2001,26.2,0.36,7804577.44
6/10/2001,27,0.37,6312166.08
6/11/2001,27.4,0.42,4697425.92
6/12/2001,27,0.45,3669864
6/13/2001,26.9,0.52,3009288.48
6/14/2001,26.3,0.47,3107151.52
6/15/2001,26.1,0.58,5969645.44
6/16/2001,26.1,0.92,9492714.88
6/17/2001,26.1,1.1,14092277.76
6/18/2001,26.4,1,14654990.24
6/19/2001,26.7,0.81,14850716.32
6/20/2001,27.4,0.59,14826250.56
6/21/2001,27.9,0.47,14899647.84
6/22/2001,28,0.33,14948579.36
6/23/2001,27.8,0.25,15095373.92
6/24/2001,27.3,0.24,15095373.92
6/25/2001,27.1,0.24,14630524.48
6/26/2001,27.4,0.34,13872085.92
6/27/2001,28,0.38,9370386.08
6/28/2001,28.1,0.42,8147098.08
7/2/2001,26.9,0.33,4305973.76
7/7/2001,26.8,0.65,3669864
7/8/2001,26.2,0.51,4819754.72
7/9/2001,26.9,0.47,6410029.12
7/10/2001,28.3,0.47,7241864.96
7/11/2001,28.6,0.33,7608851.36
7/12/2001,28.2,0.28,7584385.6
7/13/2001,27.2,1.6,6654686.72
7/14/2001,26.6,1.7,5822850.88
7/15/2001,27,1.9,5847316.64
7/16/2001,27,1.6,6165371.52
7/17/2001,26.5,1.7,5431398.72
7/18/2001,26.7,1.8,4012384.64
7/19/2001,26.9,2,3058220
7/20/2001,26.8,0.44,2568904.8
7/21/2001,26.4,0.48,2387858.176
7/22/2001,26.6,0.48,2250849.92
7/23/2001,27,0.53,2121181.392
7/24/2001,27.3,0.56,2020871.776
7/25/2001,27.8,2.5,2037997.808
7/26/2001,27.9,2.2,2011085.472
7/27/2001,27,2.4,1945027.92
7/28/2001,26.3,2.2,2206811.552
7/29/2001,26.1,2.2,2715699.36
7/30/2001,25.8,2,5749453.6
7/31/2001,25.8,1.9,8489618.72
8/1/2001,26,0.38,9394851.84
8/2/2001,26.2,0.31,10079893.12
8/3/2001,26.5,0.25,11131920.8
8/4/2001,26.9,0.23,10471345.28
8/5/2001,27.7,0.23,8954468.16
8/6/2001,28.7,0.25,7437591.04
8/7/2001,29.3,0.26,5700522.08
8/8/2001,29.3,0.27,4257042.24
8/9/2001,29.2,1.1,3498603.68
8/10/2001,29.8,1.2,3107151.52
8/11/2001,29.8,1.2,2715699.36
8/12/2001,29.4,1.1,2617836.32
8/13/2001,29.5,1.2,2960356.96
8/14/2001,28.5,1.1,5113343.84
8/15/2001,28.2,1.1,6825947.04
8/16/2001,28.2,0.96,8269426.88
8/17/2001,28.6,0.96,9003399.68
8/18/2001,29.1,0.9,9810769.76
8/19/2001,28.4,0.85,12453071.84
8/20/2001,27.8,0.84,14263538.08
8/21/2001,27.6,0.84,16881374.4
8/22/2001,27.9,0.8,18716306.4
8/23/2001,28.5,0.84,17982333.6
8/24/2001,27.6,0.84,15976141.28
8/25/2001,26.9,0.87,14679456
8/26/2001,26.8,0.92,10104358.88
8/27/2001,27,0.96,7290796.48
8/28/2001,27.3,1,6067508.48
8/29/2001,27.3,1.1,5235672.64
8/31/2001,27.2,0.46,4550631.36
9/1/2001,26.8,0.49,4452768.32
9/2/2001,26.9,0.5,4599562.88
9/3/2001,26.7,0.5,5406932.96
9/4/2001,26.4,0.53,5822850.88
9/5/2001,26.4,0.52,5529261.76
9/6/2001,26.2,0.62,5015480.8
9/7/2001,26.4,0.56,4501699.84
9/8/2001,26.5,0.52,4036850.4
9/9/2001,26.6,0.52,3694329.76
9/10/2001,27.3,0.53,3547535.2
9/11/2001,27.5,0.56,3523069.44
9/12/2001,26.9,0.58,3694329.76
9/13/2001,26.1,0.61,4036850.4
9/15/2001,24.3,0.59,4232576.48
9/16/2001,23.1,0.53,4183644.96
9/17/2001,22.4,0.53,3914521.6
9/18/2001,23,0.47,3523069.44
9/19/2001,23.3,0.52,3082685.76
9/20/2001,23.9,0.55,2911425.44
9/21/2001,24.3,0.63,2740165.12
9/23/2001,25.2,0.78,2441682.848
9/24/2001,25.9,0.79,2368285.568
9/25/2001,25.2,0.66,2495507.52
9/26/2001,23.4,0.58,2617836.32
9/27/2001,22.4,0.68,3033754.24
9/28/2001,22.2,0.66,3743261.28
9/29/2001,21.6,0.58,4232576.48
9/30/2001,20.6,0.51,3841124.32
10/1/2001,20,0.6,3327343.36
10/2/2001,19.4,0.52,3009288.48
10/3/2001,20.3,0.5,2886959.68
10/4/2001,20.2,0.58,2764630.88
10/5/2001,20.8,0.7,2593370.56
10/6/2001,21.3,0.67,2375625.296
10/8/2001,19.4,0.54,2356052.688
10/9/2001,18.3,0.52,2387858.176
10/10/2001,18.6,0.52,2568904.8
10/11/2001,19.6,0.59,2593370.56
10/16/2001,20.9,0.44,2113841.664
10/17/2001,19.8,0.47,1991512.864
10/19/2001,18.1,0.58,2960356.96
10/21/2001,19.4,0.64,2495507.52
10/22/2001,20.3,0.51,2177452.64
10/23/2001,21.3,0.55,2042890.96
10/25/2001,19.9,0.66,1839825.152
10/26/2001,19.3,0.63,1798233.36
10/27/2001,17.5,0.64,1729729.232
10/28/2001,15.4,0.7,1634312.768
10/29/2001,14.5,0.68,1688137.44
10/30/2001,13.9,0.65,1595167.552
10/31/2001,14.3,0.61,1578041.52
11/1/2001,14.9,0.56,1570701.792
11/2/2001,15.9,0.59,1580488.096
11/7/2001,14.5,0.54,1712603.2
11/8/2001,14.6,0.61,1678351.136
11/9/2001,14.7,0.61,1651438.8
11/10/2001,14.9,0.62,1739515.536
11/11/2001,14.8,0.6,1587827.824
11/13/2001,13.8,0.4,1563362.064
11/14/2001,13.6,0.45,1524216.848
11/15/2001,13.9,0.41,1465499.024
11/16/2001,14.4,0.47,1487518.208
11/17/2001,14.8,0.48,1477731.904
11/18/2001,14.7,0.54,1541342.88
11/19/2001,14.5,0.61,1531556.576
11/20/2001,14.9,0.66,1443479.84
11/21/2001,14.3,0.66,1558468.912
11/22/2001,13.8,0.53,1511983.968
11/23/2001,13.6,0.49,1487518.208
11/24/2001,14.3,0.48,1629419.616
11/26/2001,15.8,0.44,2025764.928
11/27/2001,16.7,0.42,2297334.864
11/28/2001,17.1,0.47,2862493.92
11/30/2001,17,0.47,3253946.08
12/1/2001,17.7,0.44,3009288.48
12/2/2001,17.8,0.42,2715699.36
12/3/2001,16.9,0.4,2568904.8
12/5/2001,15.6,0.45,2263082.8
12/6/2001,15.9,0.5,2116288.24
12/7/2001,16.5,0.54,2040444.384
12/8/2001,16.9,0.57,1986619.712
12/9/2001,16.8,0.58,1898542.976
12/10/2001,15.6,0.23,1964600.528
12/19/2001,14.6,0.55,2642302.08
12/20/2001,13.9,0.52,2495507.52
1/10/2002,6.3,0.7,7046138.88
1/18/2002,8.6,0.75,7266330.72
1/19/2002,8.9,0.71,6581289.44
1/20/2002,8.6,0.73,6043042.72
1/21/2002,8.4,0.78,5920713.92
1/22/2002,8.4,0.78,6581289.44
1/23/2002,8.8,0.78,7975837.76
1/24/2002,9.9,0.8,9884167.04
1/25/2002,10.9,0.75,13651894.08
1/26/2002,10.3,0.8,16000607.04
1/27/2002,10.3,0.77,18324854.24
1/28/2002,11.1,0.71,19890662.88
1/29/2002,11.4,0.62,20893759.04
1/30/2002,11.4,0.55,21480937.28
1/31/2002,12.3,0.47,22239375.84
2/1/2002,12.4,0.41,22753156.8
2/2/2002,13.8,0.4,21407540
2/3/2002,12.5,0.41,19107758.56
2/4/2002,8.631188769,0.42,15070908.16
2/5/2002,5.162266693,0.47,10275619.2
2/6/2002,9.4,0.49,7829043.2
2/7/2002,12.59567114,0.48,7021673.12
2/8/2002,12.59567114,0.58,7144001.92
2/9/2002,11.60455055,0.64,7731180.16
2/10/2002,15.07347262,0.72,8440687.2
2/11/2002,11.60455055,0.66,9492714.88
2/12/2002,10.61342995,0.61,12135016.96
2/13/2002,10.61342995,0.59,13774222.88
2/14/2002,10.11786966,0.57,14288003.84
2/15/2002,13.09123144,0.56,13774222.88
2/16/2002,15.07347262,0.57,11327646.88
2/17/2002,11.10899025,0.6,8636413.28
2/18/2002,7.640068176,0.6,7731180.16
2/19/2002,8.631188769,0.63,6948275.84
2/20/2002,15.56903292,0.7,6214303.04
2/21/2002,17.05571381,0.69,5773919.36
2/22/2002,12.3,0.72,5358001.44
2/23/2002,11.7,0.73,4942083.52
2/24/2002,10.6,0.71,4746357.44
2/25/2002,10.6,0.7,4648494.4
2/26/2002,11,0.71,4501699.84
2/27/2002,11.4,0.72,4281508
2/28/2002,10,0.7,3914521.6
3/1/2002,9.2,0.68,3792192.8
3/2/2002,9.5,0.68,3767727.04
3/3/2002,11.4,0.58,6654686.72
3/4/2002,11.4,0.72,8024769.28
3/5/2002,10.4,0.86,8147098.08
3/6/2002,10.3,0.8,8391755.68
3/7/2002,10.9,0.77,8563016
3/8/2002,13.4,0.71,8416221.44
3/9/2002,14.1,0.61,7902440.48
3/10/2002,14.2,0.6,7168467.68
3/11/2002,13.4,0.57,6336631.84
3/12/2002,13.2,0.58,5749453.6
3/13/2002,13.9,0.6,5504796
3/14/2002,14.9,0.64,6483426.4
3/15/2002,16,0.65,7217399.2
3/16/2002,16.7,0.75,7241864.96
3/17/2002,16.8,0.68,7070604.64
3/18/2002,16.3,0.64,6899344.32
3/19/2002,15.8,0.6,6581289.44
3/20/2002,15.9,0.59,6336631.84
4/3/2002,19.6,0.64,15119839.68
4/4/2002,18.2,0.52,16245264.64
4/5/2002,17.1,0.45,17248360.8
4/6/2002,16.4,0.38,18153593.92
4/7/2002,15.8,0.31,19230087.36
4/8/2002,16,0.23,19939594.4
4/9/2002,17.5,0.25,19009895.52
4/10/2002,18,0.34,16294196.16
4/11/2002,18.1,0.43,14581592.96
4/12/2002,18.8,0.52,10471345.28
4/13/2002,19.5,0.54,8978933.92
4/14/2002,20.1,0.54,8881070.88
4/15/2002,20.2,0.53,8416221.44
4/16/2002,20.5,0.52,7951372
4/17/2002,21,0.53,7584385.6
4/18/2002,21.7,0.54,7095070.4
4/19/2002,20.7,0.52,6556823.68
4/20/2002,20.6,0.51,6116440
4/21/2002,22.3,0.53,5847316.64
4/22/2002,23.2,0.58,5651590.56
4/23/2002,22.1,0.56,5309069.92
4/24/2002,20.7,0.56,5015480.8
4/25/2002,20.3,0.55,4697425.92
4/26/2002,20,0.58,4159179.2
4/27/2002,19.6,0.6,3890055.84
4/28/2002,20.2,0.64,3620932.48
4/29/2002,21.3,0.7,3351809.12
4/30/2002,21.4,0.68,3156083.04
5/1/2002,21.4,0.67,2984822.72
5/2/2002,22.1,0.7,2886959.68
5/3/2002,23,0.75,2617836.32
5/4/2002,21.9,0.74,2568904.8
5/5/2002,20.6,0.73,2691233.6
5/6/2002,20.3,0.74,2764630.88
5/7/2002,21.6,0.67,2813562.4
5/8/2002,23.2,0.64,2764630.88
5/9/2002,25.48023885,0.64,2935891.2
5/10/2002,27.46248004,0.62,2886959.68
5/11/2002,22.50687707,0.62,2593370.56
5/12/2002,24.98467855,0.63,2446576
5/13/2002,25.48023885,0.57,2219044.432
5/14/2002,18.5423947,0.55,2214151.28
5/15/2002,24.3,0.54,2089375.904
5/16/2002,19.53351529,0.57,2143200.576
5/17/2002,23.00243737,0.53,2003745.744
5/18/2002,22.9,0.54,1991512.864
5/19/2002,21.5,0.51,2042890.96
5/20/2002,20.1,0.45,2145647.152
5/21/2002,19.6,0.48,2111395.088
5/22/2002,19.1,0.53,1935241.616
5/23/2002,19.4,0.52,1891203.248
5/24/2002,20.5,0.53,1766427.872
5/25/2002,21.5,0.48,1658778.528
5/26/2002,22.8,0.45,1519323.696
5/27/2002,23.2,0.44,1423907.232
5/28/2002,24.1,0.43,1362742.832
5/29/2002,24.2,0.4,1328490.768
5/30/2002,24.3,0.35,1414120.928
5/31/2002,25.1,0.35,1534003.152
6/1/2002,26.1,0.37,1710156.624
6/2/2002,26.2,0.46,1903436.128
6/3/2002,27.3,0.47,1759088.144
6/4/2002,27.3,0.46,1697923.744
6/5/2002,27.1,0.44,1480178.48
6/6/2002,27,0.42,1414120.928
6/7/2002,26.6,0.19,1470392.176
6/8/2002,25,0.27,1607400.432
6/9/2002,24.6,0.43,1651438.8
6/10/2002,25.5,0.46,1480178.48
6/11/2002,26.2,0.37,1492411.36
6/12/2002,25.7,0.45,1433693.536
6/13/2002,26.6,0.44,1291792.128
6/14/2002,27,0.35,1304025.008
6/15/2002,26.9,0.28,1428800.384
6/16/2002,27.5,0.35,1521770.272
6/17/2002,27.2,0.34,1526663.424
6/18/2002,27,0.42,1406781.2
6/19/2002,26.1,0.38,1343170.224
6/20/2002,25.6,0.3,1350509.952
6/21/2002,25.2,0.36,1396994.896
6/22/2002,25.2,0.45,1443479.84
6/23/2002,25.8,0.48,1323597.616
6/24/2002,26.1,0.39,1198822.24
6/25/2002,26.2,0.41,1135211.264
6/27/2002,26.4,0.21,831835.84
6/29/2002,27.3,0.28,1159677.024
6/30/2002,28.2,0.3,1406781.2
7/1/2002,28.3,0.39,1507090.816
7/2/2002,28.8,0.31,1631866.192
7/3/2002,28.8,0.3,1859397.76
7/4/2002,27.9,0.35,1771321.024
7/5/2002,28.1,0.49,1580488.096
7/6/2002,28.5,0.46,1521770.272
7/7/2002,28.4,0.48,1502197.664
7/8/2002,28.6,0.36,1392101.744
7/9/2002,28.7,0.42,1162123.6
7/10/2002,28.3,0.29,1118085.232
7/11/2002,27.6,0.37,1458159.296
7/12/2002,26.6,0.42,1580488.096
7/13/2002,26.3,0.34,1556022.336
7/14/2002,26.6,0.37,1475285.328
7/15/2002,27.2,0.39,2292441.712
7/16/2002,27.7,0.44,2666767.84
7/17/2002,27.7,0.53,2471041.76
7/18/2002,28,0.43,2106501.936
7/19/2002,28.1,0.37,1844718.304
7/20/2002,28.3,0.33,1656331.952
7/21/2002,29.2,0.28,1521770.272
7/22/2002,29.6,0.26,1399441.472
7/23/2002,29.1,0.21,1306471.584
7/24/2002,28.8,0.34,1318704.464
7/25/2002,28.5,0.28,1582934.672
7/26/2002,28.6,0.28,1849611.456
7/27/2002,28.8,0.3,2194578.672
7/28/2002,28.6,0.43,3033754.24
7/29/2002,28.5,0.43,3620932.48
7/30/2002,29.2,0.46,4061316.16
7/31/2002,30.4,0.47,3718795.52
8/1/2002,30.4,0.4,3253946.08
8/2/2002,30.8,0.38,2740165.12
8/3/2002,30,0.36,2231277.312
8/4/2002,29.7,0.31,1932795.04
8/5/2002,29.3,0.22,1651438.8
8/6/2002,29.2,0.27,1396994.896
8/7/2002,28.1,0.35,1472838.752
8/8/2002,27.1,0.32,1338277.072
8/9/2002,26.1,0.35,1279559.248
8/10/2002,25.9,0.19,1206161.968
8/11/2002,26.2,0.26,1120531.808
8/12/2002,26.8,0.28,1078940.016
8/13/2002,26.9,0.17,971290.672
8/14/2002,27.4,0.04,951718.064
8/15/2002,27.6,0.07,988416.704
8/16/2002,27.8,0.18,1027561.92
8/17/2002,27.7,0.1,941931.76
8/18/2002,27.8,0.04,1105852.352
8/19/2002,29.44472122,0.1,1086279.744
8/20/2002,28.45360063,0.15,1316257.888
8/21/2002,28.6,0.17,1565808.64
8/22/2002,28.3,0.22,1570701.792
8/23/2002,28.4,0.02,1492411.36
8/24/2002,28.8,0.2,1467945.6
8/25/2002,29,0.14,1406781.2
8/26/2002,29.3,0.18,1467945.6
8/27/2002,28.9,0.13,1541342.88
8/28/2002,28.2,0.26,1553575.76
8/29/2002,27.6,0.29,1724836.08
8/30/2002,27.5,0.26,3107151.52
8/31/2002,27,0.24,3963453.12
9/1/2002,26.7,0.29,4305973.76
9/2/2002,26.3,0.21,4550631.36
9/3/2002,26.1,0.26,5553727.52
9/4/2002,26.5,0.22,6850412.8
9/5/2002,27.1,0.22,7755645.92
9/6/2002,27.7,0.16,7755645.92
9/7/2002,27,0.2,7144001.92
9/8/2002,26.6,0.15,6312166.08
9/9/2002,26,0.12,5602659.04
9/11/2002,25.5,0.08,3963453.12
9/12/2002,25.8,0.08,2960356.96
