month,day,year,cdate,lat,long,count,segment,dischcf,dischcm,discbins,efish_distance,response
6,1,2022,6/1/2022,41.40716907,-83.07764485,0,LM,,,,272.5126248,Random
7,5,2022,7/5/2022,41.441,-83.0305,0,M,,,,85.62206127,Sustained
7,13,2022,7/13/2022,41.39747252,-83.10154527,0,UM,,,,108.736591,Sustained
7,6,2022,7/6/2022,41.39175921,-83.10603942,0,UM,,,,342.1698297,Random
5,16,2022,5/16/2022,41.40225984,-83.093535,0,UM,,,,312.1893613,Non-Random
7,21,2022,7/21/2022,41.43802328,-83.03223928,0,M,,,,321.0900446,Random
8,17,2022,8/17/2022,41.36962225,-83.1043758,0,FM,,,,327.0560133,Non-Random
9,14,2022,9/14/2022,41.42789518,-83.06207842,0,LM,,,,541.9147429,Sustained
8,3,2022,8/3/2022,41.42487907,-83.0615892,0,LM,,,,456.7461448,Sustained
5,18,2022,5/18/2022,41.38790943,-83.08574779,0,UM,,,,409.5783249,Non-Random
7,13,2022,7/13/2022,41.40168667,-83.09286172,0,UM,,,,103.7574568,Sustained
8,1,2022,8/1/2022,41.38657986,-83.08999047,0,UM,,,,85.50930181,Sustained
5,19,2022,5/19/2022,41.40173319,-83.09126398,0,UM,,,,403.5375165,Bait/Attractant
11,15,2022,11/15/2022,41.37581,-83.09498,0,FM,,,,453.6979942,Random
8,10,2022,8/10/2022,41.42356886,-83.06578712,1,LM,,,,605.8221785,Non-Random
5,19,2022,5/19/2022,41.42025101,-83.08648749,0,M,,,,510.5139185,Bait/Attractant
9,14,2022,9/14/2022,41.43469765,-83.04214553,1,M,,,,69.02996978,Sustained
8,22,2022,8/22/2022,41.40171896,-83.0919786,0,UM,,,,474.0001218,Bait/Attractant
8,2,2022,8/2/2022,41.37363852,-83.09476078,0,FM,,,,403.7205684,Non-Random
5,19,2022,5/19/2022,41.41863,-83.07226,0,LM,,,,340.6639249,Bait/Attractant
6,1,2022,6/1/2022,41.42360612,-83.06602488,0,LM,,,,301.6575837,Random
10,13,2022,10/13/2022,41.39337691,-83.09498757,0,UM,,,,68.67306628,Sustained
8,3,2022,8/3/2022,41.4269091,-83.06163175,0,LM,,,,429.5,Sustained
10,11,2022,10/11/2022,41.43758517,-83.03362813,0,M,,,,269.3101734,Sustained
9,14,2022,9/14/2022,41.43716461,-83.03655119,0,M,,,,477.0726898,Sustained
7,11,2022,7/11/2022,41.40169184,-83.09130475,0,UM,,,,390.1910179,Bait/Attractant
8,17,2022,8/17/2022,41.38706737,-83.08533579,0,UM,,,,578.8158342,Random
8,31,2022,8/31/2022,41.43837086,-83.04066362,0,M,,,,440.0940238,Random
4,20,2022,4/20/2022,41.39490697,-83.10506844,0,UM,,,,508.9833193,Sustained
5,2,2022,5/2/2022,41.40172994,-83.09115054,0,UM,,,,294.3664828,Bait/Attractant
6,27,2022,6/27/2022,41.419346,-83.0814,0,LM,,,,439.2381781,Random
10,10,2022,10/10/2022,41.4219427,-83.06771173,0,LM,,,,62.21211048,Sustained
4,19,2022,4/19/2022,41.38576536,-83.08602061,0,UM,,,,512.6388466,Sustained
7,6,2022,7/6/2022,41.39872087,-83.09868071,0,UM,,,,376.9768077,Non-Random
