SOURCE,SECTION,STATION,DATE,SURFTEMP,SURFDO,SURFSAL,PH,TSS,AMMON,TKN,NOX,DIN,TOTN,TP,ORTHOP,SURFCHLA,SECCHI,TURBIDITY,BOTTTEMP,BOTTDO,BOTTSAL,GRAD,KD,PARTC,PARTN,CNMOLAR,BOTTCHLA,PROD,FORTFLOWAVE,FORTTNAVE,FORTDINAVE,FORTTPAVE,FORTPREDTNAVE,PHOTDEPTH
DWQ,RIVER,20.00,10/28/1986,18.00,5.37,2.93,7.20,1.00,170.00,500.00,630.00,800.00,1130.00,250.00,170.00,15.00,1.00,5.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1654830.75,NA,NA,NA,1.76,NA
DWQ,UPPER,40.00,10/28/1986,19.00,6.20,7.37,7.70,1.00,140.00,700.00,420.00,560.00,1120.00,250.00,170.00,62.00,0.75,4.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1501646.44,NA,NA,NA,1.80,NA
ECU,UPPER,40.00,10/28/1986,22.80,9.50,4.20,7.80,NA,211.82,NA,703.64,915.46,NA,NA,173.91,37.65,NA,NA,21.10,3.10,7.00,2.80,3.76,NA,296.94,NA,NA,NA,1501646.44,NA,NA,NA,1.80,1.23
DWQ,MIDDLE,55.00,10/28/1986,18.00,8.77,9.67,8.30,2.00,10.00,300.00,10.00,20.00,310.00,100.00,100.00,22.00,1.40,4.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1392309.22,NA,NA,NA,1.78,NA
ECU,MIDDLE,60.00,10/28/1986,19.20,9.30,9.10,7.30,NA,25.62,NA,1.40,27.02,NA,NA,125.24,22.83,NA,NA,18.90,5.20,9.00,-0.10,1.61,NA,237.30,NA,NA,NA,1392309.22,NA,NA,NA,1.78,2.87
ECU,BEND,120.00,10/28/1986,21.90,9.30,9.50,7.70,NA,18.06,NA,1.40,19.46,NA,NA,119.04,8.01,NA,NA,20.20,9.10,9.50,0.00,1.19,NA,126.14,NA,NA,NA,1430006.46,NA,NA,NA,1.78,3.87
ECU,LOWER,160.00,10/28/1986,18.50,8.60,10.90,NA,NA,13.02,NA,1.40,14.42,NA,NA,94.55,10.01,NA,NA,19.10,7.60,12.10,1.20,1.13,NA,148.68,NA,NA,NA,1320424.44,NA,NA,NA,1.78,4.09
ECU,SOUND,180.00,10/28/1986,21.20,8.80,9.10,7.70,NA,40.74,NA,1.40,42.14,NA,NA,57.97,10.42,NA,NA,22.90,6.50,10.80,1.70,0.94,NA,110.74,NA,NA,NA,1320424.44,NA,NA,NA,1.78,4.91
DWQ,RIVER,0.00,11/18/1986,12.00,7.73,0.00,7.10,5.00,130.00,400.00,1200.00,1330.00,1600.00,430.00,280.00,1.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2743770.77,NA,NA,NA,1.70,NA
DWQ,UPPER,40.00,11/18/1986,13.83,6.60,8.00,7.30,2.00,280.00,600.00,220.00,500.00,820.00,240.00,140.00,6.00,NA,5.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2368765.90,NA,NA,NA,1.78,NA
ECU,RIVER,-10.00,11/24/1986,NA,NA,NA,NA,NA,136.78,NA,1097.46,1234.24,NA,NA,327.05,0.40,NA,NA,0.00,NA,NA,NA,2.77,NA,52.92,NA,NA,NA,2502518.23,NA,NA,NA,1.59,1.66
ECU,RIVER,10.00,11/24/1986,12.50,7.60,1.10,7.10,NA,94.22,NA,362.46,456.68,NA,NA,80.91,1.20,NA,NA,13.10,6.70,4.60,3.50,3.50,NA,6.86,NA,NA,NA,2502518.23,NA,NA,NA,1.59,1.32
ECU,UPPER,40.00,11/24/1986,14.80,8.40,5.00,7.30,NA,93.38,NA,498.12,591.50,NA,NA,150.66,3.21,NA,NA,13.50,8.00,6.40,1.40,3.27,NA,49.28,NA,NA,NA,2670504.15,NA,NA,NA,1.58,1.41
ECU,MIDDLE,60.00,11/24/1986,13.50,11.00,7.30,8.00,NA,122.08,NA,241.22,363.30,NA,NA,80.91,8.41,NA,NA,13.00,9.40,7.20,-0.10,1.60,NA,300.58,NA,NA,NA,2744061.78,NA,NA,NA,1.60,2.89
ECU,BEND,120.00,11/24/1986,14.20,11.20,8.50,NA,NA,107.24,NA,98.56,205.80,NA,NA,48.67,4.01,NA,NA,13.90,8.50,9.10,0.60,0.99,NA,193.90,NA,NA,NA,2263631.39,NA,NA,NA,1.60,4.64
ECU,LOWER,160.00,11/24/1986,13.80,11.40,9.20,NA,NA,108.08,NA,126.98,235.06,NA,NA,47.12,8.01,NA,NA,13.90,7.40,10.40,1.20,1.07,NA,157.78,NA,NA,NA,1916936.80,NA,NA,NA,1.73,4.30
ECU,SOUND,180.00,11/24/1986,13.90,10.20,9.90,7.20,NA,128.10,NA,112.84,240.94,NA,NA,45.57,5.61,NA,NA,13.10,9.00,10.80,0.90,0.66,NA,123.34,NA,NA,NA,1916936.80,NA,NA,NA,1.73,6.95
ECU,RIVER,-10.00,12/4/1986,12.50,8.70,0.00,7.80,NA,101.64,NA,825.72,927.36,NA,NA,353.71,2.81,NA,NA,13.00,8.70,0.00,0.00,2.49,NA,32.62,NA,NA,NA,2734333.02,NA,NA,NA,1.71,1.85
DWQ,RIVER,0.00,12/4/1986,13.00,7.27,0.00,7.10,2.00,120.00,600.00,990.00,1110.00,1590.00,370.00,250.00,2.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2734333.02,NA,NA,NA,1.71,NA
ECU,RIVER,10.00,12/4/1986,13.20,6.40,1.00,7.30,NA,104.72,NA,464.10,568.82,NA,NA,237.77,0.40,NA,NA,13.70,6.30,1.30,0.30,3.00,NA,41.44,NA,NA,NA,2734333.02,NA,NA,NA,1.71,1.54
DWQ,UPPER,40.00,12/4/1986,14.00,7.53,9.77,7.10,1.00,130.00,600.00,330.00,460.00,930.00,470.00,210.00,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2588073.02,NA,NA,NA,1.70,NA
ECU,UPPER,40.00,12/4/1986,12.80,9.50,4.90,7.80,NA,108.50,NA,66.22,174.72,NA,NA,115.32,16.82,NA,NA,13.20,8.80,7.20,2.30,1.96,NA,269.36,NA,NA,NA,2588073.02,NA,NA,NA,1.70,2.35
ECU,MIDDLE,60.00,12/4/1986,12.20,10.50,8.50,7.70,NA,7.00,NA,45.50,52.50,NA,NA,48.67,6.41,NA,NA,12.90,10.20,8.40,-0.10,1.60,NA,149.52,NA,NA,NA,2510221.95,NA,NA,NA,1.68,2.89
ECU,BEND,120.00,12/4/1986,12.20,11.00,8.30,7.70,NA,10.78,NA,12.18,22.96,NA,NA,44.33,13.62,NA,NA,14.20,9.20,9.30,1.00,1.41,NA,226.52,NA,NA,NA,2534510.03,NA,NA,NA,1.68,3.27
ECU,LOWER,160.00,12/4/1986,12.80,10.40,9.60,NA,NA,16.94,NA,4.20,21.14,NA,NA,38.44,1.20,NA,NA,13.90,9.60,10.10,0.50,1.21,NA,115.50,NA,NA,NA,2163605.14,NA,NA,NA,1.71,3.83
ECU,SOUND,180.00,12/4/1986,12.00,10.00,9.80,7.30,NA,40.46,NA,3.22,43.68,NA,NA,137.33,3.21,NA,NA,13.00,9.80,10.60,0.80,1.28,NA,105.00,NA,NA,NA,2163605.14,NA,NA,NA,1.71,3.60
ECU,RIVER,-10.00,12/18/1986,9.80,11.00,0.00,7.20,NA,231.00,NA,1326.50,1557.50,NA,NA,310.31,0.80,NA,NA,9.00,9.50,0.00,0.00,2.87,NA,66.22,NA,NA,NA,4814982.82,NA,NA,NA,1.45,1.60
ECU,RIVER,10.00,12/18/1986,9.50,10.20,0.00,7.10,NA,246.26,NA,1250.34,1496.60,NA,NA,282.10,5.21,NA,NA,11.20,5.10,7.80,7.80,4.18,NA,77.70,NA,NA,NA,4814982.82,NA,NA,NA,1.45,1.10
ECU,UPPER,40.00,12/18/1986,10.80,9.00,1.90,7.20,NA,262.78,NA,955.08,1217.86,NA,NA,211.42,2.41,NA,NA,11.00,5.20,10.20,8.30,2.39,NA,24.22,NA,NA,NA,5008269.05,NA,NA,NA,1.54,1.93
ECU,MIDDLE,60.00,12/18/1986,11.30,10.80,3.10,7.50,NA,137.34,NA,726.74,864.08,NA,NA,158.10,31.64,NA,NA,11.10,6.00,10.20,7.10,3.11,NA,269.50,NA,NA,NA,4277586.58,NA,NA,NA,1.62,1.48
ECU,BEND,120.00,12/18/1986,10.10,12.80,8.50,8.10,NA,16.38,NA,7.98,24.36,NA,NA,37.20,11.62,NA,NA,10.50,8.80,10.20,1.70,1.24,NA,245.56,NA,NA,NA,3653773.24,NA,NA,NA,1.62,3.72
ECU,LOWER,160.00,12/18/1986,10.20,11.80,10.20,NA,NA,23.80,NA,14.70,38.50,NA,NA,29.45,3.61,NA,NA,11.00,7.60,12.50,2.30,0.83,NA,161.00,NA,NA,NA,3080366.07,NA,NA,NA,1.63,5.57
ECU,SOUND,180.00,12/18/1986,11.00,11.00,11.80,7.40,NA,65.66,NA,1.82,67.48,NA,NA,31.00,2.40,NA,NA,10.20,9.50,12.80,1.00,0.66,NA,88.62,NA,NA,NA,3080366.07,NA,NA,NA,1.63,6.97
ECU,RIVER,-10.00,1/7/1987,6.10,11.10,0.00,7.30,NA,113.54,NA,1468.32,1581.86,NA,NA,122.76,2.40,NA,NA,5.90,10.90,0.00,0.00,4.90,NA,103.74,NA,NA,NA,15543984.08,NA,NA,NA,1.54,0.94
ECU,RIVER,10.00,1/7/1987,6.50,10.40,0.00,7.60,NA,151.90,NA,1932.84,2084.74,NA,NA,132.68,2.40,NA,NA,6.00,10.40,0.00,0.00,5.50,NA,154.42,NA,NA,NA,15543984.08,NA,NA,NA,1.54,0.84
ECU,UPPER,40.00,1/7/1987,7.10,10.40,1.40,8.00,NA,153.30,NA,NA,NA,NA,NA,100.13,2.01,NA,NA,6.60,10.20,2.30,0.90,3.60,NA,108.92,NA,NA,NA,13957073.56,NA,NA,NA,1.60,1.28
ECU,MIDDLE,60.00,1/7/1987,7.80,11.90,4.20,7.90,NA,76.44,NA,81.06,157.50,NA,NA,58.28,4.01,NA,NA,7.50,11.70,8.20,4.00,2.51,NA,304.92,NA,NA,NA,11549703.62,NA,NA,NA,1.63,1.84
ECU,BEND,120.00,1/7/1987,7.20,12.50,5.90,8.10,NA,42.42,NA,113.54,155.96,NA,NA,38.13,6.41,NA,NA,8.20,11.40,9.40,3.50,1.92,NA,227.50,NA,NA,NA,10184335.94,NA,NA,NA,1.63,2.41
ECU,LOWER,160.00,1/7/1987,7.80,12.40,11.10,NA,NA,33.46,NA,96.46,129.92,NA,NA,17.98,8.41,NA,NA,8.90,11.90,11.50,0.40,1.29,NA,255.78,NA,NA,NA,6774241.52,NA,NA,NA,1.57,3.57
ECU,SOUND,180.00,1/7/1987,6.90,12.00,9.60,8.20,NA,68.04,NA,20.30,88.34,NA,NA,24.18,4.41,NA,NA,7.00,11.50,12.10,2.50,0.91,NA,83.58,NA,NA,NA,6774241.52,NA,NA,NA,1.57,5.07
DWQ,RIVER,0.00,1/15/1987,8.00,9.10,0.00,6.80,10.00,70.00,400.00,1200.00,1270.00,1600.00,170.00,70.00,5.00,NA,18.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7603386.72,NA,NA,NA,1.61,NA
DWQ,RIVER,5.00,1/15/1987,7.00,9.03,0.00,6.80,7.00,110.00,400.00,1200.00,1310.00,1600.00,130.00,70.00,5.00,NA,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7603386.72,NA,NA,NA,1.61,NA
DWQ,RIVER,20.00,1/15/1987,7.00,8.87,0.00,6.80,8.00,100.00,400.00,1200.00,1300.00,1600.00,150.00,70.00,4.00,NA,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7603386.72,NA,NA,NA,1.61,NA
DWQ,UPPER,40.00,1/15/1987,8.00,8.57,4.07,6.80,5.00,110.00,500.00,1100.00,1210.00,1600.00,140.00,60.00,4.00,NA,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7978247.43,NA,NA,NA,1.57,NA
DWQ,MIDDLE,55.00,1/15/1987,8.00,9.73,7.77,7.20,2.00,90.00,400.00,820.00,910.00,1220.00,110.00,50.00,2.00,NA,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10385396.24,NA,NA,NA,1.49,NA
ECU,RIVER,-10.00,2/3/1987,NA,NA,NA,NA,NA,26.18,NA,907.90,934.08,NA,NA,90.52,5.21,NA,NA,0.00,NA,NA,NA,2.30,NA,15.54,NA,NA,NA,39279330.15,NA,NA,NA,1.06,2.01
ECU,RIVER,10.00,2/3/1987,6.20,11.80,0.00,6.10,NA,7.00,NA,907.90,914.90,NA,NA,62.00,2.00,NA,NA,6.00,11.80,0.00,0.00,4.16,NA,53.20,NA,NA,NA,39279330.15,NA,NA,NA,1.06,1.11
ECU,UPPER,40.00,2/3/1987,6.20,11.50,0.00,7.50,NA,37.52,NA,748.86,786.38,NA,NA,68.51,2.80,NA,NA,5.10,11.40,0.50,0.50,4.26,NA,60.48,NA,NA,NA,42764011.86,NA,NA,NA,1.10,1.08
ECU,MIDDLE,60.00,2/3/1987,8.50,11.60,0.90,7.30,NA,21.84,NA,657.16,679.00,NA,NA,62.93,4.81,NA,NA,6.30,9.80,8.70,7.80,3.95,NA,23.80,NA,NA,NA,44411670.89,NA,NA,NA,1.17,1.17
ECU,BEND,120.00,2/3/1987,7.80,12.00,2.30,7.40,NA,117.18,NA,614.18,731.36,NA,NA,44.95,2.10,NA,NA,6.00,10.70,10.00,7.70,3.67,NA,100.24,NA,NA,NA,36994352.54,NA,NA,NA,1.17,1.26
ECU,LOWER,160.00,2/3/1987,6.90,12.90,4.50,NA,NA,7.00,NA,474.18,481.18,NA,NA,13.64,21.63,NA,NA,5.70,11.10,10.20,5.70,2.80,NA,324.52,NA,NA,NA,23125799.84,NA,NA,NA,1.46,1.65
ECU,SOUND,180.00,2/3/1987,7.40,13.80,5.10,8.10,NA,78.54,NA,48.02,126.56,NA,NA,50.84,8.01,NA,NA,5.30,11.40,9.80,4.70,1.64,NA,145.74,NA,NA,NA,23125799.84,NA,NA,NA,1.46,2.82
DWQ,SOUND,185.00,2/3/1987,7.00,12.00,15.80,NA,16.00,10.00,400.00,120.00,130.00,520.00,30.00,10.00,NA,NA,3.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23125799.84,NA,NA,NA,1.46,NA
DWQ,RIVER,0.00,2/18/1987,4.50,10.33,0.00,6.00,2.00,80.00,400.00,1100.00,1180.00,1500.00,120.00,50.00,12.00,NA,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8477433.11,NA,NA,NA,1.48,NA
DWQ,UPPER,40.00,2/18/1987,5.33,9.20,3.53,NA,10.00,40.00,500.00,900.00,940.00,1400.00,100.00,30.00,15.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8327468.12,NA,NA,NA,1.40,NA
ECU,RIVER,-10.00,2/25/1987,6.20,11.40,NA,NA,NA,59.22,NA,1284.08,1343.30,NA,NA,68.82,4.41,NA,NA,6.10,11.00,NA,NA,2.30,NA,57.96,NA,NA,NA,17377311.38,NA,NA,NA,1.33,2.01
ECU,RIVER,10.00,2/25/1987,6.30,10.90,NA,7.10,NA,84.70,NA,1333.50,1418.20,NA,NA,70.37,3.61,NA,NA,6.80,11.00,NA,NA,2.34,NA,45.36,NA,NA,NA,17377311.38,NA,NA,NA,1.33,1.97
ECU,UPPER,40.00,2/25/1987,6.80,11.30,NA,7.40,NA,105.28,NA,1371.58,1476.86,NA,NA,76.26,5.61,NA,NA,7.10,9.40,NA,NA,2.23,NA,53.76,NA,NA,NA,16055292.35,NA,NA,NA,1.35,2.07
ECU,MIDDLE,60.00,2/25/1987,7.20,11.30,3.10,7.50,NA,106.68,NA,1048.32,1155.00,NA,NA,62.62,7.61,NA,NA,7.20,9.80,NA,NA,2.65,NA,130.34,NA,NA,NA,14018915.72,NA,NA,NA,1.39,1.74
ECU,BEND,120.00,2/25/1987,6.90,13.20,4.80,8.40,NA,39.48,NA,348.46,387.94,NA,NA,15.19,7.61,NA,NA,6.80,11.40,5.30,0.50,2.04,NA,246.12,NA,NA,NA,12532800.12,NA,NA,NA,1.39,2.26
ECU,LOWER,160.00,2/25/1987,6.40,15.20,5.90,NA,NA,42.28,NA,36.54,78.82,NA,NA,10.54,54.87,NA,NA,7.00,11.30,7.90,2.00,1.99,NA,610.12,NA,NA,NA,24007300.14,NA,NA,NA,1.26,2.31
ECU,SOUND,180.00,2/25/1987,6.20,13.90,6.60,8.90,NA,36.54,NA,2.38,38.92,NA,NA,8.99,33.64,NA,NA,6.20,11.00,9.20,2.60,1.24,NA,265.16,NA,NA,NA,24007300.14,NA,NA,NA,1.26,3.71
ECU,RIVER,-10.00,3/18/1987,9.50,10.30,0.00,6.90,NA,7.00,NA,625.94,632.94,NA,NA,44.33,8.81,NA,NA,9.00,10.00,0.00,0.00,2.85,NA,93.80,NA,NA,NA,33219346.19,NA,NA,NA,0.97,1.62
DWQ,RIVER,0.00,3/18/1987,9.00,9.17,NA,7.10,14.00,10.00,400.00,500.00,510.00,900.00,80.00,20.00,10.00,NA,20.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33219346.19,NA,NA,NA,0.97,NA
DWQ,RIVER,5.00,3/18/1987,9.00,9.17,NA,6.90,14.00,10.00,400.00,500.00,510.00,900.00,80.00,20.00,12.00,NA,20.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33219346.19,NA,NA,NA,0.97,NA
ECU,RIVER,10.00,3/18/1987,8.90,10.20,0.00,7.20,NA,23.38,NA,564.48,587.86,NA,NA,44.95,8.01,NA,NA,8.50,10.10,0.00,0.00,3.31,NA,110.46,NA,NA,NA,33219346.19,NA,NA,NA,0.97,1.39
DWQ,RIVER,20.00,3/18/1987,9.00,9.50,NA,6.90,17.00,20.00,300.00,530.00,550.00,830.00,80.00,30.00,10.00,NA,20.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33219346.19,NA,NA,NA,0.97,NA
DWQ,UPPER,40.00,3/18/1987,9.00,NA,NA,6.90,16.00,10.00,400.00,530.00,540.00,930.00,140.00,30.00,16.00,NA,19.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34223189.14,NA,NA,NA,0.96,NA
ECU,UPPER,40.00,3/18/1987,9.30,10.10,0.00,7.40,NA,25.20,NA,603.54,628.74,NA,NA,44.95,6.41,NA,NA,8.50,9.00,0.00,0.00,3.12,NA,43.12,NA,NA,NA,34223189.14,NA,NA,NA,0.96,1.48
DWQ,MIDDLE,55.00,3/18/1987,9.00,NA,0.00,7.10,17.00,10.00,500.00,520.00,530.00,1020.00,110.00,30.00,15.00,NA,20.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37226556.22,NA,NA,NA,0.92,NA
ECU,MIDDLE,60.00,3/18/1987,11.90,10.70,0.00,7.30,NA,28.14,NA,547.68,575.82,NA,NA,23.56,6.01,NA,NA,8.80,6.30,3.00,3.00,3.40,NA,142.24,NA,NA,NA,37226556.22,NA,NA,NA,0.92,1.35
ECU,BEND,120.00,3/18/1987,9.20,11.30,1.20,7.20,NA,23.38,NA,572.88,596.26,NA,NA,32.86,8.01,NA,NA,8.10,8.10,6.10,4.90,3.11,NA,142.94,NA,NA,NA,44994920.45,NA,NA,NA,0.92,1.48
ECU,LOWER,160.00,3/18/1987,8.80,12.00,2.30,NA,NA,137.48,NA,528.22,665.70,NA,NA,17.36,17.22,NA,NA,8.00,10.70,6.30,4.00,2.52,NA,260.12,NA,NA,NA,31758788.52,NA,NA,NA,1.12,1.83
ECU,SOUND,180.00,3/18/1987,9.10,13.00,4.20,7.90,NA,66.78,NA,81.48,148.26,NA,NA,3.10,12.82,NA,NA,8.20,12.80,6.20,2.00,1.31,NA,303.10,NA,NA,NA,31758788.52,NA,NA,NA,1.12,3.52
DWQ,RIVER,0.00,4/6/1987,11.00,8.00,NA,6.70,13.00,40.00,400.00,720.00,760.00,1120.00,140.00,60.00,3.00,NA,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15006520.68,NA,NA,NA,1.07,NA
DWQ,RIVER,5.00,4/6/1987,11.50,7.83,NA,6.60,16.00,70.00,500.00,720.00,790.00,1220.00,140.00,40.00,3.00,NA,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15006520.68,NA,NA,NA,1.07,NA
DWQ,RIVER,20.00,4/6/1987,12.00,8.20,NA,6.60,12.00,60.00,400.00,720.00,780.00,1120.00,140.00,40.00,3.00,NA,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15006520.68,NA,NA,NA,1.07,NA
DWQ,UPPER,40.00,4/6/1987,12.00,7.93,NA,6.70,8.00,60.00,400.00,720.00,780.00,1120.00,140.00,50.00,2.00,NA,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16016328.14,NA,NA,NA,1.08,NA
DWQ,MIDDLE,55.00,4/6/1987,12.50,7.93,1.70,6.90,10.00,100.00,400.00,600.00,700.00,1000.00,130.00,50.00,5.00,NA,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16072473.87,NA,NA,NA,1.10,NA
ECU,RIVER,-10.00,4/8/1987,14.00,8.10,0.00,7.20,NA,39.48,NA,370.72,410.20,NA,NA,87.42,8.01,NA,NA,13.50,8.10,0.00,0.00,2.73,NA,42.14,NA,NA,NA,12456042.36,NA,NA,NA,1.10,1.69
ECU,RIVER,10.00,4/8/1987,14.00,7.90,0.40,6.90,NA,59.50,NA,330.40,389.90,NA,NA,103.54,5.61,NA,NA,13.00,7.70,1.00,0.60,2.68,NA,37.94,NA,NA,NA,12456042.36,NA,NA,NA,1.10,1.72
ECU,UPPER,40.00,4/8/1987,15.00,7.90,0.80,7.30,NA,153.30,NA,337.54,490.84,NA,NA,77.81,5.21,NA,NA,12.90,7.60,0.50,-0.30,2.66,NA,45.36,NA,NA,NA,13731281.52,NA,NA,NA,1.08,1.74
ECU,MIDDLE,60.00,4/8/1987,14.90,9.30,1.30,7.30,NA,63.00,NA,294.84,357.84,NA,NA,64.79,17.62,NA,NA,11.50,3.30,4.30,3.00,2.31,NA,80.36,NA,NA,NA,15157694.42,NA,NA,NA,1.09,1.99
ECU,BEND,120.00,4/8/1987,13.50,10.30,2.50,7.00,NA,26.46,NA,198.38,224.84,NA,NA,29.14,32.84,NA,NA,11.50,6.70,4.80,2.30,2.12,NA,249.48,NA,NA,NA,14966674.85,NA,NA,NA,1.09,2.18
ECU,LOWER,160.00,4/8/1987,13.50,11.50,3.90,NA,NA,14.28,NA,116.34,130.62,NA,NA,4.96,23.23,NA,NA,12.00,7.80,5.50,1.60,2.15,NA,217.70,NA,NA,NA,25140085.43,NA,NA,NA,1.02,2.15
ECU,SOUND,180.00,4/8/1987,12.00,9.80,5.70,8.00,NA,47.74,NA,62.86,110.60,NA,NA,4.96,23.23,NA,NA,12.20,8.00,7.00,1.30,1.21,NA,256.06,NA,NA,NA,25140085.43,NA,NA,NA,1.02,3.83
DWQ,LOWER,160.00,4/23/1987,18.00,9.60,8.00,7.70,8.00,10.00,500.00,10.00,20.00,510.00,40.00,20.00,NA,NA,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16431540.06,NA,NA,NA,1.13,NA
DWQ,SOUND,185.00,4/23/1987,17.00,8.80,10.80,7.50,12.00,20.00,500.00,10.00,30.00,510.00,260.00,10.00,NA,NA,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16431540.06,NA,NA,NA,1.13,NA
ECU,RIVER,-10.00,5/7/1987,18.10,6.20,0.00,NA,NA,66.92,NA,724.78,791.70,NA,NA,120.59,1.00,NA,NA,18.00,6.10,0.00,0.00,2.88,NA,37.94,NA,NA,NA,13253782.95,NA,NA,NA,1.14,1.60
ECU,RIVER,10.00,5/7/1987,18.00,6.20,0.00,NA,NA,79.52,NA,688.10,767.62,NA,NA,115.94,1.60,NA,NA,18.00,6.00,0.00,0.00,3.15,NA,30.38,NA,NA,NA,13253782.95,NA,NA,NA,1.14,1.47
ECU,UPPER,40.00,5/7/1987,19.00,5.90,0.00,NA,NA,228.06,NA,744.38,972.44,NA,NA,146.94,2.10,NA,NA,17.80,5.80,0.00,0.00,2.70,NA,21.00,NA,NA,NA,16657097.42,NA,NA,NA,1.09,1.71
ECU,MIDDLE,60.00,5/7/1987,20.20,7.20,0.00,NA,NA,54.46,NA,609.84,664.30,NA,NA,136.40,NA,NA,NA,18.10,7.50,0.00,0.00,3.39,NA,64.54,NA,NA,NA,21657825.57,NA,NA,NA,1.07,1.36
ECU,BEND,120.00,5/7/1987,19.30,9.30,0.40,NA,NA,30.80,NA,95.62,126.42,NA,NA,78.43,9.61,NA,NA,17.20,3.70,2.30,1.90,3.81,NA,147.84,NA,NA,NA,31658377.43,NA,NA,NA,1.07,1.21
ECU,LOWER,160.00,5/7/1987,18.90,9.00,1.40,NA,NA,22.54,NA,19.04,41.58,NA,NA,22.32,4.81,NA,NA,17.20,5.80,2.20,0.80,2.09,NA,186.20,NA,NA,NA,23986716.80,NA,NA,NA,1.09,2.20
ECU,SOUND,180.00,5/7/1987,17.90,9.60,2.00,NA,NA,25.20,NA,1.40,26.60,NA,NA,8.68,17.00,NA,NA,17.80,8.70,2.80,0.80,1.36,NA,191.10,NA,NA,NA,23986716.80,NA,NA,NA,1.09,3.39
DWQ,RIVER,0.00,5/12/1987,20.17,5.83,NA,6.70,19.00,130.00,500.00,840.00,970.00,1340.00,240.00,70.00,4.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6550004.40,NA,NA,NA,1.27,NA
DWQ,RIVER,5.00,5/12/1987,20.00,5.73,NA,6.70,13.00,150.00,600.00,840.00,990.00,1440.00,220.00,70.00,5.00,NA,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6550004.40,NA,NA,NA,1.27,NA
DWQ,RIVER,20.00,5/12/1987,20.00,5.80,NA,6.70,13.00,100.00,500.00,780.00,880.00,1280.00,220.00,70.00,3.00,NA,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6550004.40,NA,NA,NA,1.27,NA
DWQ,UPPER,40.00,5/12/1987,21.83,7.27,0.00,6.80,3.00,80.00,500.00,700.00,780.00,1200.00,200.00,70.00,9.00,NA,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7540740.83,NA,NA,NA,1.25,NA
DWQ,MIDDLE,55.00,5/12/1987,20.33,8.17,1.03,7.20,3.00,30.00,500.00,370.00,400.00,870.00,160.00,60.00,26.00,NA,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9592064.65,NA,NA,NA,1.21,NA
ECU,RIVER,-10.00,5/19/1987,27.50,6.00,0.00,7.00,NA,112.00,NA,1037.82,1149.82,NA,NA,174.22,7.61,NA,NA,15.00,5.60,0.00,0.00,2.30,NA,45.08,NA,NA,NA,5578337.79,NA,NA,NA,1.34,2.00
ECU,RIVER,10.00,5/19/1987,27.00,5.50,0.00,7.00,NA,164.22,NA,981.68,1145.90,NA,NA,164.61,13.62,NA,NA,24.00,5.00,0.00,0.00,3.21,NA,21.00,NA,NA,NA,5578337.79,NA,NA,NA,1.34,1.44
ECU,UPPER,40.00,5/19/1987,25.50,7.40,0.00,6.80,NA,96.60,NA,798.70,895.30,NA,NA,188.17,NA,NA,NA,24.50,6.10,0.00,0.00,3.09,NA,66.08,NA,NA,NA,6103451.14,NA,NA,NA,1.35,1.49
