Index,Type,Year,Depth,SA,Flow_Q,HRT_tau,Dep*SA/Q*365,L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR
620,CWSF,306,0.443637666,3908,29849.7,21.2,21.19999998,,,,,0.281121895,0.278291049,0.000477399,,,,,,,,,
621,CWSF,206,0.7,24170,308763.1775,20.00055528,20.00055528,2.842313086,2.41300538,0.008187031,0.008895459,2.226901547,0.759007564,0.053816242,,0.050332628,0.00909371,0.085551153,0.226737891,0.026435204,0.007190375,0.065095853,0.133819814
622,CWSF,209,0.1,40000,55115,19.86754967,26.49006623,,,,,0.136,0.02,0.096485105,,,,,,0.048,0.008,0.090185227,0.251666667
623,CWSF,204,0.3,70000,393838.65,19.46228487,19.46228487,,,,,,,,,41.34312,11.81232,0.064368751,0.128453571,,,,
624,CWSF,209,0.17,550000,1319215.878,19.4021505,25.86953399,,,,,14.75689268,0.006296947,0.399924777,,9.098818611,0,,,8.314285714,0.169261924,0.200713994,2.480180085
625,CWSF,2,0.3,202000,915420,19,24.16267943,30.098,24.8864,0.010007224,0.011021873,7.8982,7.3528,0.003765984,,10.8676,6.7064,0.025406505,0.032656944,9.797,5.3732,0.031613294,0.043332014
626,CWSF,201,0.113,182200,690142,18.88169479,10.88883012,,,,,,,,,0.982058,0.176734,0.090828954,0.241329027,,,,
627,CWSF,311,0.246666667,1324,0,18.26666667,#DIV/0!,,,,,0.006519261,0.001424739,0.083253957,,0.03784913,0.009167261,0.077626066,0.171280753,0.006879043,0.003698565,0.033970875,0.047076032
628,CWSF,204,0.3,70000,421476.45,18.18606947,18.18606947,,,,,,,,,20.823,15.144,0.017510861,0.020620179,,,,
629,CWSF,206,0.66,23890,317498.7347,18.1263746,18.1263746,2.104581681,1.02547742,0.039663665,0.058053225,1.531126775,0.394046375,0.074879319,,0.09698934,0.032010831,0.061155458,0.11198551,0.057149772,0.008394145,0.105820444,0.320433086
630,CWSF,206,0.66,23890,335182.401,17.17005721,17.17005721,,,,,0.96527284,0.768815956,0.013253257,,,,,,,,,
631,CWSF,206,0.63,19430,260297.1188,17.16472514,17.16472514,,,,,,,,,,,,,,,,
632,CWSF,311,0.23,1324,0,17,#DIV/0!,,,,,0.002575253,0.003040835,-0.00977556,,0.04132044,0.006547253,0.108371279,0.312418301,0.002837143,0.003579165,-0.013666587,-0.012195122
633,CWSF,201,0.0625,182200,677020.25,16.46782357,6.139310456,,,,,,,,,1.80378,0.29152,0.110672252,0.315008233,,,,
634,CWSF,306,0.44,3908,39785,15.77541284,15.77541284,,,,,0.1744,0.8611,-0.101224554,,,,,,,,,
635,CWSF,206,0.66,23890,391341.6426,15.76889432,14.70607871,,,,,,,,,0.056994598,0.050436777,0.00775171,0.008245387,,,,
636,CWSF,311,0.203333333,4172,0,15.25833333,#DIV/0!,,,,,,,,,0.069723836,0.044762702,0.029044258,0.036546088,0.019431233,0.024191885,-0.014361695,-0.012897028
637,CWSF,206,0.63,19430,290077.4419,15.15503861,15.40253689,2.338598587,0.647887439,0.084697254,0.172191936,0.300915378,0.105352474,0.069252048,,0.142205607,0.009541825,0.178263432,0.917410879,0.042610934,0.006936495,0.119782887,0.339359511
638,CWSF,311,0.209166667,4172,0,15.1,#DIV/0!,,,,,,,,,0.070866849,0.055417876,0.016284804,0.018461747,0.019431233,0.036239249,-0.041275566,-0.030715693
639,CWSF,302,0.3,14650,106769.873,15.02460343,15.02460343,5.612775288,1.86659,0.073275283,0.133578727,0.006920808,0.00239,0.070766537,,2.69911512,1.8881,0.023784518,0.02858913,2.35307472,1.8881,0.014652755,0.016390845
640,CWSF,302,0.3,14650,106769.873,15.02460343,15.02460343,5.612775288,1.10179,0.108362872,0.27250192,0.006920808,0.00239,0.070766537,,2.69911512,1.5535,0.036767262,0.04908225,2.35307472,1.3862,0.035219344,0.046423865
641,CWSF,209,0.17,500000,1558262.598,14.93249599,19.90999466,,,,,12.26034275,0.031945495,0.398466137,,15.45308976,0,,,12.56745827,0.457834961,0.221822079,1.771288383
642,CWSF,311,0.2,1324,0,14.79166667,#DIV/0!,,,,,,,,,0.014146849,0.007469536,0.043176946,0.060435339,0.003990137,0.004480924,-0.007842502,-0.007404713
643,CWSF,311,0.21,1324,0,14.7,#DIV/0!,,,,,,,,,0.058763836,0.009519741,0.123820336,0.351893844,0.003990137,0.006272495,-0.03077202,-0.024752904
644,CWSF,209,0.12,760000,1699491.841,14.69027353,19.58703137,,,,,3.566542443,0.214013443,0.191508556,,19.2661726,0,,,17.3915103,0.51615007,0.239433247,2.225600343
645,CWSF,206,0.63,19430,326675.3248,14.67714082,13.67696964,,,,,,,,,0.047538639,0.015295849,0.077260371,0.143620873,,,,
646,CWSF,209,0.16,460000,1389357.526,14.50166687,19.33555582,,,,,9.183107089,0.144242874,0.28642379,,18.50461538,0,,,16.47894737,0.229229215,0.29480173,4.888301005
647,CWSF,209,0.12,760000,1781775.536,14.01186597,18.68248796,,,,,9.926144928,0.19873818,0.279116228,,11.85991173,0,,,9.09984058,0.826570157,0.171192572,0.714334334
648,CWSF,311,0.213333333,4172,0,13.975,#DIV/0!,,,,,,,,,0.11170929,0.089255722,0.01605684,0.018001034,0.039896175,0.052742743,-0.019974651,-0.017429005
649,CWSF,311,0.205833333,1324,0,13.96666667,#DIV/0!,,,,,0.005100656,0.001624251,0.08193237,,0.05570929,0.013648776,0.100703847,0.220641956,0.011937705,0.007520754,0.033081298,0.042050233
650,CWSF,311,0.203333333,1324,0,13.69166667,#DIV/0!,,,,,,,,,0.022066667,0.013416533,0.036341843,0.047089727,0.007596721,0.007558738,0.000366102,0.000367021
651,CWSF,206,0.66,23890,430628.1432,13.3797637,13.36443307,,,,,,,,,0.086419762,0.062010635,0.024806901,0.029419658,,,,
652,CWSF,311,0.246666667,1324,0,13.2,#DIV/0!,,,,,0.006532703,0.001120308,0.133577081,,0.03681011,0.008555077,0.110549063,0.250206143,0.001542242,0.005165055,-0.091566568,-0.053137004
653,CWSF,206,0.66,23890,461467.2948,12.9314171,12.47130851,3.237348839,1.346121208,0.067860115,0.108645944,0.534488181,0.144908576,0.10093299,,0.17000036,0.030240437,0.133521372,0.357394996,0.060114774,0.013350751,0.116358706,0.270869452
654,CWSF,302,0.3,14650,124059.3025,12.9307111,12.9307111,5.51334357,2.90122,0.049652329,0.069629078,0.00357777,0.00322,0.008147916,,2.0035512,1.7388,0.010960417,0.011775135,1.4668857,1.288,0.010057525,0.010740818
655,CWSF,302,0.3,14650,124059.3025,12.9307111,12.9307111,5.51334357,2.19282,0.071301792,0.117106547,0.00357777,0.00322,0.008147916,,2.0035512,1.7388,0.010960417,0.011775135,1.4668857,1.7388,-0.013151144,-0.012093723
656,CWSF,311,0.184166667,1324,0,12.86666667,#DIV/0!,,,,,,,,,0.014509589,0.007951255,0.04674715,0.064104988,0.003990137,0.004405111,-0.007689633,-0.007321469
657,CWSF,209,0.08,610000,1045297.429,12.78009458,17.0401261,,,,,13.67436975,0.004042929,0.635856735,,8.161490683,0,,,7.332706767,0.1811232,0.28958491,3.089541744
658,CWSF,209,0.12,670000,1738015.264,12.66358268,16.88477691,,,,,9.101915444,0.139071763,0.33017908,,14.50020119,0,,,13.01144126,0.526576268,0.253260728,1.872259219
659,CWSF,302,0.3,14650,126822.316,12.64899625,12.64899625,5.647379328,3.85729,0.030138892,0.03668904,0.004119168,0.00849,-0.057177485,,2.34792576,2.1225,0.007979894,0.008396529,2.30673408,1.8112,0.019119548,0.021629728
660,CWSF,302,0.3,14650,126822.316,12.64899625,12.64899625,5.647379328,4.42046,0.019365002,0.021942822,0.004119168,0.00566,-0.025122364,,2.34792576,1.8678,0.0180861,0.020322099,2.30673408,1.6414,0.02690199,0.032045664
661,CWSF,206,0.66,23890,493861.2175,12.35043369,11.65327585,4.734436713,3.469203384,0.025176263,0.029529674,3.794697696,2.413378843,0.036644622,,0.144802343,0.055127488,0.078193302,0.131710461,0.08896836,0.012308002,0.160158841,0.504314039
662,CWSF,306,0.44,3908,52622.05,12.16853546,11.92703059,,,,,0.2841995,0.445149375,-0.036876537,,,,,,,,,
663,CWSF,306,0.44,3908,52195,12.02461538,12.02461538,,,,,0.286,0.286,0,,,,,,,,,
664,CWSF,209,0.16,480000,1819403.949,11.55543276,15.40724368,,,,,11.3884518,0.489172549,0.272394803,,17.60351055,0,,,15.69731646,0.961967514,0.241640831,1.325603994
665,CWSF,302,0.3,14650,139776.8595,11.47668509,11.47668509,4.968148212,7.18584,-0.032157826,-0.026891014,0.005838012,0.02844,-0.137967215,,1.3135527,1.7538,-0.025185793,-0.021872588,0.8757018,0.948,-0.006912177,-0.006645118
666,CWSF,302,0.3,14650,139776.8595,11.47668509,11.47668509,4.968148212,4.76844,0.003574897,0.003649246,0.005838012,0.02844,-0.137967215,,1.3135527,1.7538,-0.025185793,-0.021872588,0.8757018,0.948,-0.006912177,-0.006645118
667,CWSF,311,0.240833333,909,0,11.45833333,#DIV/0!,,,,,,,,,0.022352459,0.022508926,-0.000608781,-0.000606662,0.007947541,0.01347903,-0.046103785,-0.035814751
668,CWSF,206,0.66,23890,488563.9569,11.36841473,11.77962664,1.997724253,0.902674646,0.069877971,0.106709391,0.016316993,0.004110638,0.121268349,,0.2363146,0.030714656,0.179481844,0.588813057,0.067000257,0.018607425,0.112692561,0.228767781
669,CWSF,311,0.221666667,909,0,11.28333333,#DIV/0!,,,,,,,,,0.014693425,0.012092688,0.01726432,0.019060576,0.004233699,0.008386957,-0.06058509,-0.043888134
670,CWSF,306,0.44,3908,55717.25,11.26446119,11.26446119,,,,,0.0228975,0.0228975,0,,,,,,,,,
671,CWSF,306,0.44,3908,55717.25,11.26446119,11.26446119,,,,,0.6106,0.6106,0,,,,,,,,,
672,CWSF,206,0.63,19430,389070.9681,11.0692586,11.48358234,,,,,,,,,0.081095404,0.030781479,0.087513821,0.14766589,,,,
673,CWSF,209,0.065,40000,65152.5,10.92436975,14.56582633,,,,,,,,,,,,,0.316,0.016,0.273073281,1.716346154
674,CWSF,206,0.63,19430,298061.7415,10.9232595,14.98994295,1.619042485,0.308255099,0.151846847,0.389286849,0.010143972,0.001847651,0.155902602,,0.225375339,0.006791791,0.320605086,2.946326858,0.050816126,0.006663644,0.185983617,0.606584219
675,CWSF,311,0.215833333,941,0,10.74166667,#DIV/0!,,,,,,,,,0.054139726,0.011206923,0.146628688,0.356640919,0.003609315,0.005193804,-0.033881933,-0.028400897
676,CWSF,18,0.229,50600,575970,10.7,7.343092522,11.3597,11.14212,0.001807428,0.001825019,1.1385,1.37126,-0.017384899,,6.26428,5.4142,0.013629769,0.014673771,,,,
677,CWSF,306,0.443610542,3908,59695.75,10.6,10.59999999,,,,,0.278035,0.19626,0.032859122,,,,,,,,,
678,CWSF,306,0.443610542,3908,59695.75,10.6,10.59999999,,,,,0.471321364,0.495853864,-0.004786895,,,,,,,,,
679,CWSF,306,0.443610542,3908,59695.75,10.6,10.59999999,,,,,0.500190417,0.495420208,0.000904014,,,,,,,,,
680,CWSF,209,0.08,460000,951284.1576,10.58989569,14.11986092,,,,,6.920972084,0.026268126,0.526346566,,7.985705085,0,,,7.625766102,0.168116009,0.360214482,4.188912104
681,CWSF,209,0.12,540000,1675690.026,10.58608676,14.11478235,,,,,8.632022161,0.12977585,0.396503962,,8.498526316,0,,,6.786481994,0.194073884,0.335766097,3.208791792
682,CWSF,206,0.66,23890,540616.9318,10.57356964,10.6454324,,,,,,,,,0.077542857,0.026479364,0.101618007,0.182381736,,,,
683,CWSF,306,0.44,3908,59695.75,10.51372669,10.51372669,,,,,,,,,,,,,,,,
684,CWSF,206,0.63,19430,452296.1381,10.46576566,9.878325556,4.650209843,2.834345785,0.047306735,0.061215231,3.727189029,1.942580233,0.062263694,,0.1383501,0.041539992,0.114958698,0.222681061,0.08738559,0.013545159,0.178133282,0.520881717
685,CWSF,311,0.216,941,0,10.46,#DIV/0!,,,,,,,,,0.039593989,0.02252898,,,0.007198907,0.01310921,-0.057302658,-0.043102407
686,CWSF,312,0.65,85000,1934500,10.4245283,10.4245283,,,,,56.0475,13.78,0.13458463,,,,,,,,,
687,CWSF,209,0.17,320000,1443957.878,10.31332024,13.75109365,,,,,9.347653061,0.427993482,0.299008713,,11.8903207,0,,,10.13533528,0.253906482,0.357481106,3.77352694
688,CWSF,206,0.66,23890,583291.4799,10.21996358,9.866595344,4.734436713,3.469203384,0.030424547,0.035685478,3.794697696,2.413378843,0.044283619,,0.188822059,0.048221651,0.133561823,0.285295651,0.08896836,0.012308002,0.193545811,0.609444158
689,CWSF,206,0.66,23890,570183.6044,10.03311315,10.0934172,,,,,,,,,0.24697295,0.059840888,0.141291105,0.311683967,,,,
690,CWSF,306,0.441953429,3908,63677.9,9.9,9.900000003,,,,,0.532595267,0.460134433,0.01477203,,,,,,,,,
691,CWSF,302,0.3,14650,196225.1534,9.739739728,8.175175161,8.244075576,4.872253498,0.053999212,0.071053819,0.155790114,0.054182634,0.108437111,,2.96837544,2.33452584,0.024662467,0.027876624,2.157495849,1.926380747,0.011633292,0.012317962
692,CWSF,302,0.3,14650,198602.0042,9.722005242,8.077335405,8.244075576,4.54402716,0.061271431,0.08375498,0.155790114,0.15558204,0.000137471,,2.96837544,2.14660952,0.033339334,0.039376692,2.157495849,1.853408711,0.015626584,0.016876058
693,CWSF,311,0.193333333,1324,0,9.466666667,#DIV/0!,,,,,0.004350286,0.010359209,-0.091651515,,0.058197802,0.001120308,0.417279319,5.381836473,0.002182418,8.73E-05,0.340022094,2.535211268
694,CWSF,302,0.3,14650,169466.434,9.466033846,9.466033846,6.1477068,3.34112,0.064416953,0.088739781,0.21383328,0.03152,0.202257293,,1.76412456,1.3396,0.029081188,0.03347801,1.277653848,1.1426,0.011802102,0.012486614
695,CWSF,302,0.3,14650,169466.434,9.466033846,9.466033846,6.1477068,2.74224,0.085284296,0.131190726,0.21383328,0.29944,-0.035571119,,1.76412456,1.2214,0.038839585,0.046941126,1.277653848,1.1032,0.015509179,0.016705453
696,CWSF,206,0.63,19430,394133.3455,9.446384545,11.33608346,4.21514695,1.021697004,0.150027714,0.330881414,0.033145685,0.024381,0.032510682,,0.141245372,0.015980405,0.230684588,0.82980535,0.044335867,0.008884858,0.170165154,0.422388875
697,CWSF,206,0.66,23890,578339.1927,9.299461958,9.951082466,5.609740583,2.110211559,0.105136864,0.178330563,0.056020776,0.036568714,0.045866045,,0.17669714,0.027995824,0.198117035,0.57116782,0.056194293,0.013050685,0.156995596,0.355488314
698,CWSF,302,0.3,14650,172830.3105,9.281792038,9.281792038,8.423145804,5.508,0.045765062,0.057020959,0.175685544,0.0459,0.144608993,,3.22090164,2.1573,0.043181736,0.053117377,,,,
699,CWSF,302,0.3,14650,172830.3105,9.281792038,9.281792038,8.423145804,5.31063,0.049696534,0.063144232,0.175685544,0.07803,0.087440264,,3.22090164,2.0196,0.050287903,0.064084777,,,,
700,CWSF,311,0.195,1324,0,8.925,#DIV/0!,,,,,,,,,0.074724384,0.016140467,0.171706092,0.406681191,0.004352877,0.010342435,-0.096965647,-0.064887908
701,CWSF,206,0.673333333,23890,1203299.631,8.819761049,4.879387903,21.97656214,19.40935957,0.01408441,0.014996576,6.949132748,5.233020849,0.032158259,,0.389168288,0.170056731,0.093866463,0.146088032,0.204395109,0.01962193,0.265699612,1.067678207
702,CWSF,302,0.3,14650,182136.9528,8.807520801,8.807520799,8.17571556,3.76201,0.088130914,0.133207824,1.74112461,0.00241,0.747390771,,2.34673317,1.1327,0.082704324,0.121691985,,,,
703,CWSF,302,0.3,14650,182136.9528,8.807520801,8.807520799,8.17571556,3.08721,0.110576006,0.187141628,1.74112461,0.00241,0.747390771,,2.34673317,1.2291,0.073430656,0.10324247,,,,
704,CWSF,206,0.63,19430,491764.9621,8.74075565,9.085495805,,,,,,,,,0.072822857,0.017255506,0.164733879,0.368419837,,,,
705,CWSF,311,0.193333333,1324,0,8.733333333,#DIV/0!,,,,,,,,,,,,,,,,
706,CWSF,312,0.65,19430,544119.1875,8.47198115,8.47198115,,,,,5.63498775,1.565274375,0.151196494,,19.3795875,22.3610625,-0.016891072,-0.015738153,,,,
707,CWUF,437,0.508,2700,18651.5,8.417,26.84148728,0.82836,0.81189,0.002386002,0.002410122,0.0108,0.00189,0.207077261,,0.1809,0.16038,0.014304193,0.015200918,,,,
708,CWUF,425,0.457,3600,27630.5,8.355,21.7331572,4.842,2.628,0.073142401,0.100833723,0.00864,0.00432,0.082961961,,,,,,,,,
709,CWUF,425,0.457,3600,27630.5,8.355,21.7331572,1.00692,0.53892,0.074815597,0.103938178,0.03348,0.01512,0.09514421,,,,,,,,,
710,CWSF,302,0.3,14650,192288.6795,8.342534798,8.342534798,11.60432473,5.21874,0.095788855,0.146668545,0.011592732,0.00474,0.107202575,,3.94152888,2.5596,0.051748983,0.064716581,3.1880013,2.2278,0.042958121,0.051664004
711,CWSF,302,0.3,14650,192288.6795,8.342534798,8.342534798,11.60432473,4.00056,0.127652269,0.227829447,0.011592732,0.25596,-0.370947549,,3.94152888,2.0856,0.076297207,0.106667541,3.1880013,1.5168,0.089036646,0.132069465
712,CWSF,206,0.63,19430,556400.754,8.077898228,8.030054718,4.650209843,2.834345785,0.061290844,0.079310762,3.727189029,1.942580233,0.080669156,,0.185462865,0.033138785,0.213192873,0.569027962,0.08738559,0.013545159,0.230790378,0.674856977
713,CWSF,206,0.63,19430,537037.5057,8.038764983,8.31958374,,,,,,,,,0.23930349,0.086943857,0.125948451,0.217992567,,,,
714,CWSF,21,1,330000,2737500,8,44,,,,,,,,,26.862,22.473,0.022299757,0.024412628,,,,
715,CWSF,312,0.65,19430,596999.5115,7.754694091,7.72155992,,,,,10.96659386,2.294841308,0.2017088,,10.05944365,11.58378568,-0.018194718,-0.01696943,,,,
716,CWUF,427,0.381,4500,179598.25,7.692,3.484401992,4.5882,4.21155,0.011135861,0.011626707,0.1107,0.07785,0.045767023,,1.11195,1.1376,-0.00296484,-0.002931288,,,,
717,CWSF,530,0.15,23,164.25,7.666666667,7.666666667,0.15112665,0.06598755,0.108085062,0.168290837,0.00005895,0.0002358,-0.180821004,,0.00912015,0.0041958,0.101269856,0.153083207,0.02634255,0.01130355,0.110356783,0.173539171
718,CWSF,530,0.15,23,164.25,7.666666667,7.666666667,0.15112665,0.0629721,0.114186059,0.18259546,0.00005895,0.00017055,-0.138565941,,0.00912015,0.00402165,0.106799215,0.165360422,0.02634255,0.0111537,0.112097507,0.177623062
719,CWSF,530,0.15,23,164.25,7.666666667,7.666666667,0.15112665,0.04699575,0.15235579,0.289011055,0.00005895,0.0001665,-0.135431176,,0.00912015,0.0064944,0.044288607,0.05273607,0.02634255,0.01860435,0.045363923,0.054252389
720,CWSF,530,0.15,23,164.25,7.666666667,7.666666667,0.15112665,0.06779925,0.10455223,0.16030843,0.00005895,0.0002943,-0.209727395,,0.00912015,0.00403605,0.106333012,0.16430507,0.02634255,0.01118385,0.111745399,0.176792584
721,CWSF,530,0.3,23,328.5,7.666666667,7.666666667,0.3022533,0.100989,0.142989627,0.259947769,,,,,0.0182403,0.0133236,0.040969113,0.048133289,0.0526851,0.0382023,0.04192656,0.049448878
722,CWSF,530,0.3,23,328.5,7.666666667,7.666666667,0.3022533,0.0744147,0.182818944,0.39935763,,,,,0.0182403,0.0109674,0.066352982,0.086496264,0.0526851,0.0316503,0.066467616,0.086687
723,CWSF,530,0.3,23,328.5,7.666666667,7.666666667,0.3022533,0.0965772,0.148816007,0.277781064,0.0001179,0.0003339,-0.135783227,,0.0182403,0.013491,0.039340518,0.045917568,0.0526851,0.0379746,0.042706326,0.050527481
724,CWSF,530,0.3,23,328.5,7.666666667,7.666666667,0.3022533,0.0987426,0.145923775,0.268828995,0.0001179,0.0001359,-0.018532502,,0.0182403,0.0133344,0.040863426,0.047988661,0.0526851,0.0378315,0.043198773,0.051211982
725,CWSF,530,0.15,23,164.25,7.666666667,7.666666667,0.223839692,0.154185923,0.0486223,0.058924149,0.000896885,0.002899038,-0.153027023,,0.006604615,0.004807385,0.04142811,0.048762773,0.018779538,0.013925769,0.039003505,0.045462504
726,CWSF,530,0.15,23,164.25,7.666666667,7.666666667,0.223839692,0.156831577,0.046403174,0.055729778,0.000896885,0.001664308,-0.080639647,,0.006604615,0.004782115,0.042115527,0.049709673,0.018779538,0.013627038,0.041831994,0.049318509
727,CWSF,530,0.3,23,328.5,7.666666667,7.666666667,0.447679385,0.335844692,0.037490672,0.043434165,0.001793769,0.003678231,-0.09366688,,0.013209231,0.010714846,0.027298124,0.030364833,0.037559077,0.031081846,0.024690151,0.02718166
728,CWSF,530,0.3,23,328.5,7.666666667,7.666666667,0.447679385,0.266287846,0.0677608,0.088850341,0.001793769,0.006886385,-0.175464404,,0.013209231,0.008613692,0.055769063,0.06958898,0.037559077,0.024214154,0.057257967,0.071885318
729,CWSF,530,0.3,23,328.5,7.666666667,7.666666667,0.447679385,0.336171462,0.037363824,0.043265159,0.001793769,0.005765538,-0.152292969,,0.013209231,0.010839462,0.0257899,0.028516208,0.037559077,0.030517615,0.027079697,0.030095782
730,CWSF,530,0.3,23,328.5,7.666666667,7.666666667,0.447679385,0.336105692,0.037389345,0.043299149,0.001793769,0.001370769,0.035080051,,0.013209231,0.009492923,0.043091648,0.051062858,0.037559077,0.027025615,0.042929993,0.050838057
731,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.083959143,0.030433429,0.133464268,0.231313507,,,,
732,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.215232047,0.113988125,0.083596605,0.116815038,,,,
733,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.083959143,0.029223714,0.138798836,0.246332953,,,,
734,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.23904526,0.129649333,0.080466061,0.110973751,,,,
735,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.083959143,0.023970571,0.164859857,0.329139145,,,,
736,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.23904526,0.133284,0.076829709,0.104360945,,,,
737,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.083959143,0.034360857,0.11750093,0.189841904,,,,
738,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.23904526,0.142448,0.068084357,0.08918624,,,,
739,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.083959143,0.037600571,0.105650885,0.162153006,,,,
740,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.23904526,0.146256667,0.064614083,0.083438853,,,,
741,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.083959143,0.025420571,0.157135486,0.302862997,,,,
742,CWSF,514,0.3,147,2117,7.603448276,7.603448276,,,,,,,,,0.23904526,0.123487273,0.086870429,0.123074243,,,,
743,CWSF,311,0.159166667,909,0,7.591666667,#DIV/0!,,,,,,,,,0.014942466,0.00890571,0.068168774,0.089289003,0.004233699,0.004987297,-0.021578672,-0.019903872
744,CWSF,312,0.65,19430,613282.782,7.51654479,7.51654479,,,,,16.29819996,3.02440824,0.224084239,,0.739299792,0.806508864,-0.011575981,-0.011086654,,,,
745,CWUF,437,0.402,2700,20724.7,7.5,19.11588588,0.57645,0.71982,-0.02961501,-0.026556639,0.00243,0.00216,0.015704405,,0.20331,0.17442,0.02043543,0.022084623,,,,
746,CWSF,311,0.266666667,1324,0,7.466666667,#DIV/0!,,,,,0.004677174,0.002979,0.060416034,,0.102322174,0.026048261,0.183237777,0.392166535,0.01401713,0.004403739,0.155066009,0.292366947
747,CWSF,311,0.1975,4172,0,7.458333333,#DIV/0!,,,,,,,,,0.177167123,0.090355233,0.090280834,0.128820243,0.062865753,0.03168434,0.091867577,0.131949987
748,CWSF,209,0.065,40000,95447.5,7.456978967,9.942638623,,,,,1.416,0,,,,,,,0.584,0.008,0.575361612,9.655384615
749,CWUF,414,0.61,3200,36321.15,7.431,19.61611898,1.97472,0.77344,0.126138312,0.209011584,0.24352,0.10464,0.113668845,,,,,,,,,
750,CWSF,311,0.1,1324,0,7.4,#DIV/0!,,,,,0.004777913,0.000935435,0.220371311,,0.067207391,0.007670565,0.293296341,1.048881903,0.02979,0.00451887,0.254852824,0.755723877
751,CWSF,311,0.2,1324,0,7.2,#DIV/0!,,,,,0.003122913,0.000172696,0.402082042,,0.13096087,0.01842087,0.272418658,0.848524306,0.039288261,0.010433696,0.184150727,0.384099617
752,CWUF,425,0.457,3600,32236.8,7.165,18.62771739,1.38312,0.99864,0.045457466,0.05373393,0.0144,0.00864,0.071294574,,,,,,,,,
753,CWUF,425,0.457,3600,32236.8,7.165,18.62771739,1.66824,1.30968,0.033773391,0.0382103,0.0162,0.01044,0.061321237,,,,,,,,,
754,CWSF,311,0.2075,1324,0,7.108333333,#DIV/0!,,,,,0.007980274,0.004461699,0.081797401,,0.120429589,0.025771932,0.216897435,0.516703005,0.018136986,0.007490575,0.124404364,0.199949473
755,CWUF,414,0.61,3200,38996.6,6.921,18.27031075,2.39616,0.67424,0.183215808,0.369002754,0.47712,0.064,0.290259348,,,,,,,,,
756,CWSF,206,0.7,23890,887381.6153,6.878545706,6.878545707,,,,,2.663881405,1.080433989,0.131193637,,,,,,,,,
757,CWSF,302,0.3,14650,233971.497,6.856283866,6.856283866,9.955196136,8.45181,0.023877952,0.025943707,0.039662136,0.00621,0.270443307,,2.51193528,2.6703,-0.008916979,-0.00864987,,,,
758,CWSF,302,0.3,14650,233971.497,6.856283866,6.856283866,9.955196136,8.76231,0.01861578,0.019855992,0.039662136,0.00621,0.270443307,,2.51193528,2.5461,-0.001970352,-0.001957103,,,,
759,CWSF,311,0.193333333,941,0,6.633333333,#DIV/0!,,,,,,,,,,,,,,,,
760,CWSF,311,0.2,1324,0,6.6,#DIV/0!,,,,,,,,,,,,,,,,
761,CWSF,209,0.17,230000,1678323.527,6.377569537,8.50342605,,,,,5.733104238,0.181574537,0.541326308,,12.33659794,0,,,3.799484536,0.216267439,0.449403944,2.597926029
762,CWUF,426,0.457,3600,46052.05,6.328,13.03954981,1.39248,0.70092,0.108477853,0.155917529,0.00972,0.00972,0,,,,,,,,,
763,CWUF,426,0.457,3600,46052.05,6.328,13.03954981,1.33272,0.62604,0.119399965,0.178383322,0.01656,0.00972,0.084197935,,,,,,,,,
764,CWUF,426,0.457,3600,46052.05,6.328,13.03954981,1.332,0.70128,0.101379522,0.142127684,0.01656,0.00972,0.084197935,,,,,,,,,
765,CWUF,426,0.457,3600,46052.05,6.328,13.03954981,1.39248,0.89892,0.069160488,0.086766572,0.036,0.036,0,,,,,,,,,
766,CWUF,414,0.61,3200,45183.35,6.21925,15.76864044,2.44056,1.12264,0.124861433,0.18876024,0.22944,0.04288,0.269684615,,,,,,,,,
767,CWUF,414,0.61,3200,43405.8,6.191,16.41439623,3.30208,1.31456,0.148772503,0.24421385,0.13312,0.00096,0.796652071,,,,,,,,,
768,CWSF,311,0.21,1324,0,6.083333333,#DIV/0!,,,,,,,,,0.052234521,0.024811397,0.122373777,0.181687094,0.016323288,0.006659901,0.147367908,0.238517325
769,CWSF,207,0.33,5000,0,6,#DIV/0!,,,,,,,,,,,,,,,,
770,CWSF,207,0.33,5000,0,6,#DIV/0!,,,,,,,,,,,,,,,,
771,CWSF,311,0.193333333,909,0,6,#DIV/0!,,,,,,,,,,,,,,,,
772,CWSF,311,0.2,941,0,6,#DIV/0!,,,,,,,,,,,,,,,,
