Index,Type,Year,Depth,SA,Flow_Q,HRT_tau,Dep*SA/Q*365,L_in_TN,L_out_TN,k_TN_PFR,k_TN_CSTR,L_in_NO3,L_out_NO3,k_NO3_PFR,k_NO3_CSTR,L_in_TP,L_out_TP,k_TP_PFR,k_TP_CSTR,L_in_PO4,L_out_PO4,k_PO4_PFR,k_PO4_CSTR
773,CWSF,311,0.266666667,1324,0,5.8,#DIV/0!,,,,,,,,,,,,,,,,
774,CWSF,209,0.17,150000,1266050.109,5.513703567,7.351604754,,,,,4.866304348,0,,,15.59576812,0,,,,,,
775,CWUF,425,0.457,3600,51232.3125,5.4755,11.72107935,2.87262,1.72314,0.093338745,0.121830793,0.0306,0.03366,-0.017406662,,,,,,,,,
776,CWUF,425,0.457,3600,51232.3125,5.4755,11.72107935,1.98495,1.09575,0.10851149,0.148205456,0.03726,0.03168,0.029629221,,,,,,,,,
777,CWUF,414,0.61,3200,49410.05,5.462,14.41973849,3.7552,0.6592,0.318540799,0.859868536,0.15136,0.00096,0.926489033,,,,,,,,,
778,CWSF,311,0.1625,941,0,5.425,#DIV/0!,,,,,,,,,0.069866027,0.021658468,0.215886264,0.410286904,0.004124932,0.014243388,-0.228431967,-0.130948711
779,CWSF,311,0.2,909,0,5.4,#DIV/0!,,,,,,,,,,,,,,,,
780,CWSF,311,0.266666667,941,0,5.4,#DIV/0!,,,,,,,,,,,,,,,,
781,CWSF,302,0.3,14650,303681.898,5.282418908,5.282418908,4.573503144,4.92929,-0.014182044,-0.013663838,0.456455304,0.16149,0.196699198,,3.31153848,1.4611,0.154895573,0.239751797,0.62650728,1.1535,-0.115552305,-0.086487666
782,CWSF,302,0.3,14650,307102.824,5.223576192,5.223576192,17.11683917,8.54202,0.133063094,0.192174806,0.082867968,0.00762,0.456865591,,4.41962496,2.8194,0.086058043,0.108656675,,,,
783,CWUF,431,0.635,2100,33156.6,5.199,14.67965654,,,,,,0.18165,#DIV/0!,,,0.3633,,,,,,
784,CWSF,302,0.3,14650,309234.2415,5.187572347,5.187572347,15.42512943,4.98432,0.217770645,0.403797927,0.13896513,0.22272,-0.090927376,,3.42780654,2.1504,0.089881482,0.114510607,2.40872892,1.6128,0.077324684,0.095132652
785,CWSF,302,0.3,14650,309234.2415,5.187572347,5.187572347,15.42512943,7.0656,0.150505857,0.228070239,0.13896513,0.1536,-0.019301665,,3.42780654,2.304,0.076581837,0.09402534,2.40872892,2.304,0.008569027,0.008762338
786,CWSF,302,0.3,14650,319623.93,5.018945234,5.018945234,8.57900028,6.29034,0.061826191,0.07249278,0.28008828,0.00714,0.731108209,,2.6971464,3.2844,-0.039249215,-0.03562519,1.1411004,2.6418,-0.167259734,-0.113183045
787,CWSF,302,0.3,14650,319623.93,5.018945234,5.018945234,8.57900028,3.6771,0.168799011,0.265611317,0.28008828,0.1071,0.191542608,,2.6971464,2.7132,-0.001182405,-0.001178903,1.1411004,2.6418,-0.167259734,-0.113183045
788,CWSF,26,,63100,627435,5,0,,,,,,,,,21.02492,2.41042,0.433181479,1.544502618,,,,
789,CWSF,311,0.1925,941,0,4.983333333,#DIV/0!,,,,,,,,,0.119365205,0.035212736,0.24497256,0.479564651,0.016499726,0.009883336,0.102841541,0.134337608
790,CWSF,302,0.3,14650,325108.6025,4.934274232,4.934274232,0.31660425,0.00515,0.834703477,12.25642325,0.31660425,0.00515,0.834703477,,3.6726093,1.6995,0.156166493,0.235291746,2.9127591,1.133,0.19136184,0.318352328
791,CWSF,302,0.3,14650,325108.6025,4.934274232,4.934274232,19.31285925,7.83315,0.182885342,0.297010062,0.31660425,0.00515,0.834703477,,3.6726093,2.3175,0.093309239,0.118503534,2.9127591,2.1115,0.065197467,0.076905714
792,CWSF,302,0.3,14650,398366.5863,4.896990007,4.026881408,14.54778148,7.711487992,0.129615813,0.181031143,0.43741816,0.072503102,0.367013263,,3.998816739,2.651387382,0.083911843,0.103777595,1.58707227,1.69197935,-0.013070902,-0.012661365
793,CWSF,302,0.3,14650,398912.4329,4.878302481,4.021371278,16.44740698,7.833005229,0.152065517,0.225438445,0.43741816,0.153437087,0.214746627,,3.998816739,2.71187545,0.079609262,0.097279263,1.58707227,1.98687138,-0.046055006,-0.041248043
794,CWUF,427,0.381,4500,452417.5,4.845,1.38321904,4.59,4.212,0.017738376,0.018522929,0.4185,0.7965,-0.132827707,,3.68325,3.0465,0.039174845,0.043139389,,,,
795,CWUF,426,0.457,3600,83467.2875,4.74175,7.194411343,2.25612,0.94203,0.184186151,0.294185812,0.07434,0.04671,0.097999871,,,,,,,,,
796,CWUF,426,0.457,3600,83467.2875,4.74175,7.194411343,2.25585,1.03545,0.164220114,0.248561816,0.08082,0.04698,0.11440976,,,,,,,,,
797,CWSF,302,0.3,14650,345334.311,4.64528125,4.64528125,16.87020398,11.76625952,0.07756536,0.093380351,0.008874384,0.010048044,-0.026738761,,3.5497536,3.21537408,0.021297847,0.022387013,,,,
798,CWUF,431,0.635,2100,38682.7,4.456,12.58256275,,,,,,,,,,,,,,,,
799,CWSF,311,0.2025,909,0,4.408333333,#DIV/0!,,,,,,,,,0.049808219,0.033122466,0.09254478,0.114274344,0.015689589,0.010417887,0.092886154,0.114788075
800,CWSF,302,0.3,14650,364542.582,4.400514725,4.400514725,16.87020398,10.55662495,0.106531939,0.135908635,0.008874384,0.011100552,-0.050863575,,3.5497536,3.77418768,-0.013931775,-0.013513313,,,,
801,CWUF,414,0.61,3200,62009.85,4.334,11.48978751,2.08928,1.72832,0.043763191,0.048188789,0.064,0.00192,0.809081195,,,,,,,,,
802,CWSF,311,0.266666667,909,0,4.333333333,#DIV/0!,,,,,,,,,,,,,,,,
803,CWSF,311,0.17,1324,0,4.3,#DIV/0!,,,,,0.020154222,0.0043692,0.355542763,,0.116364889,0.034129778,0.28524665,0.560344828,0.006561156,0.007193733,-0.021405474,-0.020449898
804,CWUF,414,0.61,3200,68805.2375,4.092,10.35502566,3.95136,1.22696,0.285806515,0.542631301,0.44232,0.0384,0.597257122,,,,,,,,,
805,CWSF,302,0.3,14650,397224.2805,4.038461591,4.038461591,22.9037856,10.82786535,0.185511055,0.276160419,0.36163872,0.14566635,0.225166675,,5.4245808,3.5931033,0.102000318,0.12621644,,,,
806,CWSF,302,0.3,14650,398260.698,4.027952063,4.027952063,22.9037856,11.14515108,0.178824791,0.261930842,0.36163872,0.00976788,0.896620961,,5.4245808,3.1257216,0.136862467,0.182590335,,,,
807,CWUF,414,0.61,3200,68079.8,3.964,10.46536564,2.30144,1.61472,0.089397943,0.107287426,0.0704,0.00224,0.869757164,,,,,,,,,
808,CWSF,206,0.63,19430,1143208.133,3.908237155,3.908237154,10.52377897,8.589721379,0.051959759,0.057611531,8.245192901,6.6400034,0.055400394,,0.186358586,0.07516985,0.232309977,0.378474132,0.097877409,0.031320771,0.291546863,0.543723401
809,CWUF,414,0.61,3200,69477.75,3.884,10.2547938,3.7248,1.38688,0.254365741,0.434021796,0.45632,0.01216,0.933327096,,,,,,,,,
810,CWSF,530,0.15,23,328.5,3.833333333,3.833333333,0.3022533,0.1213578,0.23804927,0.388851235,0.0001179,0.0004257,-0.33492993,,0.0182403,0.0176922,0.007959018,0.008081675,0.0526851,0.0506601,0.010224539,0.010427553
811,CWSF,530,0.15,23,328.5,3.833333333,3.833333333,0.3022533,0.1131624,0.256289075,0.435905043,0.0001179,0.0002241,-0.167544932,,0.0182403,0.0173466,0.013105281,0.013440048,0.0526851,0.0500652,0.013306051,0.013651242
812,CWSF,530,0.15,23,328.5,3.833333333,3.833333333,0.3022533,0.1115937,0.259930646,0.445699775,0.0001179,0.0005094,-0.381755675,,0.0182403,0.0146295,0.057546103,0.064386878,0.0526851,0.04266,0.055061992,0.061304348
813,CWSF,530,0.15,23,328.5,3.833333333,3.833333333,0.3022533,0.1438605,0.193675129,0.287221724,0.0001179,0.0002403,-0.185752522,,0.0182403,0.0173268,0.013403216,0.013753512,0.0526851,0.0497745,0.014825186,0.015254537
814,CWSF,530,0.3,23,657,3.833333333,3.833333333,0.6045066,0.1938816,0.296651719,0.552499903,0.0002358,0.0004446,-0.165441134,,0.0364806,0.029673,0.053880801,0.059848874,0.1053702,0.084852,0.056496861,0.063081293
815,CWSF,530,0.3,23,657,3.833333333,3.833333333,0.6045066,0.214083,0.270795339,0.475748354,0.0002358,0.0005832,-0.236229442,,0.0364806,0.0302994,0.04843114,0.053218445,0.1053702,0.085392,0.054841942,0.0610327
816,CWSF,530,0.3,23,657,3.833333333,3.833333333,0.6045066,0.24903,0.231349361,0.372376927,0.0002358,0.0013788,-0.460691699,,0.0364806,0.0291906,0.058156662,0.065149025,0.1053702,0.0850806,0.055794997,0.062210882
817,CWSF,530,0.15,23,328.5,3.833333333,3.833333333,0.447679385,0.368823462,0.050545881,0.055774951,0.001793769,0.003800769,-0.195882875,,0.013209231,0.010606846,0.057239016,0.064004223,0.037559077,0.030811846,0.051656308,0.057125664
818,CWSF,530,0.15,23,328.5,3.833333333,3.833333333,0.447679385,0.359742462,0.057049285,0.063768027,0.001793769,0.004015385,-0.210212352,,0.013209231,0.010608923,0.057187941,0.063940622,0.037559077,0.030874154,0.05112931,0.056483912
819,CWSF,530,0.15,23,328.5,3.833333333,3.833333333,0.447679385,0.368409462,0.050838869,0.05613078,0.001793769,0.004812231,-0.257436948,,0.013209231,0.010530692,0.059118735,0.066353583,0.037559077,0.030548077,0.053899133,0.059871413
820,CWSF,530,0.3,23,657,3.833333333,3.833333333,0.895358769,0.717553385,0.057750561,0.064641899,0.003587538,0.009654923,-0.258261299,,0.026418462,0.021014308,0.059702489,0.067086639,0.075118154,0.061007538,0.054277779,0.060337299
821,CWSF,530,0.3,23,657,3.833333333,3.833333333,0.895358769,0.743570308,0.048459436,0.053252516,0.003587538,0.002564308,0.0875942,,0.026418462,0.020770615,0.062745339,0.070934401,0.075118154,0.059365385,0.061395901,0.069222462
822,CWSF,530,0.3,23,657,3.833333333,3.833333333,0.895358769,0.739759846,0.049799712,0.054870542,0.003587538,0.006460615,-0.15345868,,0.026418462,0.021478154,0.054006978,0.060004036,0.075118154,0.062375538,0.048492801,0.053292695
823,CWSF,302,0.3,14650,451947.1245,3.549474956,3.549474956,14.23202832,7.194974976,0.19217267,0.275548112,0.95395842,0.189966336,0.454651245,,4.3830522,4.7491584,-0.022601115,-0.021718324,2.9650059,3.79932672,-0.069853951,-0.061867465
824,CWUF,400,0.305,2000,21425.5,3.5,10.39182283,2.198,0.578,0.381636933,0.800790905,1.272,0.346,0.37197342,,0.346,0.034,0.6628795,2.621848739,0.248,0.032,0.585055098,1.928571429
825,CWUF,400,0.305,2000,21425.5,3.5,10.39182283,2.949333333,0.558666667,0.475366126,1.222638936,1.607333333,0.426,0.379397835,,0.346,0.030666667,0.69236071,2.937888199,0.2576,0.015266667,0.807353198,4.535246413
826,CWSF,302,0.3,14650,475715.6325,3.372130093,3.372130093,14.23202832,7.8392916,0.176845629,0.241827496,0.95395842,0.7246404,0.081534385,,4.3830522,4.4795952,-0.006461006,-0.006391131,2.9650059,3.6890784,-0.064795142,-0.05820494
827,CWUF,425,0.457,3600,69076.25,3.344,8.69326288,2.93868,1.51596,0.197940072,0.280650245,0.03744,0.01872,0.207280855,,,,,,,,,
828,CWUF,425,0.457,3600,69076.25,3.344,8.69326288,2.9376,1.42236,0.216888594,0.318570551,0.03744,0.01872,0.207280855,,,,,,,,,
829,CWUF,453,0.813,19000,0,3.3,#DIV/0!,,,,,,,,,,,,,,,,
830,CWUF,437,0.40875,2700,87052.5,3.24,4.627358491,2.6361,1.4544,0.183551576,0.250771605,0.1026,0.02295,0.46219753,,0.9855,0.780975,0.071791971,0.080828452,,,,
831,CWSF,311,0.18,1324,0,3.2,#DIV/0!,,,,,,,,,,,,,,,,
832,CWUF,431,0.635,2100,53881.3,3.2,9.033328817,,,,,,,,,,,,,,,,
833,CWUF,437,0.508,2700,116252.5,3.1775,4.306436421,3.699,2.322,0.146540875,0.186632024,0.15525,0.12285,0.073665656,,1.318275,1.10565,0.055355048,0.060521697,,,,
834,CWUF,408,0.701,3900,121545,3.1,8.20990991,9.3015,5.5068,0.169094189,0.222288221,3.5997,2.418,0.128357986,,1.8369,1.5795,0.048700331,0.052568698,,,,
835,CWUF,414,0.61,3200,88253.35,3.058,8.073121304,6.024,1.24704,0.515035562,1.252661528,1.0912,0.13824,0.675618699,,,,,,,,,
836,CWUF,425,0.457,3600,75985.7,3.038,7.902776443,2.32668,1.74996,0.093762155,0.108479861,0.06192,0.10296,-0.167378978,,,,,,,,,
837,CWUF,425,0.457,3600,75985.7,3.038,7.902776443,2.32704,1.11204,0.24305494,0.359640091,0.06192,0.08244,-0.094215776,,,,,,,,,
838,CWSF,523,0.1,28.2,346.75,2.968421053,2.968421053,,,,,,,,,0.016055,0.007695,0.247757831,0.36599247,,,,
839,CWSF,523,0.1,28.2,346.75,2.968421053,2.968421053,,,,,,,,,0.007695,0.00551,0.1125198,0.13359012,,,,
840,CWSF,523,0.1,28.2,346.75,2.968421053,2.968421053,,,,,,,,,0.00551,0.00266,0.245328573,0.360942249,,,,
841,CWSF,523,0.1,28.2,346.75,2.968421053,2.968421053,,,,,,,,,0.012825,0.007315,0.189147478,0.253753339,,,,
842,CWSF,523,0.1,28.2,346.75,2.968421053,2.968421053,,,,,,,,,0.007315,0.00969,-0.094719511,-0.082568488,,,,
843,CWSF,523,0.1,28.2,346.75,2.968421053,2.968421053,,,,,,,,,0.00969,0.00228,0.487437246,1.094858156,,,,
844,CWSF,6,,121000,0,2.8,#DIV/0!,,,,,,,,,2.662,0,,#DIV/0!,1.21,0,,
845,CWUF,433,0.509,24800,1843928.9,2.583,2.498723243,30.88592,58.38416,-0.246513435,-0.182341472,4.11184,0.28768,1.02972402,,17.37736,19.90448,-0.052565475,-0.049153067,,,,
846,CWSF,205,,930,13244.025,2.562924858,0,0.424554,0.0306566,1.025465583,5.013294916,0.0146961,0.0110654,0.110716874,,0.0947082,0.0094328,0.899990338,3.527339531,,,,
847,CWUF,437,0.411,2700,84274.85,2.5,4.806184763,3.70521,1.90971,0.265115416,0.376078043,0.06291,0.00459,1.047130044,,0.93366,0.7587,0.083002362,0.092241993,,,,
848,CWSF,302,0.3,14650,660267.042,2.42958515,2.42958515,10.87855989,7.129204584,0.173936773,0.216462862,1.05635079,0.599982564,0.232827815,,2.5945458,2.11758552,0.083608899,0.092706275,1.6679223,2.11758552,-0.098246326,-0.087400574
849,CWSF,206,0.66,23890,2387334.876,2.410680235,2.410680235,21.97656214,19.40935957,0.051529491,0.054866761,17.218244,13.8498126,0.090305555,,0.389168288,0.170056731,0.343421646,0.534480484,0.204395109,0.01962193,0.972093707,3.906228013
850,CWSF,302,0.3,14650,673947.753,2.380266115,2.380266115,10.87855989,6.567434118,0.212022788,0.275784246,1.05635079,0.496696698,0.317021705,,2.5945458,2.02357914,0.104418441,0.118540032,1.6679223,1.8396174,-0.041163,-0.039210726
851,CWSF,205,,930,14348.15,2.343753017,0,0.4706491,0.05458395,0.91919793,3.252254595,0.03459695,0.02368725,0.161633328,,0.1057915,0.0111798,0.958873047,3.610762868,,,,
852,CWUF,408,0.701,3900,169542.5,2.3,5.885683531,15.50835,8.335275,0.26994873,0.374160212,9.947925,3.97215,0.39915499,,2.7027,1.95585,0.14062017,0.166023668,,,,
853,CWUF,408,0.701,3900,172645,2.2,5.779915433,11.3997,3.5217,0.533928733,1.016812645,8.3694,1.989,0.653159181,,1.9695,1.4898,0.126880828,0.146358877,,,,
854,CWUF,431,0.635,2100,80128.45,2.151,6.074340637,,,,,0,0.06594,,,,,,,,,,
855,CWSF,205,,930,15452.275,2.124581176,0,0.5167442,0.0785113,0.886906762,2.627238387,0.0544978,0.0363091,0.19113976,,0.1168748,0.0129268,1.036345716,3.784877074,,,,
856,CWUF,408,0.701,3900,174835,2.1,5.707515658,19.2621,7.9755,0.419888139,0.673885202,15.756,6.24,0.441067173,,3.2214,1.8798,0.256500314,0.339853784,,,,
857,CWSF,209,0.16,100000,2166366.25,2.021818794,2.695758393,,,,,,,,,16.74,0,,,14.01,0.273956667,1.946048136,24.79919306
858,CWUF,427,0.381,4500,725302.45,2,0.862802132,,,,,0.72225,1.51605,-0.370746104,,6.2541,4.95585,0.116334276,0.130981567,,,,
859,CWUF,437,0.411,2700,118603.1,1.917,3.415092017,,,,,0.33804,0.07479,0.786896216,,1.23471,0.81243,0.218342017,0.271139286,,,,
860,CWSF,311,0.15,909,0,1.9,#DIV/0!,,,,,,,,,,,,,,,,
861,CWSF,311,0.11,941,0,1.9,#DIV/0!,,,,,,,,,,,,,,,,
862,CWUF,431,0.635,2100,93943.7,1.835,5.181055249,,,,,,,,,,,,,,,,
863,CWUF,408,0.701,3900,209145,1.8,4.771204188,22.0701,16.3371,0.167102865,0.194955041,12.0666,5.2416,0.463230283,,3.783,2.8743,0.152615655,0.175636967,,,,
864,CWUF,406,0.61,8900,421210,1.8,4.704506066,,,,,274.0844,267.2225,0.014085802,,,,,,,,,
865,CWSF,302,0.3,14650,894497.397,1.793381407,1.793381407,46.10840676,14.8172152,0.632997306,1.177559472,0.03051516,0.018498396,0.27910381,,9.4596996,4.624599,0.399051178,0.582986866,,,,
866,CWSF,302,0.3,14650,895464.72,1.791444112,1.791444112,46.10840676,13.7465874,0.675546996,1.314119222,0.03051516,0.0185514,0.277808472,,9.4596996,5.008878,0.354925217,0.496016895,,,,
867,CWSF,205,,930,20498.4,1.754937728,0,0.4244766,0.0630336,1.086755919,3.267427773,0.0262317,0.0072226,0.734928416,,0.1049268,0.0190414,0.972483172,2.570151688,,,,
868,CWSF,205,,930,20498.4,1.754937728,0,0.5095309,0.121252133,0.818045194,1.824704497,0.102012167,0.037535633,0.569707613,,0.129038767,0.0292187,0.846357074,1.946683086,,,,
869,CWSF,316,,2400,0,1.75,#DIV/0!,,,,,,,,,,,,,,,,
870,CWUF,426,0.457,3600,179598.25,1.623,3.343562646,4.65948,1.84824,0.569728909,0.937175742,0.23076,0.11556,0.426117273,,,,,,,,,
871,CWUF,426,0.457,3600,179598.25,1.623,3.343562646,4.65948,1.69452,0.623231263,1.07808653,0.23112,0.15408,0.249824466,,,,,,,,,
872,CWUF,437,0.508,2700,129863.35,1.609,3.855083055,3.90231,3.01509,0.160310134,0.1828837,0.00999,0.01404,-0.211513863,,1.69128,1.485,0.080839569,0.086332561,,,,
873,CWUF,406,0.61,8900,461360,1.6,4.295094937,,,,,369.1809,314.5883,0.10001373,,,,,,,,,
874,CWUF,406,0.61,8900,485632.5,1.55,4.080420894,,,,,307.14345,283.502825,0.051672784,,,,,,,,,
875,CWUF,432,0.366,5000,41610,1.529,16.05263158,,,,,,,,,0.798,0.57,0.220060325,0.261608895,,,,
876,CWUF,406,0.61,8900,498590,1.5,3.974377745,,,,,286.7135,270.0972,0.039801043,,,,,,,,,
877,CWUF,406,0.61,8900,504430,1.5,3.928364689,,,,,293.9225,264.4101,0.070543213,,,,,,,,,
878,CWUF,431,0.635,2100,118811.15,1.451,4.096648336,,,,,,,,,,,,,,,,
879,CWUF,437,0.508,2700,146441.65,1.427,3.418658558,6.36741,3.1374,0.496004458,0.721456252,0.108,0.0081,1.815183718,,1.60488,1.40427,0.093574907,0.100110121,,,,
880,CWUF,407,0.457,900,27740,1.4,5.411842105,,,,,0.1215,0.0018,3.00866257,,0.2493,0.1584,0.323952508,0.409902597,,,,
881,CWUF,440,0.61,2700,169235.9,1.383,3.55217185,3.06963,2.37492,0.185533825,0.211510721,0.00945,0.00945,0,,1.22013,1.12563,0.058289611,0.060703533,,,,
882,CWUF,406,0.61,8900,553522.5,1.35,3.579953841,,,,,315.34035,305.0564,0.024559892,,,,,,,,,
883,CWUF,406,0.61,8900,555530,1.3,3.567017083,,,,,291.386,287.7904,0.009551086,,,,,,,,,
884,CWUF,437,0.508,2700,169925.75,1.25,2.946192675,,,,,0.49194,0.4671,0.041450712,,1.79793,1.37403,0.21511038,0.246806838,,,,
885,CWUF,406,0.61,8900,608455,1.2,3.25674865,,,,,343.9672,340.0156,0.009629004,,,,,,,,,
886,CWUF,432,0.61,1100,41610,1.195,5.885964912,,,,,,,,,0.79794,0.68409,0.128823363,0.139268176,,,,
887,CWUF,437,0.411,2700,124337.25,1.042,3.257595773,3.62637,1.73286,0.708693786,1.048664116,0.00918,0.00702,0.257451043,,1.57086,1.37781,0.12584257,0.134466083,,,,
888,CWUF,440,0.593,2700,279833.3333,0.893333333,2.088391305,6.5214,5.3784,0.215706878,0.237891866,0.2259,0.1251,0.661543663,,1.5399,1.377,0.125160738,0.132426105,,,,
889,CWUF,440,0.549,2700,283225.4,0.744,1.91027888,9.26991,9.24399,0.003763522,0.003768796,0.06075,0.01593,1.799143761,,2.08197,1.95237,0.086385137,0.089221586,,,,
890,CWUF,440,0.62,2700,386827,0.558,1.57954331,7.2252,4.51332,0.843265037,1.076812635,0.60534,0.34911,0.986385708,,1.31868,1.05273,0.403663882,0.452739927,,,,
891,CWSF,209,0.15,20000,2436015.495,0.337128398,0.44950453,,,,,,,,,22.06666667,,,,18.98666667,0.422816849,11.28517557,
892,Reservoir,2015,3.1,2200000,2200000000,1.8,1.1315,1.446575342,1.345315068,0.040317052,0.04181601,,,,,0.050630137,,,,,,,
893,Reservoir,,,4100000,902000000,,0,7.076712329,,,,,,,,0.213424658,0.167751781,,,,,,
894,Reservoir,,5,7400000,1184000000,10.8,11.40625,1.885479452,1.448048219,0.024441254,0.027970679,,,,,,,,,,,,
895,Reservoir,,2.4,4900000,112700000,58.3,38.08695652,3.490410959,2.722520548,0.004261773,0.004837929,,,,,0.085917808,0.050347836,0.00916699,0.01211809,,,,
896,Reservoir,,6.3,5200000,265200000,38.9,45.08823529,31.34246575,20.34126027,0.011113691,0.013903138,,,,,0.755068493,0.635012603,0.004451507,0.004860171,,,,
897,Reservoir,,10.7,21300000,426000000,354.8,195.275,75.8630137,51.35926027,0.001099448,0.001344715,,,,,0.50769863,0.103062822,0.00449422,0.011065694,,,,
898,Reservoir,,5.9,5700000,342000000,40.2,35.89166667,64.02739726,14.0860274,0.037664869,0.088195387,,,,,1.015068493,0.528850685,0.016219036,0.022870293,,,,
899,Reservoir,,7.3,8300000,199200000,80.3,111.0208333,97.78082192,31.38764384,0.014150861,0.026342027,,,,,0.193287671,0.103408904,0.007789396,0.010823896,,,,
900,Reservoir,,4.2,3600000,612000000,14.5,9.017647059,33.53424658,31.99167123,0.003247697,0.003325381,,,,,1.084931507,0.988372603,0.00642844,0.006737575,,,,
901,Reservoir,,7.1,13000000,806000000,57.8,41.7983871,81.91780822,11.63232877,0.033770384,0.104537258,,,,,3.561643836,3.454794521,0.000526976,0.000535084,,,,
902,Reservoir,,28.1,11600000,510400000,206.3,233.1022727,101.6986301,49.62893151,0.003477653,0.005085702,,,,,5.402739726,2.323178082,0.004090984,0.006425504,,,,
903,Reservoir,,4.8,6100000,158600000,58.1,67.38461538,26.73972603,16.39145205,0.008423242,0.010866117,,,,,,,,,,,,
904,Reservoir,,3.5,28900000,1213800000,24.8,30.41666667,,,,,,,,,0.348383562,,,,,,,
905,Reservoir,,3.1,5700000,1368000000,5,4.714583333,,,,,,,,,0.95260274,0.560130411,0.106205666,0.140136054,,,,
906,Reservoir,,,5400000,594000000,,0,2.219178082,,,,,,,,0.121315068,,,,,,,
907,Reservoir,,,8500000,3315000000,,0,8.849315068,8.592684932,,,,,,,0.605479452,,,,,,,
908,Reservoir,,4.6,27600000,240120000,107.9,192.9885057,67.29863014,44.75358904,0.003780985,0.004668762,,,,,,,,,,,,
909,CWSF,2000,0.9,6000,14100,35,139.787234,1.035616438,0.709589041,0.01080189,0.013127413,1.024657534,0.693150685,0.011167609,,0.014794521,0.012328767,0.005209187,0.005714286,0.014794521,0.012328767,0.005209187,0.005714286
910,CWSF,2000,0.9,6000,37800,8,52.14285714,2.35890411,1.57260274,0.050683139,0.0625,2.35890411,1.564383562,0.051338162,,0.027123288,0.024383562,0.013310435,0.014044944,0.027123288,0.021917808,0.026636652,0.0296875
911,CWSF,2000,0.9,6000,27700,19,71.15523466,2.128767123,1.01369863,0.039049334,0.057894737,1.739726027,0.783561644,0.041980694,,0.04109589,0.02630137,0.023488795,0.029605263,0.04109589,0.021917808,0.033084666,0.046052632
912,CWSF,2000,0.4,3000,7200,17,60.83333333,0.290410959,0.18630137,0.026113611,0.032871972,0.287671233,0.180821918,0.027312095,,0.004109589,0.000821918,0.094672818,0.235294118,0.004109589,0.000547945,0.118523707,0.382352941
913,CWSF,2000,0.4,3000,10000,14,43.8,0.652054795,0.35890411,0.042648096,0.058342421,0.652054795,0.350684932,0.044302886,,0.006575342,0.00739726,-0.008413074,-0.007936508,0.006575342,0.00630137,0.003039972,0.00310559
914,CWSF,2000,0.4,3000,7200,11,60.83333333,0.419178082,0.219178082,0.058946481,0.082954545,0.408219178,0.210958904,0.060012808,,0.005753425,0.003835616,0.036860464,0.045454545,0.005753425,0.037142857,-0.169543292,-0.076827282
915,CWSF,2000,0.7,8000,39900,26,51.22807018,1.405479452,0.923287671,0.016161266,0.020086738,1.38630137,0.895890411,0.016791404,,0.013150685,0.011232877,0.006062652,0.006566604,0.01369863,0.008219178,0.019647139,0.025641026
916,CWSF,2000,0.7,8000,99000,13,20.64646465,2.745205479,1.849315068,0.030387738,0.037264957,2.736986301,1.783561644,0.032941934,,0.031232877,0.035890411,-0.010692221,-0.009982384,0.030136986,0.021917808,0.024496441,0.028846154
917,CWSF,2000,0.7,8000,76000,11,26.89473684,1.673972603,1.230136986,0.028006734,0.032800162,1.583561644,1.068493151,0.035766103,,0.031232877,0.047945205,-0.038962502,-0.031688312,0.030136986,0.038356164,-0.021923823,-0.019480519
918,CWSF,2008,0.1,480,9636,1.9,1.818181818,0.48312,0.27192,0.302503771,0.408788963,0.19272,0.1452,0.149013819,,0.049104,0.02376,0.382072107,0.561403509,0.034584,1.218180004,,-0.511373741
919,CWSF,2010,0.4,8800,403106,4,3.187250996,4.85936,2.87144,0.131523274,0.173076923,,,,,0.008052,0.003696,0.194667338,0.294642857,,,,
920,Reservoir,2015,34.8,55400000,2239056000,288.35,314.2801252,,,0.001714223,0.002217251,,,,,,,0.007985383,,,,,
921,Reservoir,,11.6,17600000,1072224000,69.35,69.49891068,,,,,,,,,,,0.011197243,,,,,
922,Reservoir,,7,2500000,409968000,18.25,15.58048433,,,,,,,,,,,0.02708473,,,,,
923,Reservoir,,14.5,11000000,2712096000,21.9,21.46586994,,,0.011422138,0.011911852,,,,,,,0.012531363,,,,,
924,Reservoir,,14.5,3000000,2585952000,7.3,6.139905149,,,0.000898022,0.000957946,,,,,,,0.189903337,,,,,
925,Reservoir,,20.6,24200000,1292976000,142.35,140.729449,,,,,,,,,,,0.008227488,,,,,
926,Reservoir,,21,10900000,756864000,80.3,110.3877315,,,0.001174479,0.001231645,,,,,,,0.007000236,,,,,
927,Reservoir,,10.4,3500000,1166832000,120.45,11.38638639,,,,,,,,,,,0.023357499,,,,,
928,Reservoir,,15.3,28700000,14853456000,10.95,10.79042817,,,0.014841911,0.016116035,,,,,,,,,,,,
929,Reservoir,,7.2,286600000,16146432000,47.45,46.64713542,,,,,,,,,,,0.025373505,,,,,
930,Reservoir,,3.5,3500000000,20876832000,215.35,214.1728209,,,0.002295316,0.002968861,,,,,,,0.002145509,,,,,
931,Lake,,1.1,263100000,1103760000,98.55,95.70436508,,,0.003055354,0.003565209,,,,,,,0.007033457,,,,,
932,Lake,,2.4,519000000,946080000,481.8,480.5555556,,,0.000653198,0.000767669,,,,,,,0.002717587,,,,,
933,Lake,,3.1,5193900000,4856544000,1200.85,1210.098755,,,0.000309001,0.000374131,,,,,,,0.001637268,,,,,
