sys.sample.code,sys.loc.code,soil.type,sample.type,parent.sample.code,bkg.char.group,start.depth,sample.date,chemical.name,detect.lag,final.detect.flag,final.result.value,final.detection.limit,combo.result
18-B31(10),18B31,alluvial,N,,Area 18,10,1/1/1992,Silver,N,N,,0.8,<0.8
18-B27(10),18B27,alluvial,N,,Area 18,10,1/1/1992,Silver,N,N,,0.8,<0.8
18-B28(10),18B28,alluvial,N,,Area 18,10,1/1/1992,Silver,N,N,,0.8,<0.8
18-B31(7.5),18B31,alluvial,N,,Area 18,7.5,1/1/1992,Silver,N,N,,0.8,<0.8
18-B28(7.5),18B28,alluvial,N,,Area 18,7.5,1/1/1992,Silver,N,N,,0.8,<0.8
18-B27(2.5),18B27,alluvial,N,,Area 18,2.5,1/1/1992,Silver,N,N,,0.8,<0.8
18-B28(5),18B28,alluvial,N,,Area 18,5,1/1/1992,Silver,N,N,,0.8,<0.8
18SS5(0),18SS05,alluvial,N,,Area 18,0,1/1/1992,Silver,N,N,,0.8,<0.8
18-B27(7.5),18B27,alluvial,N,,Area 18,7.5,1/1/1992,Silver,N,N,,0.8,<0.8
18-B27(10),18B27,alluvial,N,,Area 18,10,1/1/1992,Thallium,N,N,,34,<34
18SS19(0),18SS19,alluvial,N,,Area 18,0,1/1/1992,Silver,N,N,,0.8,<0.8
18SS24(0),18SS24,alluvial,N,,Area 18,0,1/1/1992,Silver,N,N,,0.8,<0.8
18IT00071,18GP146,alluvial,N,,Area 18,8,4/16/2003,Selenium,N,N,,0.966,<0.966
18IT00092,18GP149,alluvial,N,,Area 18,8,4/16/2003,Selenium,N,N,,0.746,<0.746
18SS28(0),18SS28,alluvial,N,,Area 18,0,1/1/1992,Silver,N,N,,0.8,<0.8
18IT00097,18GP150,alluvial,N,,Area 18,0,4/16/2003,Selenium,N,N,,0.973,<0.973
18SS11(0),18SS11,alluvial,N,,Area 18,0,1/1/1992,Silver,N,N,,0.8,<0.8
18IT00098,18GP150,alluvial,N,,Area 18,4,4/16/2003,Selenium,N,N,,0.965,<0.965
18SS12(0),18SS12,alluvial,N,,Area 18,0,1/1/1992,Silver,N,N,,0.8,<0.8
18-B28(2.5),18B28,alluvial,N,,Area 18,2.5,1/1/1992,Silver,N,N,,0.8,<0.8
18SS8(0),18SS08,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
1-B1-10,01B01,upland,N,,IWOU-AR 01,10,11/16/1992,Antimony,N,N,,19.6,<19.6
1-B1-7,01B01,upland,N,,IWOU-AR 01,7.5,11/16/1992,Antimony,N,N,,19.6,<19.6
1-B2-7,01B02,upland,N,,IWOU-AR 01,7,11/16/1992,Antimony,N,N,,19.6,<19.6
1-B2-2.5,01B02,upland,N,,IWOU-AR 01,2.5,11/16/1992,Antimony,N,N,,19.6,<19.6
1-B1-5,01B01,upland,N,,IWOU-AR 01,5,11/16/1992,Antimony,N,N,,19.6,<19.6
1-B1-2,01B01,upland,N,,IWOU-AR 01,2.5,11/16/1992,Antimony,N,N,,19.6,<19.6
18SS7(0),18SS07,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18SS2(0),18SS02,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
1-B1-10,01B01,upland,N,,IWOU-AR 01,10,11/16/1992,Cadmium,N,N,,1.2,<1.2
18SS14(0),18SS14,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18SS1(0),18SS01,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18IT00196,18GP164,alluvial,N,,Area 18,4,4/30/2003,Mercury,N,N,,0.229,<0.229
18IT00218,18GP167,alluvial,N,,Area 18,8,4/30/2003,Mercury,N,N,,0.246,<0.246
18IT00246,18GP171,alluvial,N,,Area 18,8,4/30/2003,Mercury,N,N,,0.193,<0.193
18IT00195,18GP164,alluvial,N,,Area 18,0,4/30/2003,Mercury,N,N,,0.199,<0.199
18IT00216,18GP167,alluvial,N,,Area 18,0,4/30/2003,Mercury,N,N,,0.2,<0.2
18IT00245,18GP171,alluvial,N,,Area 18,4,4/30/2003,Mercury,N,N,,0.221,<0.221
18IT00244,18GP171,alluvial,N,,Area 18,0,4/30/2003,Mercury,N,N,,0.234,<0.234
1-B1-7,01B01,upland,N,,IWOU-AR 01,7.5,11/16/1992,Cadmium,N,N,,1.2,<1.2
18IT00216,18GP167,alluvial,N,,Area 18,0,4/30/2003,Silver,N,N,,1.55,<1.55
18SS28(0),18SS28,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18IT00245,18GP171,alluvial,N,,Area 18,4,4/30/2003,Selenium,N,N,,0.885,<0.885
DT6(0-4),DT-6,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
DT12(4-8),DT-12,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
DT13(0-4),DT-13,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
DT4(4-8),DT-4,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
DT4(0-4),DT-4,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
DT14(0-4),DT-14,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
DT13(4-8),DT-13,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
18-B18(5),18B18,alluvial,N,,Area 18,5,1/1/1992,Mercury,N,N,,0.05,<0.05
18SS5(0),18SS05,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18SS4(0),18SS04,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18SS3(0),18SS03,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18SS15(0),18SS15,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18SS12(0),18SS12,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18IT00218,18GP167,alluvial,N,,Area 18,8,4/30/2003,Selenium,N,N,,0.984,<0.984
18IT00217,18GP167,alluvial,N,,Area 18,4,4/30/2003,Selenium,N,N,,0.833,<0.833
18IT00246,18GP171,alluvial,N,,Area 18,8,4/30/2003,Selenium,N,N,,0.771,<0.771
18SS16(0),18SS16,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18IT00211,18GP166,alluvial,N,,Area 18,8,4/17/2003,Antimony,N,N,,2.44,<2.44
18SS26(0),18SS26,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18SS11(0),18SS11,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
1-B1-5,01B01,upland,N,,IWOU-AR 01,5,11/16/1992,Cadmium,N,N,,1.2,<1.2
18IT00244,18GP171,alluvial,N,,Area 18,0,4/30/2003,Selenium,N,N,,0.936,<0.936
50-B1-DUP,01B01,upland,N,,IWOU-AR 01,10,10/20/1998,Antimony,N,N,,2.2,<2.2
1-B1-10,01B01,upland,N,,IWOU-AR 01,10,11/16/1992,Silver,N,N,,0.803,<0.803
18IT00211,18GP166,alluvial,N,,Area 18,8,4/17/2003,Mercury,N,N,,0.244,<0.244
18IT00204,18GP165,alluvial,N,,Area 18,8,4/17/2003,Mercury,N,N,,0.254,<0.254
18IT00210,18GP166,alluvial,N,,Area 18,4,4/17/2003,Mercury,N,N,,0.227,<0.227
1-B1-5(102098),01B01,upland,N,,IWOU-AR 01,5,10/20/1998,Antimony,N,N,,1.8,<1.8
1-B3-10,01B03,upland,N,,IWOU-AR 01,10,10/20/1998,Antimony,N,N,,2.2,<2.2
1-B2-10,01B02,upland,N,,IWOU-AR 01,10,10/20/1998,Antimony,N,N,,2.1,<2.1
1-B2-5,01B02,upland,N,,IWOU-AR 01,5,10/20/1998,Antimony,N,N,,19.6,<19.6
1-B1-2,01B01,upland,N,,IWOU-AR 01,2.5,11/16/1992,Cadmium,N,N,,1.2,<1.2
1-B3-5,01B03,upland,N,,IWOU-AR 01,5,10/20/1998,Antimony,N,N,,2.1,<2.1
1-B1-5,01B01,upland,N,,IWOU-AR 01,5,11/16/1992,Silver,N,N,,0.803,<0.803
18IT00210,18GP166,alluvial,N,,Area 18,4,4/17/2003,Selenium,N,N,,0.906,<0.906
18IT00204,18GP165,alluvial,N,,Area 18,8,4/17/2003,Selenium,N,N,,1.02,<1.02
18IT00211,18GP166,alluvial,N,,Area 18,8,4/17/2003,Selenium,N,N,,0.975,<0.975
18IT00202,18GP165,alluvial,N,,Area 18,0,4/17/2003,Selenium,N,N,,0.972,<0.972
18IT00203,18GP165,alluvial,N,,Area 18,4,4/17/2003,Selenium,N,N,,1.06,<1.06
18IT00204,18GP165,alluvial,N,,Area 18,8,4/17/2003,Silver,N,N,,1.49,<1.49
18IT00210,18GP166,alluvial,N,,Area 18,4,4/17/2003,Silver,N,N,,1.33,<1.33
18IT00211,18GP166,alluvial,N,,Area 18,8,4/17/2003,Silver,N,N,,1.34,<1.34
18IT00209,18GP166,alluvial,N,,Area 18,0,4/17/2003,Silver,N,N,,1.48,<1.48
1-B1-10(102098),01B01,upland,N,,IWOU-AR 01,10,10/20/1998,Antimony,N,N,,1.6,<1.6
1-B2-2.5,01B02,upland,N,,IWOU-AR 01,2.5,11/16/1992,Mercury,N,N,,0.05,<0.05
1-B2-7,01B02,upland,N,,IWOU-AR 01,7,11/16/1992,Cadmium,N,N,,1.2,<1.2
18IT00189,18GP163,alluvial,N,,Area 18,4,4/30/2003,Mercury,N,N,,0.228,<0.228
18IT00188,18GP163,alluvial,N,,Area 18,0,4/30/2003,Mercury,N,N,,0.216,<0.216
18IT00190,18GP163,alluvial,N,,Area 18,8,4/30/2003,Mercury,N,N,,0.203,<0.203
18IT00217,18GP167,alluvial,N,,Area 18,4,4/30/2003,Mercury,N,N,,0.208,<0.208
18IT00204,18GP165,alluvial,N,,Area 18,8,4/17/2003,Cadmium,N,N,,0.992,<0.992
1-B1-7,01B01,upland,N,,IWOU-AR 01,7.5,11/16/1992,Mercury,N,N,,0.05,<0.05
1-B2-7,01B02,upland,N,,IWOU-AR 01,7,11/16/1992,Mercury,N,N,,0.05,<0.05
1-B1-10,01B01,upland,N,,IWOU-AR 01,10,11/16/1992,Mercury,N,N,,0.05,<0.05
1-B1-2,01B01,upland,N,,IWOU-AR 01,2.5,11/16/1992,Silver,N,N,,0.803,<0.803
1-B1-5,01B01,upland,N,,IWOU-AR 01,5,11/16/1992,Mercury,N,N,,0.05,<0.05
1-B1-7,01B01,upland,N,,IWOU-AR 01,7.5,11/16/1992,Silver,N,N,,0.803,<0.803
1-B1-5,01B01,upland,N,,IWOU-AR 01,5,11/16/1992,Selenium,N,N,,0.449,<0.449
1-B2-2.5,01B02,upland,N,,IWOU-AR 01,2.5,11/16/1992,Selenium,N,N,,0.449,<0.449
1-B1-2,01B01,upland,N,,IWOU-AR 01,2.5,11/16/1992,Selenium,N,N,,0.449,<0.449
1-B1-7,01B01,upland,N,,IWOU-AR 01,7.5,11/16/1992,Selenium,N,N,,0.449,<0.449
1-B2-7,01B02,upland,N,,IWOU-AR 01,7,11/16/1992,Selenium,N,N,,0.449,<0.449
1-B1-10,01B01,upland,N,,IWOU-AR 01,10,11/16/1992,Selenium,N,N,,0.449,<0.449
1-B2-2.5,01B02,upland,N,,IWOU-AR 01,2.5,11/16/1992,Silver,N,N,,0.803,<0.803
1-B2-7,01B02,upland,N,,IWOU-AR 01,7,11/16/1992,Silver,N,N,,0.803,<0.803
DT11(0-4),DT-11,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
1-B1-2,01B01,upland,N,,IWOU-AR 01,2.5,11/16/1992,Mercury,N,N,,0.05,<0.05
DT5(0-4),DT-5,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
DT13(4-8),DT-13,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT16 (0-4),DT-16,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
DT12(4-8),DT-12,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT14(4-8),DT-14,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT5(4-8),DT-5,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT8(0-4),DT-8,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
DT15(4-8),DT-15,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT6(0-4),DT-6,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
DT12(0-4),DT-12,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
DT14(0-4),DT-14,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
DT7(4-8),DT-7,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT14(4-8),DT-14,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
DT4(4-8),DT-4,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
DT12(0-4),DT-12,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
DT6(4-8),DT-6,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
DT8(4-8),DT-8,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
DT5(4-8),DT-5,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
DT11(0-4),DT-11,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
DT8(0-4),DT-8,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
DT16(4-8),DT-16,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
DT5(0-4),DT-5,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
DT11(0-4),DT-11,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
18IT00244,18GP171,alluvial,N,,Area 18,0,4/30/2003,Silver,N,N,,1.51,<1.51
18IT00246,18GP171,alluvial,N,,Area 18,8,4/30/2003,Silver,N,N,,1.06,<1.06
18IT00190,18GP163,alluvial,N,,Area 18,8,4/30/2003,Silver,N,N,,1.4,<1.4
18IT00189,18GP163,alluvial,N,,Area 18,4,4/30/2003,Silver,N,N,,1.05,<1.05
18IT00195,18GP164,alluvial,N,,Area 18,0,4/30/2003,Silver,N,N,,1.32,<1.32
18-B29(2.5),18B29,alluvial,N,,Area 18,2.5,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B28(10),18B28,alluvial,N,,Area 18,10,1/1/1992,Mercury,N,N,,0.05,<0.05
18IT00196,18GP164,alluvial,N,,Area 18,4,4/30/2003,Silver,N,N,,1.25,<1.25
18IT00190,18GP163,alluvial,N,,Area 18,8,4/30/2003,Selenium,N,N,,0.812,<0.812
DT7(0-4),DT-7,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
DT13(0-4),DT-13,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
DT15(0-4),DT-15,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
DT6(4-8),DT-6,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT8(4-8),DT-8,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT16(4-8),DT-16,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT4(0-4),DT-4,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
DT11(4-8),DT-11,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT12(0-4),DT-12,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
DT4(4-8),DT-4,alluvial,N,,background,4,3/26/2002,Selenium,N,N,,0.5,<0.5
DT14(0-4),DT-14,alluvial,N,,background,0,3/26/2002,Selenium,N,N,,0.5,<0.5
DT15(4-8),DT-15,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
18-B29(10),18B29,alluvial,N,,Area 18,10,1/1/1992,Mercury,N,N,,0.05,<0.05
DT14(4-8),DT-14,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
DT11(4-8),DT-11,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
18IT00216,18GP167,alluvial,N,,Area 18,0,4/30/2003,Selenium,N,N,,0.8,<0.8
18-B30(7.5),18B30,alluvial,N,,Area 18,7.5,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B18(10),18B18,alluvial,N,,Area 18,0,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B29(7.5),18B29,alluvial,N,,Area 18,7.5,1/1/1992,Mercury,N,N,,0.05,<0.05
18IT00189,18GP163,alluvial,N,,Area 18,4,4/30/2003,Selenium,N,N,,0.913,<0.913
18-B31(10),18B31,alluvial,N,,Area 18,10,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B29(5),18B29,alluvial,N,,Area 18,5,1/1/1992,Mercury,N,N,,0.05,<0.05
DT15(0-4),DT-15,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
18-B30(5),18B30,alluvial,N,,Area 18,5,1/1/1992,Mercury,N,N,,0.05,<0.05
DT5(4-8),DT-5,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
18IT00196,18GP164,alluvial,N,,Area 18,4,4/30/2003,Selenium,N,N,,0.918,<0.918
DT6(4-8),DT-6,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
DT7(0-4),DT-7,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
DT7(4-8),DT-7,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
DT16(4-8),DT-16,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
DT8(0-4),DT-8,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
DT5(0-4),DT-5,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
DT8(4-8),DT-8,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
DT16 (0-4),DT-16,alluvial,N,,background,0,3/26/2002,Thallium,N,N,,1,<1
BG-2(070190),BG02,upland,N,,background,0.3,7/1/1990,Cadmium,N,N,,1.2,<1.2
DT15(4-8),DT-15,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
18-B19(5),18B19,alluvial,N,,Area 18,5,1/1/1992,Mercury,N,N,,0.05,<0.05
DT11(4-8),DT-11,alluvial,N,,background,4,3/26/2002,Thallium,N,N,,1,<1
DT13(0-4),DT-13,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
DT7(4-8),DT-7,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
DT6(0-4),DT-6,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
DT12(4-8),DT-12,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
DT13(4-8),DT-13,alluvial,N,,background,4,3/26/2002,Silver,N,N,,1,<1
DT15(0-4),DT-15,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
DT7(0-4),DT-7,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
DT4(0-4),DT-4,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
18IT00204,18GP165,alluvial,N,,Area 18,8,4/17/2003,Antimony,N,N,,2.54,<2.54
18-B19(7.5),18B19,alluvial,N,,Area 18,7.5,1/1/1992,Mercury,N,N,,0.05,<0.05
DT16 (0-4),DT-16,alluvial,N,,background,0,3/26/2002,Silver,N,N,,1,<1
18-B27(2.5),18B27,alluvial,N,,Area 18,2.5,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B18(7.5),18B18,alluvial,N,,Area 18,7.5,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B28(7.5),18B28,alluvial,N,,Area 18,7.5,1/1/1992,Mercury,N,N,,0.05,<0.05
18IT00210,18GP166,alluvial,N,,Area 18,4,4/17/2003,Antimony,N,N,,2.27,<2.27
18-B27(7.5),18B27,alluvial,N,,Area 18,7.5,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B28(5),18B28,alluvial,N,,Area 18,5,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B27(10),18B27,alluvial,N,,Area 18,10,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B20(2.5),18B20,alluvial,N,,Area 18,2.5,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B18(2.5),18B18,alluvial,N,,Area 18,2.5,1/1/1992,Mercury,N,N,,0.05,<0.05
18-B19(10),18B19,alluvial,N,,Area 18,10,1/1/1992,Mercury,N,N,,0.05,<0.05
BG-10(070190),BG10,upland,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
BG-9(070190),BG09,alluvial,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
BG-7(070190),BG07,alluvial,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
18IT00106,18GP151,alluvial,N,,Area 18,8,4/14/2003,Antimony,N,N,,2.2,<2.2
18IT00104,18GP151,alluvial,N,,Area 18,0,4/14/2003,Antimony,N,N,,1.83,<1.83
18IT00105,18GP151,alluvial,N,,Area 18,4,4/14/2003,Antimony,N,N,,2.05,<2.05
18IT00125,18GP154,alluvial,N,,Area 18,0,4/14/2003,Antimony,N,N,,2.24,<2.24
18IT00126,18GP154,alluvial,N,,Area 18,4,4/14/2003,Antimony,N,N,,1.89,<1.89
18IT00127,18GP154,alluvial,N,,Area 18,8,4/14/2003,Antimony,N,N,,2.32,<2.32
BG-19(070190),BG19,upland,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
BG-20(070190),BG20,upland,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
BG-11(070190),BG11,alluvial,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
18GP32SB0408,18GP032,alluvial,N,,Area 18,4,6/26/2002,Thallium,N,N,,0.237,<0.237
18GP32SB0004,18GP032,alluvial,N,,Area 18,0,6/26/2002,Thallium,N,N,,0.242,<0.242
18GP32SB0812,18GP032,alluvial,N,,Area 18,8,6/26/2002,Thallium,N,N,,0.188,<0.188
18GP32SB0408,18GP032,alluvial,N,,Area 18,4,6/26/2002,Silver,N,N,,1.31,<1.31
18GP32SB0004,18GP032,alluvial,N,,Area 18,0,6/26/2002,Silver,N,N,,1.15,<1.15
18GP32SB0812,18GP032,alluvial,N,,Area 18,8,6/26/2002,Silver,N,N,,1.12,<1.12
BG-5(070190),BG05,alluvial,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
18GP32SB0408,18GP032,alluvial,N,,Area 18,4,6/26/2002,Selenium,N,N,,0.948,<0.948
Fike4(4-8),Fike-4,alluvial,N,,background,4,3/25/2002,Mercury,N,N,,0.1,<0.1
BG-14(070190),BG14,alluvial,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
BG-17(070190),BG17,upland,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-2(070190),BG02,upland,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-20(070190),BG20,upland,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-1(070190),BG01,alluvial,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-18(070190),BG18,upland,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-6(070190),BG06,alluvial,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-8(070190),BG08,alluvial,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-13(070190),BG13,upland,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-11(070190),BG11,alluvial,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-7(070190),BG07,alluvial,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-3(070190),BG03,alluvial,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
BG-14(070190),BG14,alluvial,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-13(070190),BG13,upland,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
BG-15(070190),BG15,upland,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-10(070190),BG10,upland,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-12(070190),BG12,alluvial,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-9(070190),BG09,alluvial,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-16(070190),BG16,upland,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-5(070190),BG05,alluvial,N,,background,0.3,7/1/1990,Thallium,N,N,,34.3,<34.3
BG-17(070190),BG17,upland,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
BG-8(070190),BG08,alluvial,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
BG-15(070190),BG15,upland,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
18IT00105,18GP151,alluvial,N,,Area 18,4,4/14/2003,Cadmium,N,N,,0.858,<0.858
18GP35SB0408,18GP035,alluvial,N,,Area 18,4,6/25/2002,Thallium,N,N,,0.215,<0.215
BG-6(070190),BG06,alluvial,N,,background,0.3,7/1/1990,Selenium,N,N,,20.7,<20.7
BG-20(070190),BG20,upland,N,,background,0.3,7/1/1990,Selenium,N,N,,20.7,<20.7
BG-4(070190),BG04,alluvial,N,,background,0.3,7/1/1990,Selenium,N,N,,20.7,<20.7
BG-7(070190),BG07,alluvial,N,,background,0.3,7/1/1990,Selenium,N,N,,20.7,<20.7
BG-3(070190),BG03,alluvial,N,,background,0.3,7/1/1990,Selenium,N,N,,20.7,<20.7
BG-8(070190),BG08,alluvial,N,,background,0.3,7/1/1990,Selenium,N,N,,20.7,<20.7
BG-9(070190),BG09,alluvial,N,,background,0.3,7/1/1990,Selenium,N,N,,20.7,<20.7
BG-5(070190),BG05,alluvial,N,,background,0.3,7/1/1990,Selenium,N,N,,20.7,<20.7
BG-18(070190),BG18,upland,N,,background,0.3,7/1/1990,Silver,N,N,,0.803,<0.803
18GP35SB0004,18GP035,alluvial,N,,Area 18,0,6/25/2002,Thallium,N,N,,0.235,<0.235
18GP32SB0408,18GP032,alluvial,N,,Area 18,4,6/26/2002,Antimony,N,N,,2.37,<2.37
18GP33SB0408,18GP033,alluvial,N,,Area 18,4,6/25/2002,Thallium,N,N,,0.203,<0.203
DT1(4-8),DT-1,alluvial,N,,background,4,3/25/2002,Mercury,N,N,,0.1,<0.1
DT9(4-8),DT-9,alluvial,N,,background,4,3/25/2002,Mercury,N,N,,0.1,<0.1
DT1(0-4),DT-1,alluvial,N,,background,0,3/25/2002,Mercury,N,N,,0.1,<0.1
DT9(0-4),DT-9,alluvial,N,,background,0,3/25/2002,Mercury,N,N,,0.1,<0.1
DT10(0-4),DT-10,alluvial,N,,background,0,3/25/2002,Mercury,N,N,,0.1,<0.1
DT10(4-8),DT-10,alluvial,N,,background,4,3/25/2002,Mercury,N,N,,0.1,<0.1
Fike1(0-4),Fike-1,alluvial,N,,background,0,3/25/2002,Mercury,N,N,,0.1,<0.1
BG-1(070190),BG01,alluvial,N,,background,0.3,7/1/1990,Cadmium,N,N,,1.2,<1.2
18GP33SB0812,18GP033,alluvial,N,,Area 18,8,6/25/2002,Thallium,N,N,,0.197,<0.197
